site_no,site_name,record_years,drainage_area_sqmi,historical_max_screening_return_period_years,historical_max_peak_cfs,historical_max_cfs_per_sqmi,historical_max_flood_class,frequency_method,stationarity_warning,distinct_matched_rainfall_flood_event_count,max_matched_event_return_period_years,max_matched_peak_cfs,max_matched_peak_cfs_per_sqmi,median_rainfall_to_flood_lag_hours,distinct_major_rainfall_flood_event_count
02364806,,3,0.54,5.0,482.0,892.5925925925925,5–10-year,empirical only,False,1,2.5,144.0,266.66666666666663,-16.0,0
02365200,,32,3209.0,23.256461296571544,64700.0,20.162044250545343,10–25-year,station-skew LP3 screening,False,11,20.871766320160702,63200.0,19.69460891243378,32.0,1
02365310,,10,1.44,11.0,1360.0,944.4444444444443,10–25-year,empirical only,False,1,1.1,95.4,66.25,-31.0,0
02365408,,3,0.08,5.0,36.0,450.0,5–10-year,empirical only,False,0,,,,,0
02367400,,3,30.0,4.0,16100.0,536.6666666666666,2–5-year,empirical only,False,1,4.0,16100.0,536.6666666666666,-12.0,0
02367500,,31,114.0,52.25988953243317,37900.0,332.4561403508772,50–100-year,station-skew LP3 screening,False,2,52.25988953243317,37900.0,332.4561403508772,-16.0,2
02367800,,12,461.0,13.0,46000.0,99.78308026030368,10–25-year,empirical only,True,1,13.0,46000.0,99.78308026030368,-12.0,1
02367900,,26,510.0,19.70601929560584,19800.0,38.8235294117647,10–25-year,station-skew LP3 screening,False,4,16.102153772380873,18900.0,37.05882352941177,31.5,2
02369800,,58,87.7,73.4058022004537,20000.0,228.05017103762827,50–100-year,station-skew LP3 screening,False,11,73.4058022004537,20000.0,228.05017103762827,-7.0,4
02370200,,10,36.0,11.0,3900.0,108.33333333333331,10–25-year,empirical only,True,0,,,,,0
02371000,,27,257.0,69.8181661612412,36000.0,140.07782101167317,50–100-year,station-skew LP3 screening,False,2,69.8181661612412,36000.0,140.07782101167317,9.5,1
02371050,,9,1.05,11.0,988.0,940.952380952381,10–25-year,empirical only,True,3,11.0,988.0,940.952380952381,-28.0,1
02371200,,29,8.87,43.87117113350174,3950.0,445.32130777903046,25–50-year,station-skew LP3 screening,True,3,15.122009414516771,2320.0,261.5558060879369,-12.0,1
02371470,,2,4.43,3.0,303.0,68.39729119638827,2–5-year,empirical only,False,0,,,,,0
02371500,,88,500.0,113.04893999470934,32000.0,64.0,100–200-year,station-skew LP3 screening,False,15,36.65514838009232,24000.0,48.0,46.0,5
02371503,,1,8.8,2.0,3820.0,434.09090909090907,2–5-year,empirical only,False,1,2.0,3820.0,434.09090909090907,-20.0,0
02372000,,28,254.0,84.30559825471752,37000.0,145.66929133858267,50–100-year,station-skew LP3 screening,False,1,84.30559825471752,37000.0,145.66929133858267,-12.0,1
02372250,,50,442.0,169.65033477291885,43600.0,98.6425339366516,100–200-year,station-skew LP3 screening,False,15,169.65033477291885,43600.0,98.6425339366516,37.5,3
02372422,,16,1273.0,17.0,32100.0,25.21602513747054,10–25-year,empirical only,True,2,2.428571428571429,13100.0,10.290652003142185,115.0,0
02372430,,15,1277.0,16.0,29000.0,22.70947533281128,10–25-year,empirical only,False,6,16.0,29000.0,22.70947533281128,46.5,1
02372500,,58,1344.0,310.07244039972846,92000.0,68.45238095238095,200–500-year,station-skew LP3 screening,False,0,,,,,0
02372510,,5,,6.0,1200.0,,5–10-year,empirical only,True,0,,,,,0
