huc12,duration_hours,is_monotonic,minimum_mm,maximum_mm,threshold_count
031300020808,1,True,36.12248455184976,112.68666142934552,10
031300020808,3,True,50.345179129444865,159.59651691070567,10
031300020808,6,True,61.46666617477961,194.47617170516457,10
031300020808,24,True,89.88112712540934,271.18545805679275,10
031300020808,72,True,114.99283501732468,342.0409142113304,10
031300020901,1,True,36.68687844341149,111.9810965285834,10
031300020901,3,True,51.511190419529115,158.14048631513472,10
031300020901,6,True,62.81571029377433,192.9647377242849,10
031300020901,24,True,90.8318443310881,272.1829636714756,10
031300020901,72,True,116.24138721919843,346.1951503793406,10
031300020902,1,True,36.95807255909385,110.21208323035616,10
031300020902,3,True,52.006180182111855,155.4081631360841,10
031300020902,6,True,63.32393238106579,190.8809728932512,10
031300020902,24,True,90.95726895396753,274.6132817380316,10
031300020902,72,True,116.55867101413294,350.89673230317237,10
031300020903,1,True,36.566334471931384,110.92040734866212,10
031300020903,3,True,51.19112487539299,156.56441494913426,10
031300020903,6,True,62.37442415753568,191.73444895134202,10
031300020903,24,True,90.34246886427356,272.56595303243034,10
031300020903,72,True,115.68447839195021,345.8578397218714,10
031300020907,1,True,36.622057782418445,109.38687462612,10
031300020907,3,True,51.28120114218749,154.11279212930862,10
031300020907,6,True,62.425487608509954,189.8694646223089,10
031300020907,24,True,90.08062722652083,274.5918723994402,10
031300020907,72,True,115.50658882798282,348.71063316733785,10
031300020908,1,True,36.390644095267035,109.64686106375162,10
031300020908,3,True,50.84400292314457,154.46198185639562,10
031300020908,6,True,61.93278935861512,190.31764251550294,10
031300020908,24,True,89.62019741428344,275.0813269695594,10
031300020908,72,True,114.88106676243042,348.1150271498757,10
031300021104,1,True,37.32905195159066,108.52468255141582,10
031300021104,3,True,52.6872307742892,153.1052341169573,10
031300021104,6,True,64.06057432355517,189.81050355509288,10
031300021104,24,True,91.15907895269149,279.9199577690566,10
031300021104,72,True,117.13026175408086,359.64878901574167,10
031300021105,1,True,36.824860907423144,108.43786114888806,10
031300021105,3,True,51.66403382246814,152.7076500374774,10
031300021105,6,True,62.81938465067083,189.18492344772474,10
031300021105,24,True,90.06710048162422,277.9194204129961,10
031300021105,72,True,115.70354443956522,353.7543652144009,10
031300021106,1,True,37.24257271335174,108.06674646961696,10
031300021106,3,True,52.359482071693556,153.19016637155886,10
031300021106,6,True,63.5206610400731,191.80922558923248,10
031300021106,24,True,90.11992729393886,287.58345368697394,10
031300021106,72,True,116.23320529722199,367.16137374775445,10
031300021107,1,True,37.21736074582973,107.87198213290367,10
031300021107,3,True,52.38353717111069,152.40102403715633,10
031300021107,6,True,63.60795836334471,190.02371008033825,10
031300021107,24,True,90.42372027770101,283.1503374960189,10
031300021107,72,True,116.43996160374937,362.15844615649445,10
031300021108,1,True,36.683180022571676,108.37231168884445,10
031300021108,3,True,51.29628329318296,152.71852511301591,10
031300021108,6,True,62.283321665261234,190.35302262583403,10
031300021108,24,True,89.14063595105576,283.57427223274254,10
031300021108,72,True,114.75430621046569,359.17633676402687,10
031300021109,1,True,36.42520308308702,109.38368970589833,10
031300021109,3,True,50.885698873467085,153.9215739899939,10
031300021109,6,True,61.85963849741973,190.98283638017628,10
031300021109,24,True,88.80847063115382,281.658505660125,10
031300021109,72,True,113.94685912903651,355.299130608363,10
031300021301,1,True,36.8600943603214,108.74292107927526,10
031300021301,3,True,51.49822093177011,153.80558881369188,10
031300021301,6,True,62.419178634369935,192.48522206123909,10
031300021301,24,True,89.02795040327122,288.5457834562671,10
031300021301,72,True,114.76204683738914,365.1035953496542,10
031300021302,1,True,36.580840856277604,109.50630733478555,10
031300021302,3,True,51.058786249007696,154.40425701991347,10
031300021302,6,True,61.954330663040636,192.34367648817297,10
031300021302,24,True,88.60371062133052,286.03553901047883,10
031300021302,72,True,113.8443533480989,360.53762139612104,10
031300021306,1,True,36.852433974086594,111.67809018839392,10
031300021306,3,True,51.322308221434184,158.88313759026843,10
031300021306,6,True,62.041443448281605,198.73077999753974,10
031300021306,24,True,88.2028378619647,295.50634627161924,10
031300021306,72,True,113.14959593836474,370.27987342920295,10
031300030301,1,True,37.20928192107682,113.04663452710318,10
031300030301,3,True,51.74668922541096,162.27272911382022,10
031300030301,6,True,62.30451055209347,204.14367456213233,10
031300030301,24,True,88.0271973662773,304.4937635897105,10
031300030301,72,True,112.83559267294082,379.8899075318311,10
031300030304,1,True,37.304252110908465,115.05009536070872,10
031300030304,3,True,51.8625749291214,166.04603562894465,10
031300030304,6,True,62.37201305357258,208.8592628543929,10
031300030304,24,True,87.92921097512026,309.420708812938,10
031300030304,72,True,112.34135446430487,384.4431884069675,10
031300030305,1,True,37.581040715514874,114.76711198163166,10
031300030305,3,True,52.212149978133326,166.21429670994823,10
031300030305,6,True,62.64310346484389,210.15879898399842,10
031300030305,24,True,87.98037199723704,313.83256608673776,10
031300030305,72,True,112.50205006522368,389.60018205015814,10
031300030306,1,True,38.14757732322722,116.97955786516835,10
