huc12,atlas14_001h_0001yr_mm,atlas14_001h_0002yr_mm,atlas14_001h_0005yr_mm,atlas14_001h_0010yr_mm,atlas14_001h_0025yr_mm,atlas14_001h_0050yr_mm,atlas14_001h_0100yr_mm,atlas14_001h_0200yr_mm,atlas14_001h_0500yr_mm,atlas14_001h_1000yr_mm,atlas14_003h_0001yr_mm,atlas14_003h_0002yr_mm,atlas14_003h_0005yr_mm,atlas14_003h_0010yr_mm,atlas14_003h_0025yr_mm,atlas14_003h_0050yr_mm,atlas14_003h_0100yr_mm,atlas14_003h_0200yr_mm,atlas14_003h_0500yr_mm,atlas14_003h_1000yr_mm,atlas14_006h_0001yr_mm,atlas14_006h_0002yr_mm,atlas14_006h_0005yr_mm,atlas14_006h_0010yr_mm,atlas14_006h_0025yr_mm,atlas14_006h_0050yr_mm,atlas14_006h_0100yr_mm,atlas14_006h_0200yr_mm,atlas14_006h_0500yr_mm,atlas14_006h_1000yr_mm,atlas14_024h_0001yr_mm,atlas14_024h_0002yr_mm,atlas14_024h_0005yr_mm,atlas14_024h_0010yr_mm,atlas14_024h_0025yr_mm,atlas14_024h_0050yr_mm,atlas14_024h_0100yr_mm,atlas14_024h_0200yr_mm,atlas14_024h_0500yr_mm,atlas14_024h_1000yr_mm,atlas14_072h_0001yr_mm,atlas14_072h_0002yr_mm,atlas14_072h_0005yr_mm,atlas14_072h_0010yr_mm,atlas14_072h_0025yr_mm,atlas14_072h_0050yr_mm,atlas14_072h_0100yr_mm,atlas14_072h_0200yr_mm,atlas14_072h_0500yr_mm,atlas14_072h_1000yr_mm
031402010201,42.267664411485995,48.403608042741546,58.69200150529002,67.46887501723673,79.90795777908801,89.77833775206382,99.89591795149803,110.41074977470026,124.69893181568484,135.80331219373343,58.78321541627949,66.63064311322765,80.83345532331784,93.90747691351008,113.8224317976504,130.69041041381482,148.87461510891373,168.67192335488704,196.9262429152655,219.8767902349293,70.54344920303903,80.79964422366788,99.87134541476274,117.86691117270847,145.8475416433193,169.9647236955244,196.29208989843087,225.26706185339233,267.0672842672766,301.33468077622626,97.87156590864537,115.25255303690787,147.2495253498333,177.158928399466,223.3222736132263,262.8612791349245,305.8273449842815,352.93383911665256,420.6343148533697,475.95550756723827,125.25212471843597,143.41118080125207,178.1289162537621,211.6653536174678,264.84653816213336,311.39816138965375,362.7750512936166,419.8397186903474,502.9090997085,571.5243292304148
031402010202,42.28100956290314,48.42944778348133,58.75138625220645,67.56589771086222,80.07288236010908,90.01018079753908,100.20592318568734,110.81181222437355,125.24054958836398,136.46254999522606,58.84494638403531,66.70424881622516,80.92547046104008,94.01667446990902,113.95220916694618,130.83638316334026,149.0384261163152,168.8518273394239,197.12910812664362,220.0975649278621,70.69292252264522,81.03972690531586,100.2182686315604,118.26293702944825,146.26356653880043,170.350534769042,196.6104393514655,225.4808324877862,267.08361583931315,301.15680149889596,98.01708694005679,115.60344337868251,147.8389158949817,177.859411139942,224.04151602409954,263.48334214273467,306.2677409189134,353.092506942426,420.27485184481924,475.0933762327514,125.35977653861752,143.5429832362114,178.2682340848294,211.77248829818637,264.8570742887086,311.293413311654,362.5195870265686,419.3906424958253,502.15073066221294,570.4874546106804
031402010203,42.67917155938674,48.82870859959177,59.1758922193293,68.02868689921274,80.62096369086991,90.64819197215655,100.95251987102685,111.69256072006222,126.32683771744739,137.73077024860493,59.42611238669304,67.30691818700059,81.68142890828372,94.99893212898633,115.39962217004717,132.76282922523257,151.55009501770866,172.0647090436244,201.43487847153773,225.35509709523828,71.23018706354212,81.4828850037493,100.73672289254922,119.05594760497256,147.74770400929685,172.61804648353467,199.8786744362936,229.98452094037356,273.56402445824443,309.3943959013502,98.44006028464636,115.65312093094865,147.64690167074093,177.81769801564357,224.72310410963166,265.13591475406514,309.24434873261714,357.78142392740983,427.79143372936585,485.1738774138027,125.63950564697879,143.5723989015718,178.18247966719014,211.88168947347907,265.65836996216444,312.962097877003,365.34774879517465,423.69637646731434,508.8681929355681,579.3794688290676
031402010204,42.89752391281441,49.06799098500434,59.471326028980066,68.39744071740412,81.11875696377938,91.27170169081444,101.72430772463306,112.63623226996732,127.53718308963407,139.16780356785748,59.777260903799196,67.72655333163718,82.23336655491174,95.68972867527262,116.31988211830341,133.8888723933505,152.90617128871122,173.6852370562715,203.44262122515022,227.6889935044051,71.66467586902844,82.01260821871986,101.44726464412395,119.93532942424497,148.89741529580976,174.00050722029178,201.51725446991784,231.90219759092096,275.8894472308329,312.05189458110425,98.83325382058284,116.05357405964897,148.09425648058436,178.3309740373074,225.37379765413732,265.9261989531479,310.20899524698524,358.9476688634055,429.2747575941354,486.93375951102735,125.80259031426583,143.70181521808706,178.2987426741459,212.01895145122077,265.87684473836543,313.28379457202436,365.80809017503987,424.3323542449872,509.7895500966407,580.5592130868392
031402010205,43.04939115971853,49.15476301374929,59.450511761040964,68.29016960610748,80.9007939005878,90.97496479473702,101.34951902215512,112.18948452302365,126.99630344418564,138.56402124369455,59.98142369899022,67.90506590622269,82.3002283516032,95.60229725156914,115.92072715170438,133.17569978695306,151.81529924680848,172.14119661291366,201.19824385207644,224.83637847543753,71.85954715963865,82.11544832306681,101.30505179710657,119.50376998264464,147.93080780600994,172.5162144798057,199.42481244543228,229.1004927652844,272.0036218004351,307.2369958942437,98.79027651107681,115.44685624239165,146.57837435864553,176.07476680052318,222.12029824934604,261.9207895232237,305.46147101582096,353.46799551229253,422.84622520203504,479.80689201983245,125.23273664313474,142.72949546756007,176.62934882045315,209.73583214719073,262.69659380122755,309.3705656070288,361.1246443318219,418.83165780995535,503.15275708420484,573.0185056551317
031402010206,43.5603868059367,49.69867375691305,60.06825387513398,68.98379522643049,81.71769593530057,91.90289151322777,102.4066269652386,113.3895619645244,128.41546536934746,140.1653690006887,60.70493573203137,68.75295542485773,83.41353908281874,96.99773087990157,117.79794913706043,135.4956696662748,154.63757483899423,175.53766364316877,205.4553415913082,229.8182569361839,72.59809847586546,82.92447626073992,102.3624992615685,120.89702243699372,149.97625219538767,175.217179878366,202.9089796828792,233.51831136188162,277.8574798039835,314.3347925945362,99.34138378024211,115.81663148444241,146.89545108481283,176.56835162979803,223.19207449297892,263.698497170118,308.1731748251795,357.3583262196275,428.6562823279904,487.3430371922321,125.40414567017264,142.85097802877544,176.8670533170429,210.2603070565053,263.89981576585683,311.3196646131317,364.01488037183435,422.87385055755004,509.02589327943065,580.5074876788992
031402010207,43.3253037320683,49.52261335202804,59.984789574298844,68.97248781514736,81.80297270145837,92.05790911963133,102.62583079262984,113.67045368753654,128.7700359793595,140.56676180266268,60.40823615510657,68.4655333011363,83.17629937696331,96.83151817097239,117.77968847120385,135.63203047696166,154.96261221168248,176.08950622041436,206.35706663462508,231.02242295042848,72.31289125477078,82.69190846056345,102.25641629708747,120.93443008294308,150.2668721170801,175.74744834274026,203.71855785872708,234.64862518426244,279.4763690439193,316.3689255744661,99.3085693819224,116.17390806388258,147.8374817953379,177.95395455167127,225.114251496262,265.98639304881533,310.7818236816666,360.24406830933253,431.83508220796483,490.68659222069317,125.86841586589446,143.5884375742835,178.0294831532479,211.7559515585487,265.82014630692265,313.54068785754623,366.5140713689667,425.63434966948586,512.0961123784213,583.7866407057517
031402010208,44.20696378572022,50.478774097765566,61.05989290780477,70.14378079863826,83.09776110163436,93.44125355919157,104.09671467845224,115.22537833146463,130.4270605847105,142.30020338862897,61.71949975315313,69.99876595913219,85.08282783982376,99.05993793330178,120.46403819646729,138.67867356866105,158.38133240290708,179.89585432143699,210.69232277185768,235.77195983190003,73.64676868111545,84.22372626621872,104.17454017285932,123.2314706101202,153.1788680960554,179.20197094951553,207.78040401701946,239.38744443697806,285.2084462974539,322.9279533194911,100.25549335629114,117.09136606007637,148.884275101945,179.27679495369588,227.06980765642183,268.62355154764384,314.2749225953814,364.779808314245,438.02371214674565,498.330383659485,126.38022299721736,144.25460994799286,179.09599144840865,213.29247406863976,268.2134058264775,316.75763476642214,370.6988198077885,430.94590476727274,519.1227655119454,592.281041760583
031402010301,43.19265395656815,49.21475232961205,59.42429257531163,68.23900629404137,80.88048724627022,91.02868888299336,101.52625645958055,112.53504282559902,127.63897459167377,139.48498365383506,59.87634318138391,67.79594455761325,82.45437360211379,96.22925241466258,117.5759496421081,135.92001965144158,155.90758622402794,177.86668759178008,209.4923570467498,235.38306251788794,71.38107240230423,81.42297924441769,100.7271308683645,119.46301637402445,149.2836732573158,175.46293215285127,204.41284097940107,236.623118282884,283.5838514978398,322.42837681978483,98.47698492853034,114.79244779539655,145.75995383853967,175.49853835087143,222.42761985816125,263.351038445457,308.39863046334267,358.3208889207418,430.83915389906804,490.6307014337934,125.62902267055968,143.02527386034944,177.08530579437263,210.62727332441423,264.6390576352349,312.4785250347807,365.70845641666176,425.227594960645,512.4378214175274,584.8599215163409
031402010302,43.1808585416132,49.23572880694406,59.471580435049034,68.28248939370432,80.87789840321012,90.96159397067457,101.36975762013674,112.25691093167546,127.16402702348239,138.8269496448016,59.95540794003751,67.86050191703958,82.42064561990317,96.04116079073577,117.06946995109281,135.08598253515913,154.6730219306707,176.15124185726594,207.02426030142377,232.2591980850602,71.45000247275743,81.5546233709036,100.84586940793235,119.4585302842441,148.942638916262,174.7324001019466,203.18011173771887,234.76401368431397,280.7195307425596,318.6646896216116,98.29751181744011,114.88693742631831,146.21172399998463,176.15460751129228,223.2356350062371,264.16731926406914,309.13174147277425,358.87851808628767,431.0153132106615,490.4108486400169,125.47183574098297,143.01395323374797,177.24052444139605,210.86183301583267,264.89035914259733,312.669293574954,365.7753686558902,425.1093491555955,511.9676301719855,584.0487081239161
031402010303,43.94257084566621,49.97493895765785,60.275820085672954,69.23520852420316,82.17934036771099,92.64426699738154,103.52877853084699,115.0046377603186,130.84035618164097,143.3238712871184,61.07509525890373,69.04360650936793,83.91126030784488,97.97965842934742,119.91339847312558,138.85216737899648,159.5573445996028,182.37284325290867,215.32720385216848,242.36664172164825,72.6216041958237,82.8716951153447,102.65716971837244,121.92266242220028,152.66678159210736,179.7089565863318,209.65560997525355,243.01473833971963,291.7043048384464,332.0150287218705,99.31012459319166,116.04260093392344,147.88336110501868,178.51779910702416,226.9398163345457,269.21700412521653,315.79506003125704,367.4501015085871,442.538758409853,504.4860008559139,126.43708671594676,143.92530924193792,178.4105151229034,212.56749064396243,267.8106779767006,316.9032625934554,371.6527781938264,432.98725129177336,523.0137309119974,597.8825676861806
031402010304,44.33292012277571,50.523364748914446,61.0394298267814,70.13028411831844,83.19270204713023,93.69557130373768,104.5728277943232,115.99450993320629,131.68901396297585,144.00975680304816,61.842819208523935,69.98765632790365,85.04925747809756,99.18926189600212,121.09042023602855,139.90391740273068,160.3927011097983,182.89610252942313,215.29525935866178,241.81055399400583,73.5086165680622,84.0434888836522,104.17307779359672,123.60387344762918,154.40249757152316,181.350153302735,211.08520370673676,244.1041354290746,292.15810315409124,331.8456315661896,99.8386280786654,117.0525747011936,149.61310769960363,180.7838014145692,229.85357448377897,272.56031036925367,319.50596963296215,371.4711828699864,446.8722923198482,508.98315830591906,126.78390059912591,144.54232245861306,179.4642856526198,213.97846370820173,269.7075038335572,319.17085737043396,374.2860670488219,435.98781963988876,526.4923255954052,601.7184735804942
031402010401,41.75536824238065,47.71888337293009,57.6207492958955,65.98112512873033,77.70301110591686,86.90893106529997,96.26263022156593,105.90156157301627,118.87764907084377,128.87072948800622,57.68923913868441,65.4833609141239,79.27575107300022,91.70435315330948,110.27431518487785,125.74618701178247,142.2220810825807,159.96765410893053,185.0140060352953,205.1643360617796,68.92668137570561,78.82901605425027,96.92974782689481,113.74905552419196,139.56827248014716,161.58488158022868,185.4368403212191,211.51390638824256,248.8892975663382,279.3601090750248,96.07203440984834,112.36858422223033,142.25447722925512,170.09842209067241,212.9478928928728,249.55812205045387,289.2784658371349,332.7617761600227,395.16082675380744,446.0846654410347,123.11369429845988,141.30891459433846,175.3828316278028,207.72714297528344,258.2886754058503,302.04426643532065,349.9548186030032,402.81250248791326,479.25741486843685,542.057189172198
031402010402,41.91906992606492,47.886887246693476,57.804625903362655,66.18543203241988,77.9447679234806,87.18994203815794,96.58760721547178,106.28163986874031,119.34240905613666,129.40695785487904,57.884914370972524,65.73508167284035,79.66526623031461,92.2554289222346,111.11569622589839,126.86611546550158,143.668418098457,161.7927906379141,187.41695263756807,208.06051374156777,69.14714036071413,79.08192811168581,97.32576571403203,114.34658667938216,140.57283365245482,163.0005254024126,187.35157547356485,214.0241903358532,252.32396001127896,283.5970009165283,96.36888942553217,112.62811071603949,142.54434586497982,170.4982682445052,213.62726557097497,250.55542630660523,290.6807176461639,334.6633285133983,397.8629609868183,449.4970160283769,123.37747547221426,141.5577719919601,175.69449992176953,208.16677494706155,259.0253648980639,303.10129172824617,351.41442197844214,404.7635407865378,481.9852763401307,545.4680703283116
031402010403,42.54803337673052,48.58286967333634,58.699578191408136,67.32908665315756,79.55621751555388,89.25937399519916,99.20221262311755,109.53599300755268,123.5764345504771,134.48723587545174,58.94320777564171,66.82098081426216,81.11393981428735,94.29885346785777,114.41932235724515,131.4886160027027,149.91173271912712,169.98990257536167,198.67285749542887,221.99336597613393,70.36967259959157,80.35737900936444,99.16392815800819,117.09158000731452,145.22092932518055,169.63606352178365,196.42462585105915,226.03133884585813,268.92164223095364,304.20683264369734,97.49020285769002,113.86899670167324,144.52053603135633,173.59361597662812,219.0222999335883,258.3168625141842,301.33010331898976,348.77357679466115,417.37078149889015,473.7096981729516,124.62035529897776,142.3957973932949,176.56181505459136,209.71215895737515,262.4685880384326,308.7756012087122,359.98102021623623,416.94618090121025,499.9989803882808,568.6878595192057
031402010404,42.53278320139247,48.58708541611351,58.7346352858683,67.38529960863937,79.64216194474515,89.36342615328422,99.3232033901814,109.67301217944083,123.73102307826437,134.64962648644018,59.02973396399534,66.8508225576719,81.04242515822996,94.13462554970451,114.12041974651419,131.07630812106973,149.3782608994888,169.32405551839548,197.8242629549471,220.9949405637777,70.51346429978395,80.49500659771587,99.2632081427879,117.14085830793303,145.17439612707486,169.49245096999232,196.16310791661604,225.63096313611823,268.30756997183124,303.40656011938194,97.56374556447483,114.08653155360794,144.9924663691915,174.2969662910346,220.07268783811605,259.65706822948613,302.9808917166879,350.7545300694266,419.8241969542758,476.5443369533225,124.76079425540041,142.5068066414165,176.70164638388871,209.9470372041186,262.93850721775306,309.5107026592591,361.0539909381718,418.43446851018194,502.15110231090085,571.4298540847991
031402010405,42.56300179083212,48.6528826157032,58.87153701674035,67.59571482959763,79.9657093075177,89.79176663274787,99.8644912184449,110.34017898428176,124.58579793963497,135.66083698129773,59.165547849344534,66.98538322378995,81.20219277130674,94.33916546128764,114.41916205100722,131.47412298060146,149.90083876780022,169.99999632823204,198.73511555993417,222.11491012376095,70.76937707419431,80.82111840029768,99.7220421716644,117.72087865680786,145.93716866889022,170.40807012757944,197.24570219040993,226.89435096744336,269.82830723475087,305.1369882473782,97.87748103954075,114.6440936645253,145.95015283157426,175.5891855238887,221.82591090245526,261.77002184377443,305.45442750865953,353.5988800681272,423.1580503743599,480.2501848904457,125.11396860218521,142.91651872438482,177.26322888271426,210.69253591503866,264.02471500103536,310.9263114087506,362.8580348249188,420.6946702344307,505.1063916054858,574.9825944387804
031402010406,43.43881048234753,49.635972609747206,60.09162624328148,69.06986147326396,81.88341382874827,92.11879340801225,102.66259433910122,113.68040466916732,128.73511002123587,140.49546805620136,60.54689102951747,68.57002740180357,83.29951971890117,97.03785644069562,118.20127029626502,136.297462590247,155.94089197219424,177.45591758959213,208.34537220377712,233.566433289024,72.27093010537642,82.59287426497272,102.20483167883776,121.04781073901471,150.80164893239197,176.7572290397606,205.3375695310679,237.01858183158544,283.0494961075321,321.00943610582436,99.03422631920934,116.01755769938177,148.00732026575741,178.52406563887052,226.42795396774167,268.02077724106874,313.6710241464242,364.1329934210034,437.25700146289387,497.4230166452805,126.04924344847434,143.73011250170276,178.2820558528077,212.2619635966141,266.9163050587725,315.28627887873796,369.0732492126737,429.1881607534931,517.2283666628646,590.312369463983
031402010407,44.200276927817356,50.51075612125422,61.15461408459379,70.29128659063802,83.31774448770031,93.71968073360723,104.43295199503964,115.61901758302564,130.90000112573406,142.83423961277933,61.74050652434739,70.01821309902012,85.1616800178554,99.2358303410479,120.85559716630281,139.29676192560456,159.28264087766087,181.1374989930134,212.47147509351203,238.020773760465,73.60619861241913,84.21025586043662,104.29804102458338,123.5445558534076,153.8711118299712,180.2806005958132,209.32679890540572,241.49090658677835,288.1815523214794,326.6520851801201,100.15547085914068,117.24380053288917,149.49567293063814,180.31282512679442,228.7551217852581,270.86115929575385,317.10726260833485,368.2636417264164,442.43778890089885,503.50221312717554,126.66678125998722,144.55711095298324,179.52288139329707,213.91371162066278,269.2370512444869,318.20009741618776,372.65310789769615,433.51479318083136,522.653283883951,596.6488840685976
031402010501,44.39812074310227,50.58007684097386,61.00068417447052,69.94457738442586,82.69340860653982,92.86962775910732,103.34787954644861,114.28612571443573,129.2248607846568,140.889471616722,61.95613336904121,70.22961530167406,85.22440831494853,99.0435414121674,120.11487689900518,137.9766237401346,157.24726616735137,178.23907843791145,208.21507355297686,232.57546560353765,73.95535961120115,84.41021324084107,104.05612021640107,122.75502514952153,152.0539888532548,177.45593226501992,205.30501054479882,236.0648361204668,280.59977870025557,317.2180294212299,100.21956309581256,116.47731419908519,147.25779611543877,176.74531518669502,223.19420845138728,263.63638799871813,308.1064721851341,357.34818570353957,428.81439751210706,487.69852449172345,125.52747021976406,143.4888290017247,178.30020054801747,212.3077083781588,266.7189693677882,314.67962220081546,367.8647678348818,427.17458308039295,513.8454118459015,585.6629216876921
031402010502,44.88639750321115,51.25372579619306,62.004989823319605,71.24468107436348,84.43615763132614,94.98115396440157,105.85178134559236,117.21403989178832,132.75030674265986,144.89354071041993,62.8898004507138,71.45995875713734,87.01035839755896,101.35405123603017,123.23770415030211,141.8006468251293,161.8356695505269,183.6678482523393,214.85954605037293,240.2154879579501,75.10361451321174,85.75925646244677,105.8632523671654,125.07350844753985,155.25861946335607,181.49535313078763,210.30777497245046,242.176735368877,288.3817211937774,326.41774870516906,101.7230422884174,118.02645641954119,149.0907508693849,179.01492698683384,226.36003915270092,267.72966898858436,313.3314108134112,363.92758469693126,437.5109714196803,498.23766253684147,127.19149487659307,145.82614063351485,181.85557201816573,216.98006476561352,273.0920483432055,322.48815075133984,377.2193469704034,438.208753224802,527.2749865909194,601.0340905923092
031402010503,44.16775624228914,50.317354142716944,60.69341761177475,69.60219375157949,82.31237326621991,92.46261784581206,102.9215787404591,113.8459075537436,128.77239603598062,140.4346276304,61.56995926310884,69.7413756394548,84.57680787375642,98.27072309767428,119.18140343541242,136.9270592668946,156.08800096318944,176.9763087993757,206.82549954663264,231.10059839283912,73.4907001427817,83.93252359871772,103.54244696857482,122.19645497176522,151.41390195038474,176.73852688186744,204.49616953515306,235.14688451324443,279.5169086578731,315.9922382401946,99.88210273160276,116.33024412071113,147.39226400024802,177.0884929296266,223.78626796179867,264.39408136197017,309.0042269832887,358.36098422495076,429.9407092608245,488.87829590708355,125.47105039231722,143.10161833405945,177.43586558684845,211.11063757793514,265.15814652390605,312.9097518229831,365.9522887618049,425.1824053303311,511.84646828112034,583.7358629951618
031402010504,45.37541681432401,51.82275345559671,62.690706289226,72.01075501959028,85.29142082126742,95.88682459830554,106.7926656664332,118.17495954418516,133.71371668765923,145.83953177856978,63.6657911161486,72.32737805205309,88.01568054664328,102.46953396818398,124.49658444477252,143.16688491776785,163.3016246510363,185.23186653384423,216.5420211231728,241.98277577434683,75.88679894270616,86.72168083380716,107.13175906052444,126.59956469408226,157.15776752225045,183.6904822328618,212.80840086008342,244.9956940864263,291.6348240640714,330.00986473097,102.45385037905761,119.21043182012822,151.0914365946281,181.76342968571095,230.2414857391155,272.5662356212714,319.1956480479452,370.9081422865285,446.0771102373408,508.0910338256502,128.15849203619953,146.89403866759264,183.24100667033107,218.77783405101195,275.6734765430243,325.8481875169188,381.50896244487865,443.5955467369244,534.3489548581756,609.5659759417047
031402010601,45.14713804719632,51.503917192991814,62.267281710025436,71.53810721110163,84.81194165890392,95.44765085848833,106.43345901893596,117.93843208118882,133.70236229094425,146.0477242891623,63.26443543351172,71.66487453492933,87.11553063337975,101.55015062579909,123.81805539644998,142.87971281625988,163.59065058617497,186.2903403286767,218.9038169366494,245.55005954607978,75.1754257889273,85.9142789549014,106.38829077964631,126.11826433239014,157.3510483203853,184.64779485636046,214.74176254844204,248.14141948175532,296.71856312076596,336.8152805876589,101.32683573808436,118.61733163374436,151.43138974431542,182.934566020064,232.64616338875237,275.988901710512,323.6953207091748,376.5612058213894,453.34817359880776,516.6566768502527,127.85688817658693,145.99607938718032,181.63096414577905,216.82247934604078,273.61021585535417,323.98940405321486,380.1075691006523,442.91573820954596,535.0200934693697,611.5595296343454
031402010602,45.046157388431446,51.44215474058015,62.22091356023385,71.46772249689346,84.65047458039346,95.17068190596456,105.9969841202457,117.30304638385049,132.74165294464436,144.79054831910148,63.09146871662746,71.58210045706767,87.05918780963873,101.39667504814139,123.35865413092918,142.04587650093364,162.26268491531513,184.33715046132437,215.93838557289467,241.67109531608924,75.10047547700265,85.89464737480452,106.29608432768671,125.81701131497037,156.53287977067924,183.25550889535342,212.62215764076606,245.12447120918057,292.27248761994355,331.10486870452354,101.46282518816145,118.57914154461571,150.99195716101477,182.04843087783271,230.97009813776884,273.5727269254785,320.42129825508783,372.29776062866375,447.59267465865605,509.63434532981773,127.57475758699088,145.86884492715032,181.55163960283102,216.59604374645474,272.90077445504187,322.6864023405814,378.0156756383593,439.8290302028628,530.3115493656787,605.3958694021784
031402010603,45.69485445419079,52.171335248347326,63.10215446812641,72.48981043117949,85.88740009489929,96.5911933095169,107.61993546509387,119.14307780701701,134.89099975475983,147.19671253094498,64.27167269142457,72.88946938138412,88.61261024178738,103.1892234794445,125.53423681726636,144.55848156812422,165.1506695411781,187.64472139616285,219.85285827291156,246.09144992771547,76.4649301034232,87.2866930561774,107.83605091260934,127.5690204123879,158.71783428496698,185.88260863146903,215.78446215917032,248.92813365667683,297.0739037179917,336.77347246432726,102.74289533645933,119.78364761604892,152.3008984061813,183.6561394316393,233.30710856989367,276.7194904834305,324.59705217072303,377.7390949345586,455.050768978635,518.8770895581603,128.79924765139504,147.4371914652024,183.85628302351623,219.67414069139534,277.2824140297501,328.2636254952858,384.95690976422384,448.3219516224332,541.1181565998684,618.1512024873844
031402010604,46.1721953313044,52.73784269904825,63.82020581240514,73.34206889023568,86.92843355543748,97.7823583918886,108.97221334463916,120.6589957629678,136.63883817880492,149.1239280028427,65.18106639080219,73.9760946801293,89.95516440433114,104.71929894416789,127.27413309605207,146.43210861696045,167.12209931741813,189.6854490604893,221.94422019396265,248.18589223984685,77.61044107697322,88.47491621810602,109.09478847733233,128.89920337874807,160.15168712143546,187.4062752657831,217.4056006012942,250.65109564447084,298.9483758168279,338.77093494378374,104.00682652747406,120.76909269472665,153.02599503305282,184.34975338374846,234.23791317522029,278.0528893231933,326.52305358535125,380.461166700301,459.1263209362517,524.2032753696303,129.90209682194384,148.90920142016637,186.04776816138954,222.56640183869368,281.3032207330099,333.27695834895565,391.07718473322865,455.6695922780473,550.2647915340424,628.7873682510678
031402010701,44.67192343860159,50.799485966921544,61.27814474196869,70.40203243676933,83.59763497896107,94.27732475249462,105.3941188635459,117.12323130230295,133.32205850893877,146.09972550531896,62.2986825523954,70.44137473983365,85.63750721187354,100.01994594042255,122.44825543698161,141.8196878978112,163.00268506564885,186.34382295623894,220.06356838612322,247.7354677669947,73.99887854900278,84.43462039843773,104.60561517594644,124.26864051752275,155.6746470908121,183.3202609519181,213.9499037158513,248.0820016650333,297.9206027067265,339.1936921405125,100.47907408938839,117.36478535983883,149.62738007471773,180.77612098275378,230.15070032216715,273.3554328902124,321.0270126317136,373.965694290832,451.01365262310134,514.6454823306703,127.43856486433083,145.12797238519985,180.13504072926318,214.91267787203515,271.28727847070155,321.4712138329912,377.5032996582864,440.33366506620274,532.637552737881,609.4575916208352
031402010702,44.80217112727151,50.970097468277714,61.51942208899371,70.70879518738352,84.01097859304609,94.7811505485585,105.99819819300735,117.83633883821467,134.19486678493695,147.10596687006512,62.56176411971272,70.77888389121345,86.12781922285883,100.66309944168167,123.3415148190388,142.9362495526689,164.36691841657395,187.99141849524705,222.12263157097422,250.1406880833854,74.39463251015587,84.76969910454065,104.92959922807024,124.66402678161553,156.29294937333844,184.20680195953366,215.19160329759495,249.76609881824808,300.3269297154548,342.2464602814359,101.13321574131825,117.65234864488639,149.5277062982761,180.55643371740797,230.06294472087626,273.6023683085393,321.8143121862268,375.5086079838615,453.88257176735834,518.7586582733628,128.05903751690863,145.71785654605912,180.85577290359535,215.90798646683552,272.90710819080726,323.76973545703225,380.65072770179313,444.5157909775495,538.456864848982,616.7187894035694
031402010703,45.61918367565997,52.04625451290598,62.937606651757065,72.33654277017509,85.81617751446642,96.63652662007205,107.82428506229304,119.55751285972391,135.65354993178758,148.27462001358703,64.18647962216032,72.68523547365679,88.3610146025645,103.0442976811411,125.74430506319425,145.21170371763145,166.39020489205532,189.62583261422716,223.04778176982865,250.3773017652147,76.27072951629525,86.94612311213912,107.46883787882216,127.38950796424827,159.09140223044005,186.9225915306237,217.70073077154262,251.94297722169634,301.86713382457805,343.161354546397,102.35905068843978,119.33046422987714,151.9365803282552,183.5653692778628,233.88546425213516,278.0457485490832,326.87199609373016,381.1805795101273,460.3583287996982,525.8322188954488,128.8916994044719,147.11435834005115,183.14409851498124,218.91052979784124,276.85168800092845,328.4101510922667,385.9535263645686,450.46694935311587,545.2201470275343,624.0624080749601
031402010801,45.522550978011786,52.04657826268769,63.09121662351061,72.60643964582714,86.23064929346874,97.14495993772046,108.42248762724495,120.23282318612486,136.4148031796639,149.08837881710522,64.1296381506772,72.83820285140759,88.825983819096,103.73095130461861,126.68934858696727,146.31713346654462,167.61781019512722,190.94727168190576,224.4391763357628,251.779650028423,76.42668959601312,87.01469092193787,107.4676026509164,127.39511025944782,159.21136684633217,187.21053617277357,218.22680154183308,252.78081286759,303.2304507311555,345.0031753938316,103.24931768729402,119.34157077760976,150.95782593165134,182.18494815662507,232.57948136468747,277.28896124303077,327.0944499949115,382.83704500375126,464.58378217568475,532.5195287068301,129.92223523349855,147.99986407581218,184.18112417815632,220.43717080751128,279.5913849224055,332.5086562955387,391.78511425896613,458.4353680343847,556.5985128876279,638.4654588015162
031402010802,46.324613611380165,53.12038396958497,64.54473274141128,74.32417040513991,88.22643238167831,99.29243653445245,110.66377537606805,122.51298767209929,138.65813803646589,151.23516602097837,65.76650481398103,74.87667620354672,91.37086473963461,106.5662167637128,129.71104156413776,149.32351575175932,170.4735551962491,193.50530319078513,226.3808377575753,253.0898715635533,78.41228390691921,89.24065377017463,110.0015367640476,130.1043722386243,162.0436386078415,190.04275035693723,220.9789549711665,255.37074104923732,305.4735559196767,346.88908880692384,105.00596963072111,120.91023246416376,152.5205201611164,184.0224723926848,235.2142489988194,280.8704911983255,331.9105819351985,389.200614450476,473.4480713373413,543.6211611966014,131.37389205573,149.9479791261237,187.1520771974752,224.44803882487952,285.3279169249105,339.80748771781697,400.8469727689767,469.487477706884,570.6030784822859,654.943727644802
