nhdplus_comid,site_no
19567652,03592200
19567654,03592200
19567666,03592200
19567678,03592200
19567678,03592300
19567680,03592200
19567680,03592300
19567694,03592200
19567704,03592200
19567704,03592300
19567740,03592300
19567748,03592300
19567778,03592300
19567812,03592300
19567818,03592300
19567878,03592500
19567880,03592500
19567882,03592500
19567886,03592500
19568248,03592300
19568264,03592300
19568266,03592300
19568268,03592300
19568874,03591570
19568934,03591570
19568946,03591570
19568968,03591570
19568970,03591570
19569014,03591570
19569114,03591570
19569116,03591570
19569136,03591570
19569144,03591570
19569154,03591570
19569164,03591570
19569174,03591570
19569194,03591570
19569198,03591570
19569426,03592300
19569538,03591570
19569702,03592300
19569734,03592300
19569740,03592300
19569742,03592300
19569776,03592000
19569792,03592300
19569794,03592300
19569796,03592000
19569804,03592000
19569812,03592000
19569816,03592000
19569818,03592000
19569820,03592300
19569850,03592000
19569854,03592000
19569856,03592000
19569864,03592000
19569874,03592300
19569876,03592300
19569882,03592300
19569884,03592300
19569892,03592000
19569910,03592000
19569918,03592000
19569924,03592000
19569932,03592000
19569938,03592000
19569940,03592000
19569944,03592000
19569958,03592000
19569960,03592000
19569964,03592000
19569968,03592000
19569984,03592000
19577115,03587200
19577147,03587200
19577233,03587200
19577249,03587200
19577261,03587200
19577335,03587200
19577439,03587200
19577489,03587200
19577511,03587200
19577551,03587200
19577853,03588500
19577881,03588500
19577893,03588500
19577963,03588500
19578041,03588500
19579351,03588500
19579445,03588500
19579533,03588500
19579613,03588500
19580209,03589250
19580209,03589260
19580259,03586500
19580263,03586500
19580369,03586500
19580427,03586500
19580447,03586500
19580471,03586500
19580539,03586500
19581347,03590000
19581349,03589250
19581349,03589260
19581357,03589250
19581357,03589260
19581361,03589250
19581361,03589260
19581377,03586500
19581387,03586500
19581527,03588500
19594702,03584500
19594702,03584600
19594706,03584500
19594706,03584600
19594708,03584500
19594710,03584500
19594710,03584600
19594712,03584500
19594712,03584600
19594720,03584500
19594720,03584600
19594724,03584500
19594724,03584600
19594728,03584500
19594728,03584600
19594730,03584500
19594730,03584600
19594736,03584500
19594736,03584600
19594738,03584500
19594738,03584600
19594744,03584500
19594744,03584600
19594748,03584500
19594748,03584600
19594750,03584500
19594750,03584600
19596640,03584500
19596640,03584600
19596652,03585300
19596656,03584500
19596656,03584600
19596658,03585300
19596682,03585300
19596694,03585300
19596718,03585300
19596904,03584500
19596904,03584600
19596906,03584500
19596906,03584600
19596908,03584500
19596908,03584600
19596912,03584500
19596912,03584600
19597944,03585300
19597966,03585300
19597968,03585300
19597972,03585300
19597974,03585300
19598002,03585300
19598044,03585300
19598052,03585300
19598066,03585300
19598088,03585300
19598110,03585300
19598116,03585300
19598134,03585300
19598150,03585300
19598166,03585300
19598174,03585300
19598476,03584600
19598480,03584600
19598484,03584600
19598490,03584600
19598494,03584600
19601082,03584500
19601082,03584600
19601088,03584600
19607595,03584500
19607601,03584500
19607625,03584500
19607643,03584500
19607659,03584500
19607679,03584500
19616638,03574700
19616700,03574700
19616710,03574700
19616714,03574700
19616736,03574700
19616768,03574700
19616770,03574700
19616782,03574700
19616792,03574700
19616798,03574700
19616804,03574700
19616832,03574700
19616904,0357479650
19616936,0357479650
19617014,0357479650
19617062,0357479650
19618376,03574100
19618410,0357479650
19618446,03574100
19618452,0357479650
19618500,0357479650
19618524,0357479650
19618552,03574796
19618568,03574100
19618594,03574796
19618594,0357479650
19618600,03574100
19618634,03574796
19618634,0357479650
19618666,03574100
19618676,03574796
19618676,0357479650
19618686,03574100
19618708,03574100
19618714,03574796
19618714,0357479650
19618842,03574796
19618842,0357479650
19618866,03574100
19618910,03574796
19618910,0357479650
19618914,03574100
19618916,0357479650
19618924,0357479650
19618954,03574100
19619000,03575000
19619006,0357479650
19619016,03575000
19619018,03574100
19619034,03576400
19619038,03575000
19619100,03574100
19619110,03574100
19619132,03575000
19619136,03575000
19619152,03574100
19619164,03575000
19619172,03576400
19619192,03575000
19619284,03577225
19619288,03575000
19619294,03576400
19619342,03575000
19619354,03576400
19619414,0357587140
19619414,0357587400
19619414,03575890
19619418,03577225
19619430,03576400
19619432,03575000
19619432,03575100
19619436,03577225
19619462,03576250
19619480,03576250
19619502,03575000
19619502,03575100
19619532,03577225
19619558,03576400
19619562,03575000
19619562,03575100
19619570,03575000
19619570,03575100
19619574,03575000
19619574,03575100
19619576,03575000
19619576,03575100
19619580,03575000
19619580,03575100
19619592,0357587140
19619592,0357587400
19619592,03575890
19619594,0357587090
19619596,03575000
19619596,03575100
19619604,03576400
19619618,0357587090
19619618,0357587140
19619618,0357587400
19619618,03575890
19619624,03575000
19619624,03575100
19619638,03576250
19619648,03577225
19619662,0357587090
19619662,0357587140
19619662,0357587400
19619662,03575890
19619672,03575000
19619672,03575100
19619678,03575000
19619678,03575100
19619690,03576250
19619692,03577225
19619710,03575000
19619710,03575100
19619730,03576400
19619732,03575000
19619732,03575100
19619742,03576250
19619748,03576400
19619754,03576400
19619774,03576400
19619786,03576400
19619792,03577225
19619796,03575830
19619800,03576400
19619804,0357587090
19619804,0357587140
19619804,0357587400
19619804,03575890
19619804,03575950
19619814,0357587090
19619814,0357587140
19619814,0357587400
19619814,03575890
19619814,03575950
19619818,03575830
19619826,0357587090
19619826,0357587140
19619826,0357587400
19619826,03575890
19619826,03575950
19619830,0357586650
19619834,0357591500
19619834,03575933
19619850,03575100
19619858,03575100
19619862,03577225
19619882,03577225
19619894,0357586650
19619896,03575830
19619900,0357587090
19619900,0357587140
19619900,0357587400
19619900,0357587728
19619900,03575890
19619900,03575950
19619914,0357586650
19619926,0357586650
19619926,0357587090
19619926,0357587140
19619926,0357587400
19619926,0357587728
19619926,03575890
19619926,03575950
19619928,0357591500
19619928,03575933
19619940,03576250
19619948,03577225
19619954,03575980
19619968,03575100
19619970,03575100
19619974,03577225
19619976,03575830
19619982,03575100
19620000,0357526200
19620014,0357526200
19620020,03575100
19620034,03575830
19620038,03576250
19620048,03575100
19620052,03575830
19620058,0357586650
19620058,0357587140
19620058,0357587400
19620058,0357587728
19620058,03575890
19620058,0357591500
19620058,03575933
19620058,03575950
19620080,03577225
19620094,03575100
19620098,03577225
19620104,0357568650
19620104,0357568980
19620108,03575100
19620150,0357568650
19620150,0357568980
19620164,03574500
19620168,0357526200
19620180,03577225
19620186,03575272
19620192,03575272
19620202,0357568650
19620202,0357568980
19620232,03575980
19620242,03574500
19620252,03574500
19620258,0357568650
19620258,0357568980
19620258,03575700
19620266,03575272
19620280,03575272
19620284,0357526200
19620296,0357586650
19620296,0357587400
19620296,0357587728
19620296,03575890
19620296,0357591500
19620296,03575933
19620296,03575950
19620304,03576250
19620320,03574500
19620330,0357568650
19620330,0357568980
19620330,03575700
19620350,03574500
19620354,03575272
19620356,0357526200
19620372,0357526200
19620372,03575272
19620378,03574500
19620392,03574500
19620398,03575830
19620404,0357568650
19620404,0357568980
19620404,03575700
19620440,0357526200
19620440,03575272
19620470,03575950
19620480,03575950
19620484,0357526200
19620556,03575340
19620560,03575340
19620574,03575340
19620584,03574500
19620596,03575340
19620600,03575340
19620622,03575340
19620628,03575340
19620640,03575340
19620664,03575340
19620668,03574500
19620674,03575340
19620688,0357568650
19620688,0357568980
19620688,03575700
19620704,03575340
19620712,03575340
19620714,03575340
19620734,03574500
19620776,03575340
19621030,03577110
19621034,03577110
19621046,03577110
19621068,03577110
19621078,03577110
19621084,03577110
19621280,03575000
19621286,03576400
19621328,03575000
19621328,03575100
19621334,0357587728
19621338,0357591500
19621338,03575933
19621342,03575980
19621346,03575830
19621360,03576400
19621364,03577225
19621374,03576250
19621386,03575830
19621388,0357526200
19621400,0357586650
19621400,03575890
19621400,03575933
19621400,03575950
19621402,03575980
19621418,03575950
19621418,03575980
19621426,03574500
19621434,03574500
19621542,03575830
19621546,03575950
19621550,03575830
19621552,03575830
19621562,03575950
19621580,03575830
19621588,03575500
19621588,03575700
19621594,0357568980
19621594,03575700
19621596,03575500
19621596,03575700
19621602,03575500
19621602,03575700
19621612,03575500
19621654,03575500
19621672,03575500
19621674,03575500
19621784,03575500
19621812,03575500
19621820,03575500
19621826,03575500
19621832,03575500
19622028,03576250
19622956,03577110
19622958,03577110
19622960,03577110
19622968,03577110
19622992,03577000
19622996,03577110
19623260,03585300
19623266,03585300
19623540,03589500
19623568,03589500
19623622,03589250
19623622,03589260
19623624,03589250
19623624,03589260
19623648,03589250
19623648,03589260
19623648,03589500
19623652,03589250
19623652,03589260
19623652,03589500
19623678,03589250
19623678,03589260
19623678,03589500
19623682,03589260
19623682,03589500
19623684,03589260
19623684,03589500
19623692,03589260
19623692,03589500
19623736,03589260
19623736,03589500
19623798,03589260
19623798,03589500
19623810,03589500
19624566,03577110
19624576,03577110
19624622,03577110
19624824,03576148
19624878,03576148
19624942,03576148
19624948,03576148
19624960,03576148
19624978,03576148
19624980,03576148
19625020,03576148
19625148,03576148
19625154,03576148
19625212,03576148
19625232,03576148
19625252,03576148
19625254,03576148
19625284,03576148
19625288,03576148
19625290,03576148
19625294,03576148
19625296,03576148
19625300,03576148
19625354,03576500
19625370,03576500
19625384,03576500
19625396,03576500
19625402,03576500
19625574,03576500
19625580,03576500
19625776,03576500
19626108,03576500
19626166,03575500
19626198,03577110
19626200,03577110
19626236,03577110
19626238,03577110
19626288,03577000
19626298,03577110
19626300,03577110
19626302,03577110
19626306,03577110
19626308,03577110
19626310,03577110
19626318,03577000
19626320,03577110
19626334,03577110
19626338,03577110
19626356,03577000
19626360,03577000
19626362,03577000
19626364,03577000
19626420,03577000
19626422,03577000
19626424,03577000
19626436,03577000
19626498,03577000
19627008,03577110
19627010,03577000
19633472,03589500
19633474,03589500
19633478,03589500
19633480,03589500
19643372,03572110
19643404,03572110
19643642,03571850
19643644,03571850
19643646,03571850
19643650,03571850
19643658,03571850
19643660,03571850
19644358,03572110
19644378,03572110
19644488,03572110
19644520,03572110
19644594,03572110
19644686,03572110
19644688,03572110
19644710,03572110
19644842,03572110
19644846,03572110
19644896,03572110
19645866,03572690
19645890,03572690
19645896,03572690
19645902,03572690
19645904,03572690
19645928,03572690
19645950,03572690
19645962,03572690
19645964,03572690
19645966,03572690
19645968,03572690
19646242,03572690
19646244,03571850
19646248,03571850
19646256,03571850
19646260,03571850
19646264,03571850
19646280,03571850
19646286,03571850
19646288,03571850
19647842,03572690
19647854,03572690
19647860,03572690
19647870,03572690
19647896,03572690
19647900,03572690
19647908,03572690
19648012,03572900
19648024,03572900
19648038,03572900
19648040,03572900
19648042,03572900
19648046,03572900
19648056,03572900
19648066,03572900
19648068,03572900
19648270,03572690
19648790,03572690
19648798,03572690
19649016,03572900
19649030,03572900
19649034,03572900
19649036,03572900
19649038,03572900
19649040,03572900
19649048,03572900
19649050,03572900
19649054,03572900
19649056,03572900
19649064,03572900
19649280,03573000
19649294,03573000
19649316,03573000
19649322,03573000
19649420,03573000
19649444,03573000
19649446,03573000
19649472,03573000
19649492,03573000
19649572,03573000
19649602,03573000
19649624,03573000
19649626,03573000
19649642,03573000
19649694,03573000
19650054,03573000
19650360,03573000
19650366,03573000
19650372,03573000
19650396,03573000
19650402,03573000
19650404,03573000
19650468,03573000
19696757,03571850
19696759,03571850
19696763,03571850
19696765,03571850
2130974,02358785
2131006,02358785
2131026,02358785
2131030,02358785
2131226,02358785
2134034,02358785
2134046,02358785
2134056,02358785
2134352,02358785
2134354,02358785
21450798,02426000
21452902,02425655
21452904,02425655
21452906,02425655
21452908,02425655
21452910,02425655
21452914,02425655
21452918,02425655
21452922,02425655
21452924,02425655
21452928,02425655
21452932,02425655
21452936,02425655
21452946,02425655
21452990,02425655
21452992,02425655
21453110,02425500
21453122,02425500
21453140,02425500
21453144,02425500
21453224,02425500
21453258,02425500
21453262,02425500
21453270,02425500
21453286,02425500
21453370,02425500
21453378,02425500
21453414,02425500
21453456,02425500
21453462,02425500
21453472,02425500
21453494,02425500
21453562,02425500
21453804,02425500
21454068,02426000
21454086,02426000
21454112,02426000
21454118,02426000
21454134,02426000
21454210,02426000
21454216,02426000
21454228,02426000
21454240,02426000
21454294,02426000
21454312,02426000
21454340,02426000
21454366,02426000
21454392,02426000
21454414,02426000
21454442,02426000
21454446,02426000
21454470,02426000
21454946,02425655
21454978,02425200
21455016,02425200
21455046,02425655
21455072,02425655
21455082,02425200
21455944,02427700
21456000,02427700
21456024,02427700
21456108,02427250
21456170,02427250
21456170,02427300
21456172,02427700
21456180,02427700
21456188,02427700
21456192,02427250
21456196,02427250
21456196,02427300
21456198,02427250
21456202,02427700
21456210,02427700
21456270,02427250
21456274,02427300
21456278,02427250
21456280,02427250
21456282,02427250
21456488,02425200
21456502,02425655
21456504,02425655
21456570,02427700
21456610,02425200
21456614,02425200
21456622,02425200
21456626,02425200
21456692,02427500
21456702,02427500
21456708,02427500
21456714,02427500
21456716,02427500
21456722,02427500
21456738,02427500
21456740,02427500
21456768,02427500
21456782,02427500
21456788,02427500
21457924,02427250
21457948,02427250
21457950,02427250
21457972,02427250
21458006,02427250
21458008,02427250
21458044,02427250
21458072,02427300
21458116,02427875
21458150,02427875
21458172,02427300
21458174,02427300
21458256,02427875
21458262,02427875
21458266,02427300
21458292,02427300
21458310,02427875
21458328,02427875
21458374,02427300
21458386,02427875
21458412,02427875
21458470,02427300
21458474,02427875
21458488,02427300
21458510,02427300
21458516,02427875
21458564,02427300
21458610,02427300
21458710,02427300
21458810,02427300
21459174,02427875
21459182,02427875
21459208,02427250
21459210,02427250
21459216,02427250
21459218,02427300
21464256,02427250
21464258,02427250
21464264,02427250
21638236,02470072
21638242,02470072
21638274,02470072
21638314,02470072
21638326,02470072
21638370,02470072
21638462,02470072
21638472,02470072
21638498,02470072
21638552,02470072
21638560,02469800
21638568,02469800
21638572,02469800
21638574,02469800
21638590,02469800
21639012,02470100
21639034,02470100
21639068,02470100
21639074,02470100
21639094,02470100
21639096,02470100
21639102,02470100
21639108,02470100
21639112,02470100
21639124,02470100
21639196,02470072
21639314,02470100
21639316,02470100
21639320,02470100
21639322,02470100
21639330,02470100
21639356,02470000
21639362,02470000
21639366,02470000
21639376,02470000
21639386,02470072
21639622,02469800
21639630,02469800
21639640,02469800
21639650,02469800
21639696,02469800
21639744,02469800
21639762,02469800
21639772,02469800
21639814,02469800
21640642,02469800
21640694,02469761
21640694,02469766
21640696,02469761
21640696,02469766
21640704,02469761
21640704,02469766
21640706,02469761
21640706,02469766
21640712,02469761
21640712,02469766
21640730,02470000
21640736,02470000
21640740,02470000
21640744,02470000
21640748,02470000
21640756,02470000
21640762,02470000
21640764,02470000
21654074,02423110
21654074,02423130
21654088,02423110
21654088,02423130
21654096,02423110
21654096,02423130
21654118,02423110
21654118,02423130
21654160,02423110
21654160,02423130
21654160,02423160
21654166,02423110
21654166,02423130
21654166,02423160
21654170,02423110
21654170,02423130
21654170,02423160
21654172,02423110
21654172,02423130
21654172,02423160
21654176,02423110
21654176,02423130
21654176,02423160
21654186,02423110
21654186,02423130
21654186,02423160
21654194,02423130
21654194,02423160
21654200,02423160
21654220,02423160
21654262,02423160
21654270,02423160
21654272,02423160
21654312,02423397
21654312,02423398
21654312,02423400
21654344,02423380
21654346,02423397
21654346,02423398
21654346,02423400
21654346,02423410
21654356,02423380
21654362,02423397
21654362,02423398
21654362,02423400
21654362,02423410
21654366,02423380
21654368,02423380
21654428,02423397
21654428,02423398
21654428,02423400
21655326,02423380
21655328,02423397
21655328,02423398
21655328,02423400
21655328,02423410
21655340,02423380
21655342,02423380
21655350,02423380
21655372,02423400
21655372,02423410
21655372,02423414
21655380,02423586
21655384,02423400
21655384,02423410
21655384,02423414
21655390,02423380
21655390,02423425
21655396,02423380
21655396,02423425
21655410,02423586
21655412,02423400
21655412,02423410
21655412,02423414
21655414,02423380
21655414,02423425
21655416,02423410
21655416,02423414
21655446,02423380
21655446,02423410
21655446,02423414
21655446,02423425
21655464,02423410
21655464,02423414
21655464,02423425
21655464,02423496
21655482,02423586
21655502,02423414
21655502,02423425
21655502,02423496
21655502,02423500
21655528,02423425
21655528,02423496
21655528,02423500
21655554,02423586
21655564,02423425
21655564,02423496
21655564,02423500
21655566,02423425
21655566,02423496
21655566,02423500
21655568,02423425
21655568,02423496
21655568,02423500
21655576,02423630
21655592,02423630
21655622,02423630
21655624,02423630
21655628,02423496
21655628,02423500
21655632,0242354750
21655634,02423630
21655636,02423630
21655644,0242354750
21655674,0242354750
21655688,0242354750
21655694,0242354750
21655698,02423630
21655708,02423630
21655712,02423630
21655714,02423630
21655734,02423496
21655734,02423500
21655734,02423555
21655740,02423630
21655746,02423496
21655746,02423500
21655746,02423555
21655762,02423630
21655780,02423630
21655786,02423630
21655792,02423630
21655796,02423496
21655796,02423500
21655796,02423555
21655798,02423500
21655798,02423555
21655802,02423630
21655816,02423630
21655822,02423630
21655824,02423630
21655832,0242354750
21655834,02423630
21655838,0242354750
21655844,0242354750
21655846,0242354750
21655848,0242354750
21655850,02423630
21655870,02423630
21655890,02423630
21655896,02423555
21655900,02423630
21655910,02423555
21655924,02423555
21655942,02423555
21656270,02423800
21656290,02423800
21656302,02423800
21656304,02423800
21656306,02423800
21656308,02423800
21656310,02423800
21656312,02423800
21656314,02423800
21656476,02423586
21656490,02423414
21656490,02423425
21656490,02423496
21656490,02423500
21656498,02423496
21656498,02423500
21656500,02423630
21656502,02423630
21656504,02423630
21656506,02423630
21656508,0242354750
21656512,02423630
21656522,02423630
21656524,02423630
21656566,02423397
21656566,02423398
21656566,02423400
21656566,02423410
21656568,02423397
21656568,02423398
21656568,02423400
21656568,02423410
21656572,02423397
21656572,02423398
21656572,02423400
21656572,02423410
21656572,02423414
21656574,02423400
21656574,02423410
21656574,02423414
21656674,02423397
21656674,02423398
21656674,02423400
21656674,02423410
21657226,02423630
21657258,02423630
21657768,02423800
21658128,02423647
21658130,02423647
21658132,02423647
21658134,02423647
21658136,02423647
21658138,02423647
21658140,02423647
21658142,02423647
21658146,02423647
21658148,02423647
21658156,02423647
21658160,02423647
21658164,02423647
21658170,02423647
21658182,02423647
21658184,02423647
21658186,02423647
21658188,02423647
21658196,02423647
21658198,02423647
21658202,02423647
21658206,02423647
21658214,02423647
21658218,02423647
21658222,02423647
21658224,02423647
21658226,02423647
21658232,02423647
21658236,02423647
21658238,02423647
21658240,02423647
21658242,02423647
21658244,02423647
21658246,02423647
21658248,02423647
21658250,02423647
21658254,02423647
21658266,02423647
21658274,02423647
21658278,02423647
21658286,02423647
21658296,02424000
21658298,02424000
21658300,02423647
21658302,02423647
21658314,02423647
21659222,02424010
21659230,02424010
21660000,02424010
21660010,02424010
21660020,02424010
21660036,02424010
21660096,02424010
21660116,02424010
21660132,02424010
21660166,02424010
21661114,02424940
21661190,02424940
21661210,02424940
21661250,02424940
21661296,02424940
21661304,02424940
21661346,02424940
21661364,02424940
21661376,02424940
21661394,02424940
21661752,02424940
21661768,02424940
21661776,02424940
21661788,02424940
21661796,02424000
21661800,02424000
21661806,02424000
21661812,02424000
21661814,02424000
21661820,02424000
21661824,02424000
21661826,02424000
21661832,02424000
21661836,02424000
21661968,02424500
21661970,02424500
21661974,02424500
21661980,02424500
21661988,02424500
21661990,02424500
21662000,02424500
21662006,02424500
21662008,02424500
21662014,02424500
21662018,02424500
21662022,02424500
21662030,02424500
21662032,02424500
21662034,02424500
21662044,02424500
21662050,02424500
21662070,02424590
21662074,02424590
21662076,02424590
21662090,02424590
21662092,02424590
21662100,02424590
21662102,02424000
21662104,02424000
21662112,02424010
21662132,02424500
21662136,02424500
21662140,02424500
21662142,02424500
21662150,02424590
21662154,02424590
21662158,02424590
21662246,02424940
21662258,02424590
21662258,02425000
21662280,02424590
21662280,02425000
21662286,02424940
21662300,02424590
21662300,02425000
21662304,02425000
21662306,02425000
21662336,02425000
21662340,02425000
21662368,02425000
21662392,02425000
21662394,02425000
21662544,02424940
21662550,02424590
21667186,02423647
21667218,02423630
21667248,02423647
21667250,02423647
21675922,02421256
21675970,02421256
21676102,02421256
21676114,02421256
21676170,02421256
21676274,02421256
21676290,02422500
21676296,02421256
21676336,02422500
21676380,02421256
21676386,02422500
21676422,02422500
21676442,02422500
21676480,02422500
21676498,02421256
21676556,02421256
21676558,02422500
21676586,02422500
21676610,02421256
21676638,02421256
21676660,02422500
21676670,02422500
21676684,02421256
21676698,02422500
21676714,02421256
21676736,02422500
21676738,02421256
21676760,02422500
21676808,02421256
21676818,02422500
21676842,02421256
21676884,02421256
21676906,02421256
21676924,02421256
21677018,02422500
21677040,02421256
21677114,02422500
21677136,02421256
21677152,02421256
21677162,02422500
21677172,02422500
21677278,02421300
21677298,02422500
21677324,02421300
21677372,02422500
21677398,02421300
21677558,02421300
21677576,02422500
21677714,02421256
21677730,02422500
21677732,02421256
21677758,02421256
21677900,02411602
21680710,02421300
21680822,02421300
21680896,02421300
21680968,02419976
21681024,02421300
21681072,02421300
21681080,02421300
21681086,02421300
21681176,02419974
21681176,02419976
21681260,02421300
21681280,02421300
21681332,02421300
21681440,02421300
21681504,02419974
21681504,02419976
21681574,02419976
21681730,02419976
21681814,02420980
21681890,02420980
21681998,02421000
21682040,02421000
21682042,02421000
21682086,02421000
21682090,02421000
21682098,02421000
21682102,02421000
21682138,02421000
21682148,02421000
21682158,02421000
21682188,02422000
21682216,02420980
21682216,02421000
21682218,02420980
21682218,02421000
21682252,02420980
21682252,02421000
21682254,02420980
21682254,02421000
21682350,02420980
21682586,02422000
21682626,02421000
21682674,02422000
21682676,02421000
21682830,02422000
21682950,02422000
21682968,02422000
21683094,02422000
21683234,02422000
21683410,02422000
21684700,02421105
21684804,02421105
21684860,02421105
21684914,02421105
21685356,02421105
21685506,02421105
21685604,02421105
21685656,02421105
21685706,02421105
21685874,02421105
21686494,02421300
21686550,02419974
21686572,02420980
21686584,02420980
21686584,02421000
21686606,02421000
21686608,02422000
21686640,02421000
21686666,02421000
21686668,02421000
21686670,02421000
21686748,02422000
21686950,02419890
21686982,02419890
21687028,02420000
21687032,02420000
21687034,02420000
21687042,02420000
21687052,02420000
21687062,02420000
21687086,02420000
21687104,02420000
21687106,02420000
21687124,02420000
21687140,02420000
21687166,02420000
21687202,02421300
21687226,02421300
21687252,02420000
21687358,02423000
21687360,02421300
21687384,02423000
21687412,02423000
21687430,02423000
21687434,02423000
21687446,02423000
21687460,02423000
21687630,02419974
21688516,02419890
21688826,02423000
21688830,02423000
21688834,02423000
21688838,02423000
21688840,02423000
21688846,02423000
21697486,02411602
2170043,02376293
2170047,02376293
2170059,02376293
2170075,02376293
2170093,02376293
2170113,02376293
2170119,02376293
2170157,02376293
2170209,02376293
2170229,02376293
2170343,02376293
2171011,02376293
2171015,02376293
2171027,02376293
2171033,02376293
2171037,02376293
2171047,02376293
2171055,02376293
2171085,02376293
2171099,02376293
21712042,02418230
21712044,02418230
21712060,02418230
21712074,02418230
21712078,02418230
21712080,02418230
21712094,02418230
21712102,02418230
21712112,02418230
21712124,02418230
21712130,02418230
21712132,02418230
21712154,02418230
21712196,02418230
21712214,02418230
21712216,02418230
21712304,02418764
21712316,02418770
21712414,02418230
21712422,02418764
21712484,02418770
21712624,02418760
21712646,02418760
21712660,02418760
21712672,02418764
21712674,02418760
21712694,02418760
21712698,02418760
21712718,02418760
21712726,02418760
21712732,02418760
21712734,02418764
21712830,02418770
21712836,02418760
21712836,02418764
21712852,02418500
21712864,02418760
21712864,02418764
21712864,02418770
21712946,02418760
21712946,02418764
21712946,02418770
2171299,02376500
2171309,02376500
2171315,02376500
21713168,02418770
21713170,02418760
21713172,02418760
21713172,02418764
21713174,02418770
21713176,02418760
2171327,02376500
21713278,02418500
21713284,02418760
21713294,02418760
21713298,02418500
21713302,02418500
21713304,02418500
21713310,02418500
21713314,02418500
21713318,02418500
21713322,02418500
21713328,02418500
2171349,02376500
2171357,02376500
2171365,02376500
2171371,02377500
2171373,02377500
2171393,02376500
2171397,02377500
2171397,02377570
2171401,02377500
2171401,02377570
2171417,02377500
2171417,02377570
2171431,02377500
2171431,02377570
2171433,02376500
2171443,02377500
2171443,02377570
21714504,02418760
2171453,02377500
2171453,02377570
21714530,02418760
21714550,02418760
21714570,02418760
21714642,02418760
2171465,02377570
21714658,02418760
21714660,02418760
21714714,02418760
2171473,02377570
21714798,02419000
21714872,02419000
21714932,02419000
2171497,02377570
21715000,02419000
21715118,02419625
21715120,02419625
21715126,02419625
2171515,02377570
21715156,02419625
21715374,02419625
21715396,02419625
21715412,02419625
21715422,02419625
21715454,02419625
21715458,02419625
21715476,02419625
21717224,02418760
21717248,02419000
21717294,02419625
21717296,02419625
21717662,02419000
21717666,02419000
21717668,02419000
21717670,02419000
21717672,02419000
21717680,02419000
21717690,02419000
21717704,02419000
21717722,02419000
21717734,02418500
21717736,02418500
21717740,02418500
21717742,02418500
21717756,02418500
21717776,02418500
21717890,02419000
21718650,02419875
21718654,02419875
21718660,02419845
21718664,02419875
21718670,02419875
21718684,02419845
21718692,02419845
21718698,02419875
21718740,02419845
21718746,02419845
21718752,02419875
21718756,02419875
21718760,02419875
2171877,02376293
21718780,02419875
21718796,02419845
21718800,02419845
21718848,02419875
21718852,02419875
21718862,02419845
21718864,02419845
21718898,02419845
21718926,02419845
21718998,02419845
2171903,02376293
21719238,02419890
21719242,02419875
21719242,02419890
21719248,02419890
2171925,02376293
21719252,02419875
21719252,02419890
21719260,02419890
21719268,02419875
21719268,02419890
21719270,02419875
21719278,02419890
21719286,02419890
21719288,02419890
21719290,02419845
21719290,02419890
21719292,02419845
21719294,02419845
21719308,02419890
21719396,02419875
2172063,02376500
2172065,02376500
2172087,02377500
2172101,02377500
2172123,02376500
2172145,02376500
2172203,02377570
2172217,02377570
2172289,02376500
2172297,02376293
2172299,02376293
2184885,02360000
2184951,02360000
2184973,02360000
2184979,02360000
2185005,02360000
2185041,02360000
2185079,02360000
2185127,02360000
2185133,02360000
2185255,02360000
2185297,02360000
2185369,02360000
2185477,02360000
2185499,02360000
2185545,02360000
2185611,02360000
2185895,02360275
2185905,02360275
2185919,02360275
2185953,02360275
2186003,02360275
2186061,02360275
2186073,02360275
2186219,02360000
2186237,02360000
2186265,02360000
2186273,02360000
2186293,02360000
2186299,02360000
2186345,02360000
2186369,02360000
2186383,02360000
2186803,02360275
2186835,02360275
2186899,02360275
2186909,02360275
2186979,02360275
2187049,02360275
2187063,02360275
2187099,02360275
2187193,02360275
2187241,02360275
2187283,02360275
2187397,02360275
2187431,02360275
2187475,02360275
2187477,02360275
2187487,02360500
2187531,02360275
2187541,02360500
2187569,02360275
2187571,02360275
2187583,02360500
2187619,02360500
2187667,02360275
2187729,02360500
2187735,02361000
2187753,02360500
2187781,02361000
2187795,02360500
2187805,02360500
2187813,02360500
2187829,02361000
2187847,02360500
2187873,02361000
2187887,02360500
2187903,02360500
2187905,02361000
2187921,02361000
2187923,02361000
2187925,02360500
2187925,02361000
2187927,02361000
2187933,02361000
2187947,02361000
2187975,02361000
2187985,02361000
2187999,02361000
2188015,02362240
2188031,02361000
2188061,02361000
2188087,02362240
2188093,02361000
2188095,02361000
2188133,02361000
2188197,02361000
2188209,02361000
2188227,02362240
2188269,02361000
2188271,02361000
2188289,02362240
2188341,02362240
2188357,02362240
2188395,02362240
2188445,02362240
2188447,02361000
2188459,02362240
2188549,02362240
2188623,02362240
2188703,02362240
2188721,02362240
2188771,02362240
2188783,02362240
2188847,02362240
2188873,02362240
2188885,02362240
2188905,02362240
2188921,02362240
2188979,02362240
2189521,02360500
2189525,02360500
2189527,02360500
2189611,02362240
2189633,02361500
2189741,02361500
2189745,02361500
2189749,02361500
2189757,02361500
2189767,02361500
2189773,02361500
2189777,02361500
2189779,02361500
2189785,02361500
2189789,02361500
2189883,02361500
2189889,02361500
2189891,02361500
22034433,02414765
22034449,02414765
22034465,02414765
22034485,02414765
22034491,02414765
