Point precipitation frequency estimates (millimeters)
NOAA Atlas 14 Volume 9 Version 2
Data type: Precipitation depth
Time series type: Partial duration
Project area: Southeastern States
Location name (ESRI Maps): None
Station Name: None
Latitude: 31.917200 Degree
Longitude: -87.734700 Degree
Elevation (USGS): None None


PRECIPITATION FREQUENCY ESTIMATES
by duration for ARI (years):, 1,2,5,10,25,50,100,200,500,1000
5-min:, 13,15,17,20,23,25,27,29,32,34
10-min:, 19,21,25,29,33,36,40,43,47,50
15-min:, 23,26,31,35,40,44,48,52,57,61
30-min:, 33,38,45,51,59,66,71,77,85,90
60-min:, 43,49,59,67,79,89,98,108,122,132
2-hr:, 54,61,73,83,99,112,125,139,159,175
3-hr:, 60,67,81,93,112,128,145,163,190,211
6-hr:, 72,81,97,113,137,159,182,207,244,275
12-hr:, 85,97,118,138,168,194,222,253,298,334
24-hr:, 100,115,141,166,203,233,266,302,352,393
2-day:, 115,133,165,194,237,272,309,350,406,452
3-day:, 126,145,178,207,252,290,330,373,434,484
4-day:, 136,154,188,218,264,303,344,389,452,503
7-day:, 159,180,217,249,297,336,377,421,483,532
10-day:, 180,203,241,275,323,362,403,445,504,550
20-day:, 241,266,308,343,393,432,471,512,566,608
30-day:, 292,321,368,407,460,501,543,584,639,680
45-day:, 358,394,452,498,561,608,654,699,757,800
60-day:, 415,459,529,585,658,712,764,814,877,921

PRECIPITATION FREQUENCY ESTIMATES AT UPPER BOUND OF 90% CONFIDENCE INTERVAL
by duration for ARI (years):, 1,2,5,10,25,50,100,200,500,1000
5-min:, 15,17,20,23,28,31,35,39,45,49
10-min:, 22,25,30,34,40,46,51,58,65,71
15-min:, 27,30,36,41,49,55,63,70,80,87
30-min:, 39,44,53,61,73,82,92,104,118,129
60-min:, 51,57,69,79,98,111,128,146,171,189
2-hr:, 62,70,85,98,122,140,162,188,222,249
3-hr:, 69,78,94,109,138,161,188,220,265,299
6-hr:, 83,93,112,131,170,199,236,279,340,387
12-hr:, 97,110,135,159,206,242,286,338,412,467
24-hr:, 113,130,161,190,246,288,339,399,482,545
2-day:, 130,150,187,221,284,333,391,459,552,623
3-day:, 142,163,200,235,302,353,416,488,589,665
4-day:, 152,173,211,247,316,368,432,507,611,690
7-day:, 177,201,242,280,351,405,470,545,648,725
10-day:, 199,225,269,308,380,434,498,572,671,747
20-day:, 265,293,341,382,455,511,577,650,747,820
30-day:, 320,352,405,451,530,590,660,738,838,914
45-day:, 391,431,495,550,641,710,790,877,987,1070
60-day:, 451,500,579,643,749,828,919,1017,1138,1230

PRECIPITATION FREQUENCY ESTIMATES AT LOWER BOUND OF 90% CONFIDENCE INTERVAL
by duration for ARI (years):, 1,2,5,10,25,50,100,200,500,1000
5-min:, 11,13,15,17,18,20,21,21,22,23
10-min:, 16,18,22,25,27,29,30,31,32,33
15-min:, 20,23,27,30,33,35,37,38,39,40
30-min:, 29,33,39,44,49,52,54,55,58,59
60-min:, 38,43,51,58,65,71,75,78,83,88
2-hr:, 47,53,63,72,82,90,96,101,110,116
3-hr:, 53,59,70,81,93,103,112,119,132,141
6-hr:, 63,71,85,98,116,129,141,153,171,185
12-hr:, 75,85,104,120,142,159,174,187,210,226
24-hr:, 88,102,125,146,172,191,209,224,249,268
2-day:, 103,119,147,171,201,224,244,261,289,310
3-day:, 113,129,158,183,215,240,261,280,310,333
4-day:, 122,138,168,193,226,251,273,292,324,348
7-day:, 144,162,194,222,255,279,300,318,347,370
10-day:, 163,183,217,245,277,302,321,337,363,383
20-day:, 218,241,278,308,338,361,378,389,410,426
30-day:, 266,292,333,366,397,421,436,446,465,479
45-day:, 327,359,410,449,484,511,526,534,552,565
60-day:, 379,419,481,528,569,599,616,623,640,653

Date/time (GMT):  Thu Jul 16 15:44:09 2026
pyRunTime:  0.03913068771362305
