Point precipitation frequency estimates (millimeters)
NOAA Atlas 14 Volume 9 Version 2
Data type: Precipitation depth
Time series type: Partial duration
Project area: Southeastern States
Location name (ESRI Maps): None
Station Name: None
Latitude: 31.570300 Degree
Longitude: -85.248300 Degree
Elevation (USGS): None None


PRECIPITATION FREQUENCY ESTIMATES
by duration for ARI (years):, 1,2,5,10,25,50,100,200,500,1000
5-min:, 13,15,18,21,24,26,29,31,34,37
10-min:, 19,22,27,30,35,39,42,46,50,54
15-min:, 23,27,32,37,43,47,52,56,62,66
30-min:, 32,37,45,52,61,67,74,80,88,94
60-min:, 42,48,58,67,79,89,99,110,124,135
2-hr:, 52,59,71,82,98,111,125,139,160,176
3-hr:, 58,66,80,93,112,128,146,165,192,214
6-hr:, 70,80,99,117,144,167,192,220,259,292
12-hr:, 82,97,123,148,184,216,249,286,338,380
24-hr:, 97,115,146,176,221,259,300,346,411,463
2-day:, 115,132,164,195,244,288,335,388,464,528
3-day:, 125,143,177,210,262,308,358,413,494,560
4-day:, 133,152,187,222,275,322,373,430,512,579
7-day:, 155,174,210,245,300,347,399,456,539,607
10-day:, 174,194,231,266,321,369,421,478,561,629
20-day:, 227,252,297,337,397,448,501,559,641,707
30-day:, 274,305,357,402,467,519,574,631,709,770
45-day:, 340,377,438,489,559,612,666,720,791,845
60-day:, 399,442,511,566,638,692,743,794,857,903

PRECIPITATION FREQUENCY ESTIMATES AT UPPER BOUND OF 90% CONFIDENCE INTERVAL
by duration for ARI (years):, 1,2,5,10,25,50,100,200,500,1000
5-min:, 16,19,23,26,31,35,39,43,49,54
10-min:, 24,27,33,38,45,51,57,64,72,78
15-min:, 29,33,40,46,55,62,70,78,88,96
30-min:, 40,46,57,65,78,88,99,111,126,137
60-min:, 52,60,73,84,103,118,134,153,178,197
2-hr:, 64,73,88,102,127,146,169,194,228,255
3-hr:, 72,81,99,115,146,169,197,230,275,309
6-hr:, 86,98,122,144,187,219,259,304,370,419
12-hr:, 100,118,151,181,238,281,334,393,478,542
24-hr:, 117,139,177,214,284,336,400,473,577,656
2-day:, 138,158,198,236,314,372,444,528,650,742
3-day:, 149,171,212,253,335,396,472,561,688,785
4-day:, 158,181,224,266,350,413,491,581,711,810
7-day:, 183,206,250,293,378,442,521,613,744,844
10-day:, 205,229,274,317,403,468,548,640,772,872
20-day:, 266,296,349,399,491,560,644,739,872,972
30-day:, 320,357,419,474,571,644,730,826,957,1056
45-day:, 395,439,512,574,675,752,840,935,1059,1153
60-day:, 463,514,595,662,766,844,932,1025,1141,1229

PRECIPITATION FREQUENCY ESTIMATES AT LOWER BOUND OF 90% CONFIDENCE INTERVAL
by duration for ARI (years):, 1,2,5,10,25,50,100,200,500,1000
5-min:, 11,12,15,16,18,20,21,22,23,24
10-min:, 15,18,21,24,27,29,31,32,34,36
15-min:, 19,22,26,29,33,36,38,39,42,43
30-min:, 26,30,36,41,47,51,54,56,59,62
60-min:, 34,39,47,54,61,68,73,77,84,89
2-hr:, 42,48,57,66,77,85,92,99,109,117
3-hr:, 47,54,65,75,88,99,109,118,132,143
6-hr:, 57,66,81,94,114,129,144,158,180,196
12-hr:, 68,80,101,120,147,168,188,207,236,257
24-hr:, 80,95,120,144,177,203,227,252,288,315
2-day:, 95,109,136,161,198,227,256,285,328,362
3-day:, 104,119,147,173,213,243,274,304,351,385
4-day:, 111,126,156,183,224,255,286,317,364,400
7-day:, 130,146,176,204,245,276,307,338,386,421
10-day:, 146,163,193,222,263,294,325,356,403,438
20-day:, 191,213,250,282,325,358,389,418,462,495
30-day:, 232,258,301,338,382,416,445,471,512,542
45-day:, 289,320,371,412,456,490,517,539,572,597
60-day:, 340,376,433,477,521,554,578,595,620,640

Date/time (GMT):  Thu Jul 16 15:40:21 2026
pyRunTime:  0.018495798110961914
