Point precipitation frequency estimates (millimeters)
NOAA Atlas 14 Volume 9 Version 2
Data type: Precipitation depth
Time series type: Partial duration
Project area: Southeastern States
Location name (ESRI Maps): None
Station Name: None
Latitude: 34.183300 Degree
Longitude: -85.766700 Degree
Elevation (USGS): None None


PRECIPITATION FREQUENCY ESTIMATES
by duration for ARI (years):, 1,2,5,10,25,50,100,200,500,1000
5-min:, 10,12,15,18,22,25,28,31,35,39
10-min:, 15,18,22,26,32,36,40,45,52,57
15-min:, 19,22,27,32,39,44,49,55,63,69
30-min:, 27,32,39,46,56,64,71,80,91,100
60-min:, 35,41,51,59,72,82,92,103,119,131
2-hr:, 43,50,62,73,88,100,113,127,146,162
3-hr:, 49,56,69,80,97,111,126,141,163,180
6-hr:, 60,68,83,96,116,133,150,168,194,215
12-hr:, 73,83,101,117,141,160,179,201,230,253
24-hr:, 87,100,122,141,168,190,212,236,267,292
2-day:, 103,118,144,166,196,220,244,269,302,328
3-day:, 114,130,156,178,210,234,259,284,318,345
4-day:, 123,139,166,189,221,245,270,296,331,357
7-day:, 147,164,193,217,251,276,302,329,364,391
10-day:, 168,187,217,243,277,304,331,359,395,422
20-day:, 227,250,286,315,355,386,416,446,485,514
30-day:, 279,305,347,381,426,460,492,524,565,595
45-day:, 346,379,430,471,523,561,597,631,673,702
60-day:, 406,445,506,552,612,654,692,728,770,797

PRECIPITATION FREQUENCY ESTIMATES AT UPPER BOUND OF 90% CONFIDENCE INTERVAL
by duration for ARI (years):, 1,2,5,10,25,50,100,200,500,1000
5-min:, 13,16,19,23,28,33,37,42,50,55
10-min:, 19,23,28,33,41,48,55,62,73,81
15-min:, 24,28,35,41,51,58,67,76,89,98
30-min:, 34,40,50,59,73,84,96,110,128,142
60-min:, 45,52,65,76,94,109,125,143,167,186
2-hr:, 54,63,78,92,114,132,152,174,204,227
3-hr:, 61,70,86,101,126,145,167,192,226,252
6-hr:, 73,84,103,120,149,171,197,226,267,297
12-hr:, 89,102,124,144,178,204,234,266,312,346
24-hr:, 106,121,148,172,210,240,273,309,358,395
2-day:, 123,141,172,199,241,273,309,348,399,438
3-day:, 135,154,186,213,257,289,326,365,418,458
4-day:, 145,165,197,225,269,302,339,379,432,473
7-day:, 172,193,227,256,302,337,375,417,471,513
10-day:, 195,217,254,284,332,368,408,451,507,550
20-day:, 262,288,330,365,420,461,506,554,616,662
30-day:, 319,349,398,438,499,545,594,647,712,762
45-day:, 394,431,491,538,607,659,715,772,841,894
60-day:, 460,504,574,629,705,763,823,884,955,1009

PRECIPITATION FREQUENCY ESTIMATES AT LOWER BOUND OF 90% CONFIDENCE INTERVAL
by duration for ARI (years):, 1,2,5,10,25,50,100,200,500,1000
5-min:, 8,10,12,14,16,18,20,21,23,25
10-min:, 12,14,18,20,24,26,29,31,34,36
15-min:, 15,17,21,25,29,32,35,37,41,44
30-min:, 21,25,31,36,42,47,51,54,60,64
60-min:, 28,32,40,46,54,60,66,70,78,83
2-hr:, 34,40,49,57,67,75,82,88,97,104
3-hr:, 39,45,55,64,75,83,91,98,109,117
6-hr:, 48,55,67,77,91,101,110,119,132,142
12-hr:, 59,68,82,95,111,123,133,143,158,169
24-hr:, 72,83,101,116,134,147,159,170,186,198
2-day:, 86,99,120,137,157,172,185,196,212,225
3-day:, 95,109,131,149,169,185,198,209,226,238
4-day:, 104,117,140,158,179,195,208,219,236,249
7-day:, 125,140,164,183,205,222,235,246,263,275
10-day:, 144,160,185,206,229,246,259,270,287,299
20-day:, 197,216,247,271,296,315,329,340,357,370
30-day:, 243,266,302,330,357,378,393,403,420,432
45-day:, 305,333,377,410,441,464,480,489,503,514
60-day:, 359,393,445,484,518,543,558,566,578,588

Date/time (GMT):  Thu Jul 16 15:42:47 2026
pyRunTime:  0.025418996810913086
