Point precipitation frequency estimates (millimeters)
NOAA Atlas 14 Volume 9 Version 2
Data type: Precipitation depth
Time series type: Partial duration
Project area: Southeastern States
Location name (ESRI Maps): None
Station Name: None
Latitude: 32.299700 Degree
Longitude: -86.407500 Degree
Elevation (USGS): None None


PRECIPITATION FREQUENCY ESTIMATES
by duration for ARI (years):, 1,2,5,10,25,50,100,200,500,1000
5-min:, 12,13,16,18,21,23,25,27,30,32
10-min:, 17,19,23,26,31,34,37,40,44,47
15-min:, 21,24,28,32,37,41,45,49,54,58
30-min:, 30,34,41,47,55,60,66,71,79,84
60-min:, 39,45,54,61,72,80,89,97,109,118
2-hr:, 49,55,66,76,89,100,111,123,139,152
3-hr:, 55,62,75,86,102,115,129,144,164,181
6-hr:, 66,75,92,106,128,146,166,187,217,240
12-hr:, 78,91,113,133,162,187,213,240,280,311
24-hr:, 92,108,135,159,196,227,260,295,345,385
2-day:, 109,125,155,182,225,261,301,344,406,456
3-day:, 119,136,168,198,244,284,327,375,445,501
4-day:, 128,146,179,211,260,302,349,400,474,535
7-day:, 149,170,208,244,299,346,397,453,533,599
10-day:, 167,190,232,270,327,376,429,487,569,635
20-day:, 222,249,295,336,397,447,499,555,633,695
30-day:, 269,300,350,394,456,506,557,611,684,741
45-day:, 331,366,425,473,539,590,640,692,760,811
60-day:, 384,425,491,544,615,668,719,770,834,881

PRECIPITATION FREQUENCY ESTIMATES AT UPPER BOUND OF 90% CONFIDENCE INTERVAL
by duration for ARI (years):, 1,2,5,10,25,50,100,200,500,1000
5-min:, 14,16,20,22,27,30,34,38,44,48
10-min:, 21,24,29,33,39,44,50,56,64,70
15-min:, 26,29,35,40,48,54,61,68,78,85
30-min:, 37,42,51,59,70,79,89,100,113,124
60-min:, 49,55,67,77,93,106,120,136,158,174
2-hr:, 60,68,82,94,115,132,151,172,201,222
3-hr:, 67,76,92,106,131,151,174,200,237,264
6-hr:, 80,91,112,130,165,192,223,260,311,349
12-hr:, 95,110,137,162,208,243,284,332,398,449
24-hr:, 111,129,162,193,250,293,345,405,488,551
2-day:, 129,149,185,219,286,336,398,470,572,649
3-day:, 142,162,200,237,309,365,433,512,625,711
4-day:, 151,173,213,252,329,388,460,544,665,756
7-day:, 175,200,246,289,375,440,519,612,743,842
10-day:, 196,223,273,319,408,476,559,654,788,890
20-day:, 259,290,345,395,488,558,641,737,868,967
30-day:, 312,348,408,461,555,627,711,805,932,1028
45-day:, 382,424,492,551,649,724,810,904,1027,1119
60-day:, 442,490,568,633,737,815,904,1000,1121,1212

PRECIPITATION FREQUENCY ESTIMATES AT LOWER BOUND OF 90% CONFIDENCE INTERVAL
by duration for ARI (years):, 1,2,5,10,25,50,100,200,500,1000
5-min:, 10,11,13,15,16,18,19,19,20,21
10-min:, 14,16,19,21,24,26,27,28,30,31
15-min:, 17,19,23,26,29,32,33,35,37,38
30-min:, 25,28,34,38,43,46,49,50,53,55
60-min:, 32,37,44,50,57,62,66,69,74,78
2-hr:, 40,46,55,62,71,77,83,88,95,101
3-hr:, 45,51,61,70,81,89,96,103,113,121
6-hr:, 55,63,76,88,103,114,125,135,150,162
12-hr:, 66,76,94,110,131,147,161,175,195,211
24-hr:, 78,91,113,133,159,179,198,216,242,262
2-day:, 92,105,130,153,184,208,231,253,287,313
3-day:, 101,115,142,166,201,227,253,278,316,345
4-day:, 109,124,152,177,215,243,270,297,338,369
7-day:, 127,145,177,206,247,278,309,338,382,416
10-day:, 143,163,197,228,271,304,334,364,409,442
20-day:, 191,214,253,287,329,361,390,416,457,488
30-day:, 233,258,301,337,379,410,437,459,495,522
45-day:, 287,317,366,405,447,479,503,521,551,573
60-day:, 333,369,425,468,510,543,565,581,605,624

Date/time (GMT):  Thu Jul 16 15:43:12 2026
pyRunTime:  0.01953125
