Point precipitation frequency estimates (millimeters)
NOAA Atlas 14 Volume 9 Version 2
Data type: Precipitation depth
Time series type: Partial duration
Project area: Southeastern States
Location name (ESRI Maps): None
Station Name: None
Latitude: 33.127200 Degree
Longitude: -88.155000 Degree
Elevation (USGS): None None


PRECIPITATION FREQUENCY ESTIMATES
by duration for ARI (years):, 1,2,5,10,25,50,100,200,500,1000
5-min:, 11,13,15,18,20,23,25,27,30,32
10-min:, 16,19,22,26,30,33,36,40,44,47
15-min:, 20,23,27,31,36,41,44,48,54,58
30-min:, 29,34,41,46,54,60,66,71,79,84
60-min:, 39,45,54,62,72,80,88,95,105,113
2-hr:, 48,56,67,77,90,100,109,119,132,141
3-hr:, 54,62,76,87,102,113,125,136,152,164
6-hr:, 66,75,91,105,124,140,156,173,195,213
12-hr:, 78,89,109,126,152,173,195,219,252,279
24-hr:, 91,105,129,150,183,210,239,270,314,349
2-day:, 105,121,150,175,214,245,279,315,365,406
3-day:, 115,131,159,185,224,256,291,329,382,425
4-day:, 125,140,167,192,231,263,298,336,390,434
7-day:, 148,163,190,215,252,284,317,354,407,450
10-day:, 169,184,212,238,275,307,340,376,427,468
20-day:, 224,245,281,311,353,388,422,459,508,547
30-day:, 273,300,343,379,428,465,502,540,590,627
45-day:, 338,373,427,471,529,572,613,653,703,739
60-day:, 396,438,503,554,620,668,712,754,805,840

PRECIPITATION FREQUENCY ESTIMATES AT UPPER BOUND OF 90% CONFIDENCE INTERVAL
by duration for ARI (years):, 1,2,5,10,25,50,100,200,500,1000
5-min:, 14,16,19,22,26,29,32,36,41,44
10-min:, 20,23,28,32,38,42,47,53,59,65
15-min:, 24,28,34,39,46,52,58,64,73,79
30-min:, 36,41,50,57,68,76,85,94,106,115
60-min:, 48,55,67,77,91,102,114,126,142,155
2-hr:, 59,68,83,95,113,127,141,157,177,192
3-hr:, 66,76,93,106,127,143,161,179,203,222
6-hr:, 80,91,111,128,156,177,200,226,261,287
12-hr:, 94,107,131,152,189,217,249,285,335,373
24-hr:, 109,125,154,180,227,262,304,350,415,464
2-day:, 124,143,177,208,263,304,352,405,480,536
3-day:, 135,154,188,219,275,317,366,422,500,559
4-day:, 146,164,196,227,282,324,374,430,509,569
7-day:, 173,190,222,251,306,347,395,450,528,587
10-day:, 195,214,247,277,331,373,421,476,551,609
20-day:, 258,282,323,359,419,464,516,573,649,707
30-day:, 312,343,393,435,502,553,609,670,748,807
45-day:, 384,424,487,539,616,674,737,803,885,947
60-day:, 449,497,572,632,718,783,852,923,1009,1073

PRECIPITATION FREQUENCY ESTIMATES AT LOWER BOUND OF 90% CONFIDENCE INTERVAL
by duration for ARI (years):, 1,2,5,10,25,50,100,200,500,1000
5-min:, 9,10,12,14,16,17,18,19,20,21
10-min:, 13,15,18,20,23,25,27,28,30,31
15-min:, 16,18,22,25,28,31,33,34,37,38
30-min:, 23,27,32,37,41,45,48,50,54,56
60-min:, 31,36,43,49,55,60,64,67,72,75
2-hr:, 39,45,54,61,70,76,81,85,91,95
3-hr:, 44,51,61,70,79,86,92,97,105,110
6-hr:, 54,61,74,85,98,108,117,124,136,145
12-hr:, 64,73,89,103,121,134,147,159,177,191
24-hr:, 76,87,106,124,147,165,182,198,222,240
2-day:, 88,101,125,146,173,194,214,233,260,281
3-day:, 97,110,134,154,183,204,225,244,274,296
4-day:, 105,118,141,161,189,210,231,250,280,303
7-day:, 126,139,161,181,208,228,247,266,294,316
10-day:, 144,157,181,201,228,248,266,283,310,330
20-day:, 193,211,241,265,293,314,332,347,370,388
30-day:, 236,259,296,325,355,378,396,409,431,447
45-day:, 294,324,370,406,440,466,484,496,515,529
60-day:, 346,382,438,479,517,546,564,574,590,603

Date/time (GMT):  Thu Jul 16 15:40:26 2026
pyRunTime:  0.025180816650390625
