Point precipitation frequency estimates (millimeters)
NOAA Atlas 14 Volume 9 Version 2
Data type: Precipitation depth
Time series type: Partial duration
Project area: Southeastern States
Location name (ESRI Maps): None
Station Name: None
Latitude: 34.021900 Degree
Longitude: -85.987800 Degree
Elevation (USGS): None None


PRECIPITATION FREQUENCY ESTIMATES
by duration for ARI (years):, 1,2,5,10,25,50,100,200,500,1000
5-min:, 11,12,15,18,21,24,27,31,35,39
10-min:, 16,18,22,26,31,36,40,45,51,57
15-min:, 19,22,27,32,38,44,49,55,63,69
30-min:, 28,32,40,46,56,63,71,80,92,101
60-min:, 36,42,52,60,73,83,94,105,121,134
2-hr:, 45,52,63,74,90,102,116,130,151,167
3-hr:, 50,58,71,83,100,114,130,146,169,187
6-hr:, 61,70,85,99,119,137,155,174,202,224
12-hr:, 74,84,102,119,142,162,183,205,236,262
24-hr:, 88,101,123,142,170,192,215,240,274,301
2-day:, 103,119,145,167,199,224,249,276,311,339
3-day:, 114,130,157,180,213,239,265,293,329,358
4-day:, 123,139,167,191,224,250,277,304,342,370
7-day:, 146,164,193,217,251,278,305,333,371,400
10-day:, 167,185,215,241,276,303,331,360,397,426
20-day:, 225,247,282,311,351,382,412,442,482,512
30-day:, 276,302,342,375,420,453,485,517,558,588
45-day:, 343,375,424,462,513,550,585,618,660,688
60-day:, 403,440,497,541,597,637,674,709,749,776

PRECIPITATION FREQUENCY ESTIMATES AT UPPER BOUND OF 90% CONFIDENCE INTERVAL
by duration for ARI (years):, 1,2,5,10,25,50,100,200,500,1000
5-min:, 14,16,19,23,28,32,37,43,50,56
10-min:, 20,23,28,33,41,48,55,63,74,82
15-min:, 24,28,35,40,50,58,67,77,90,100
30-min:, 35,40,50,58,73,84,97,112,132,147
60-min:, 46,53,65,76,96,110,128,147,174,194
2-hr:, 56,64,79,93,117,135,156,180,213,239
3-hr:, 62,71,87,102,129,149,173,200,237,265
6-hr:, 74,85,103,121,152,176,203,235,279,312
12-hr:, 88,101,123,143,178,205,237,272,322,360
24-hr:, 104,119,145,168,208,238,274,313,367,408
2-day:, 119,137,168,195,239,273,311,353,410,452
3-day:, 130,149,181,208,254,289,328,371,429,473
4-day:, 140,159,191,219,265,300,340,383,442,486
7-day:, 165,184,217,246,293,329,369,414,473,518
10-day:, 186,207,241,270,319,356,397,443,503,548
20-day:, 247,271,311,344,398,439,485,535,599,647
30-day:, 300,328,373,411,470,515,565,618,686,737
45-day:, 369,403,457,501,567,618,673,730,801,854
60-day:, 430,470,532,582,654,709,768,829,901,956

PRECIPITATION FREQUENCY ESTIMATES AT LOWER BOUND OF 90% CONFIDENCE INTERVAL
by duration for ARI (years):, 1,2,5,10,25,50,100,200,500,1000
5-min:, 9,10,12,14,17,18,20,21,23,25
10-min:, 13,15,18,21,24,27,29,31,34,36
15-min:, 16,18,22,25,30,33,35,38,41,44
30-min:, 22,26,32,37,43,47,51,55,60,64
60-min:, 29,34,41,48,56,62,68,72,80,85
2-hr:, 37,42,52,60,70,78,85,91,100,108
3-hr:, 41,48,58,67,79,88,96,103,113,122
6-hr:, 51,58,71,82,96,106,116,124,137,147
12-hr:, 63,71,86,99,116,128,139,148,164,175
24-hr:, 76,86,105,120,139,153,165,176,192,205
2-day:, 89,103,125,144,165,181,194,205,222,235
3-day:, 99,114,137,156,178,195,208,219,237,250
4-day:, 108,123,146,166,188,205,218,230,247,260
7-day:, 130,146,171,191,214,231,244,254,272,285
10-day:, 150,166,192,214,236,254,267,277,294,306
20-day:, 205,224,256,280,305,324,337,346,362,374
30-day:, 253,276,313,341,367,387,400,408,423,434
45-day:, 317,346,390,423,452,474,486,492,504,513
60-day:, 375,409,460,498,529,552,564,567,576,583

Date/time (GMT):  Thu Jul 16 15:42:05 2026
pyRunTime:  0.02544426918029785
