catalog_event_id,site_no,site_name,huc12,drainage_area_sqmi,rainfall_peak_time_utc,peak_time_utc,lag_hours,peak_cfs,peak_cfs_per_sqmi,water_year,empirical_return_period_years,lp3_return_period_years,screening_return_period_years,flood_screening_class,peak_qualifier,stationarity_warning
AL-RF-19790304-0001,02398195,,031501050501,9.53,1979-03-04 06:00:00+00:00,1979-03-04 00:00:00+00:00,-6.0,1270.0,133.26337880377756,1979.0,4.0,,4.0,2–5-year,,False
AL-RF-19790304-0001,02400000,,031501050906,116.0,1979-03-04 06:00:00+00:00,1979-03-03 00:00:00+00:00,-30.0,17600.0,151.72413793103448,1979.0,7.0,9.35564290531885,9.35564290531885,5–10-year,"2,7",False
AL-RF-19790304-0001,02400033,,031501050905,4.62,1979-03-04 06:00:00+00:00,1979-03-04 00:00:00+00:00,-6.0,1010.0,218.6147186147186,1979.0,6.0,,6.0,5–10-year,,False
AL-RF-19790304-0001,02400100,,031501050909,252.0,1979-03-04 06:00:00+00:00,1979-03-04 00:00:00+00:00,-6.0,20100.0,79.76190476190476,1979.0,32.0,80.63388341705175,80.63388341705175,50–100-year,,True
AL-RF-19790304-0001,02409540,,031501070906,1.01,1979-03-04 06:00:00+00:00,1979-03-04 00:00:00+00:00,-6.0,981.0,971.2871287128713,1979.0,5.0,,5.0,5–10-year,,True
AL-RF-19790304-0001,02412000,,031501080405,448.0,1979-03-04 06:00:00+00:00,1979-03-05 00:00:00+00:00,18.0,23100.0,51.5625,1979.0,24.333333333333336,52.90631689279242,52.90631689279242,50–100-year,,True
AL-RF-19790304-0001,02412065,,031501080403,52.8,1979-03-04 06:00:00+00:00,1979-03-04 00:00:00+00:00,-6.0,5800.0,109.84848484848486,1979.0,6.0,,6.0,5–10-year,,False
AL-RF-19790304-0001,02412320,,031501081003,1.79,1979-03-04 06:00:00+00:00,1979-03-04 00:00:00+00:00,-6.0,953.0,532.4022346368715,1979.0,10.0,,10.0,10–25-year,,True
AL-RF-19790304-0001,02414765,,031501090402,26.2,1979-03-04 06:00:00+00:00,1979-03-04 00:00:00+00:00,-6.0,8820.0,336.6412213740458,1979.0,11.0,,11.0,10–25-year,,False
AL-RF-19790304-0001,02421256,,031502010601,89.4,1979-03-04 06:00:00+00:00,1979-03-04 00:00:00+00:00,-6.0,20200.0,225.95078299776284,1979.0,12.0,,12.0,10–25-year,,True
AL-RF-19790304-0001,02424010,,031502020802,0.59,1979-03-04 06:00:00+00:00,1979-03-04 00:00:00+00:00,-6.0,360.0,610.1694915254237,1979.0,4.25,,4.25,2–5-year,,True
AL-RF-19790304-0001,02424940,,031502020805,220.0,1979-03-04 06:00:00+00:00,1979-03-05 00:00:00+00:00,18.0,17000.0,77.27272727272727,1979.0,13.0,,13.0,10–25-year,2,False
AL-RF-19790304-0001,02427700,,031502030603,97.5,1979-03-04 06:00:00+00:00,1979-03-04 00:00:00+00:00,-6.0,20000.0,205.12820512820514,1979.0,20.0,27.317309294826806,27.317309294826806,25–50-year,,False
AL-RF-19790304-0001,02450000,,031601090203,358.0,1979-03-04 06:00:00+00:00,1979-03-04 00:00:00+00:00,-6.0,46500.0,129.88826815642457,1979.0,11.375,8.951917723048481,8.951917723048481,5–10-year,,False
AL-RF-19790304-0001,02468500,,031602010108,257.0,1979-03-04 06:00:00+00:00,1979-03-04 00:00:00+00:00,-6.0,34000.0,132.295719844358,1979.0,15.0,24.507613211730977,24.507613211730977,10–25-year,,False
AL-RF-19790304-0001,02469550,,031602010603,60.4,1979-03-04 06:00:00+00:00,1979-03-08 00:00:00+00:00,90.0,28100.0,465.2317880794702,1979.0,23.0,27.693828225182006,27.693828225182006,25–50-year,,True
AL-RF-19790304-0001,02469800,,031602030205,164.0,1979-03-04 06:00:00+00:00,1979-03-04 00:00:00+00:00,-6.0,23400.0,142.6829268292683,1979.0,23.666666666666668,39.0473676736285,39.0473676736285,25–50-year,,False
AL-RF-19790304-0001,02470320,,031602031001,51.8,1979-03-04 06:00:00+00:00,1979-03-04 00:00:00+00:00,-6.0,8420.0,162.54826254826256,1979.0,9.0,,9.0,5–10-year,,True
AL-RF-19790304-0001,02471065,,031602050101,7.28,1979-03-04 06:00:00+00:00,1979-03-03 00:00:00+00:00,-30.0,3520.0,483.5164835164835,1979.0,3.75,,3.75,2–5-year,C,True
AL-RF-19790304-0001,02479431,,031700080201,20.4,1979-03-04 06:00:00+00:00,1979-03-04 00:00:00+00:00,-6.0,2930.0,143.62745098039215,1979.0,4.8,8.216979118187652,8.216979118187652,5–10-year,,False
AL-RF-19790304-0001,03572900,,060300010703,141.0,1979-03-04 06:00:00+00:00,1979-03-04 00:00:00+00:00,-6.0,15000.0,106.38297872340425,1979.0,4.714285714285714,6.582723683121518,6.582723683121518,5–10-year,,False
AL-RF-19790404-0002,02425200,,031502030301,35.8,1979-04-04 12:00:00+00:00,1979-04-04 00:00:00+00:00,-12.0,3330.0,93.01675977653632,1979.0,13.0,,13.0,10–25-year,,False
AL-RF-19790413-0003,02398300,,031501050605,366.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,16800.0,45.90163934426229,1979.0,12.285714285714285,11.303469384104604,11.303469384104604,10–25-year,,True
AL-RF-19790413-0003,02398400,,031501050605,368.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,16800.0,45.65217391304348,1979.0,10.5,7.871833099912042,7.871833099912042,5–10-year,,False
AL-RF-19790413-0003,02399200,,031501050806,199.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,31100.0,156.28140703517587,1979.0,10.142857142857144,11.808724026037115,11.808724026037115,10–25-year,,False
AL-RF-19790413-0003,02400500,,031501060204,5805.0,1979-04-13 16:00:00+00:00,1979-04-14 00:00:00+00:00,8.0,56100.0,9.664082687338501,1979.0,4.625,3.877788271833813,3.877788271833813,2–5-year,,True
AL-RF-19790413-0003,02401000,,031501060104,182.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,10500.0,57.69230769230769,1979.0,9.375,9.37624313948175,9.37624313948175,5–10-year,,False
AL-RF-19790413-0003,02401370,,031501060302,45.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,4690.0,104.22222222222223,1979.0,9.0,,9.0,5–10-year,,True
AL-RF-19790413-0003,02401390,,031501060305,141.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,13600.0,96.45390070921985,1979.0,30.5,1000000.0,1000000.0,>500-year,,False
AL-RF-19790413-0003,02401470,,031501060304,22.3,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,3600.0,161.43497757847533,1979.0,16.0,,16.0,10–25-year,7,False
AL-RF-19790413-0003,02401620,,031501060409,6596.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,93700.0,14.205579138872043,1979.0,15.0,,15.0,10–25-year,,True
AL-RF-19790413-0003,02404000,,031501060512,277.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,23000.0,83.03249097472924,1979.0,44.0,15.480148907198933,15.480148907198933,10–25-year,7,False
AL-RF-19790413-0003,02404245,,031501060511,71.8,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,3400.0,47.353760445682454,1979.0,2.230769230769231,2.499065495264881,2.499065495264881,2–5-year,,False
AL-RF-19790413-0003,02404400,,031501060514,481.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,30100.0,62.57796257796258,1979.0,12.600000000000001,14.416900567191071,14.416900567191071,10–25-year,,False
AL-RF-19790413-0003,02405200,,031501060810,7743.0,1979-04-13 16:00:00+00:00,1979-04-15 00:00:00+00:00,32.0,115000.0,14.852124499547978,1979.0,16.0,,16.0,10–25-year,,False
AL-RF-19790413-0003,02405500,,031501060808,193.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,33400.0,173.05699481865284,1979.0,58.0,146.0744183098637,146.0744183098637,100–200-year,7,False
AL-RF-19790413-0003,02406500,,031501060703,150.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,14400.0,96.0,1979.0,9.0,11.121389440111136,11.121389440111136,10–25-year,7,False
AL-RF-19790413-0003,02407000,,031501070301,8392.0,1979-04-13 16:00:00+00:00,1979-04-14 00:00:00+00:00,8.0,150000.0,17.874165872259294,1979.0,96.0,70.05395829401174,70.05395829401174,50–100-year,,True
AL-RF-19790413-0003,02407500,,031501070204,96.5,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,16200.0,167.87564766839378,1979.0,7.333333333333334,15.511483162519108,15.511483162519108,10–25-year,7,False
AL-RF-19790413-0003,02407680,,031501070403,32.9,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,7900.0,240.12158054711247,1979.0,6.0,,6.0,5–10-year,,False
AL-RF-19790413-0003,02407950,,031501070503,9053.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,197000.0,21.7607422953717,1979.0,18.0,,18.0,10–25-year,,False
AL-RF-19790413-0003,02408340,,031501070702,8.09,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,6580.0,813.3498145859086,1979.0,8.0,,8.0,5–10-year,7,False
AL-RF-19790413-0003,02408500,,031501070708,233.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,60000.0,257.51072961373393,1979.0,36.0,174.1458009161047,174.1458009161047,100–200-year,2,False
AL-RF-19790413-0003,02408540,,031501070708,263.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,65000.0,247.14828897338404,1979.0,46.0,358.3884544017037,358.3884544017037,200–500-year,"2,7",False
AL-RF-19790413-0003,02409000,,031501070602,73.4,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,15200.0,207.0844686648501,1979.0,11.0,15.847384765334885,15.847384765334885,10–25-year,7,False
AL-RF-19790413-0003,02409400,,031501070803,9778.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,281000.0,28.737983227653917,1979.0,40.0,270.24368456783606,270.24368456783606,200–500-year,,False
AL-RF-19790413-0003,02414800,,031501090403,7.97,1979-04-13 16:00:00+00:00,1979-04-14 00:00:00+00:00,8.0,6260.0,785.4454203262234,1979.0,22.0,51.68691049546767,51.68691049546767,50–100-year,7,False
AL-RF-19790413-0003,02423380,,031502020104,140.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,19000.0,135.71428571428572,1979.0,22.0,62.45821009895962,62.45821009895962,50–100-year,7,True
AL-RF-19790413-0003,02423425,,031502020204,201.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,23400.0,116.41791044776119,1979.0,39.0,333.4596520343542,333.4596520343542,200–500-year,6,False
AL-RF-19790413-0003,02423500,,031502020204,230.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,31000.0,134.7826086956522,1979.0,31.5,94.61080018180583,94.61080018180583,50–100-year,7,False
AL-RF-19790413-0003,02423555,,031502020206,335.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,37200.0,111.04477611940298,1979.0,45.0,130.9657798563522,130.9657798563522,100–200-year,"2,7",False
AL-RF-19790413-0003,02423630,,031502020303,72.3,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,7800.0,107.88381742738589,1979.0,43.0,1902.9125694438856,1902.9125694438856,>500-year,,True
AL-RF-19790413-0003,02423647,,031502020407,593.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,41200.0,69.47723440134908,1979.0,17.0,,17.0,10–25-year,,False
AL-RF-19790413-0003,02424000,,031502020503,1027.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,78400.0,76.33885102239533,1979.0,14.5,28.373159898891146,28.373159898891146,25–50-year,,True
AL-RF-19790413-0003,02442000,,031601050201,130.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,9500.0,73.07692307692308,1979.0,4.857142857142858,7.2300091006422775,7.2300091006422775,5–10-year,7,False
AL-RF-19790413-0003,02442500,,031601050203,247.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,14000.0,56.68016194331984,1979.0,9.75,1000000.0,1000000.0,>500-year,7,False
AL-RF-19790413-0003,02443000,,031601050205,309.0,1979-04-13 16:00:00+00:00,1979-04-14 00:00:00+00:00,8.0,14200.0,45.954692556634306,1979.0,21.25,21.66718107184619,21.66718107184619,10–25-year,,False
AL-RF-19790413-0003,02443230,,031601050403,35.8,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,4650.0,129.8882681564246,1979.0,13.0,,13.0,10–25-year,,False
AL-RF-19790413-0003,02444000,,031601060203,126.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,16400.0,130.15873015873015,1979.0,27.0,66.9073227157709,66.9073227157709,50–100-year,,True
AL-RF-19790413-0003,02444500,,031601060507,5940.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,106000.0,17.845117845117844,1979.0,4.777777777777778,6.624073143454809,6.624073143454809,5–10-year,,False
AL-RF-19790413-0003,02445000,,031601060404,112.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,21000.0,187.5,1979.0,16.0,,16.0,10–25-year,7,True
AL-RF-19790413-0003,02445500,,031601070204,282.0,1979-04-13 16:00:00+00:00,1979-04-16 00:00:00+00:00,56.0,12000.0,42.5531914893617,1979.0,3.4285714285714284,2.8627733841274723,2.8627733841274723,2–5-year,7,False
AL-RF-19790413-0003,02446500,,031601070302,528.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,23100.0,43.75,1979.0,27.666666666666668,32.0967870197574,32.0967870197574,25–50-year,,False
AL-RF-19790413-0003,02447025,,031601060609,7230.0,1979-04-13 16:00:00+00:00,1979-04-15 00:00:00+00:00,32.0,145000.0,20.055325034578146,1979.0,6.833333333333334,5.74959248459578,5.74959248459578,5–10-year,1,False
AL-RF-19790413-0003,02448500,,031601081101,1097.0,1979-04-13 16:00:00+00:00,1979-04-14 00:00:00+00:00,8.0,156000.0,142.20601640838652,1979.0,83.0,543.629479897202,543.629479897202,>500-year,,False
AL-RF-19790413-0003,02449000,,031601060609,8632.0,1979-04-13 16:00:00+00:00,1979-04-15 00:00:00+00:00,32.0,261000.0,30.236329935125116,1979.0,53.0,70.75525389226505,70.75525389226505,50–100-year,,True
AL-RF-19790413-0003,02449245,,031601060607,43.2,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,6450.0,149.30555555555554,1979.0,13.0,43.265834939375814,43.265834939375814,25–50-year,,False
AL-RF-19790413-0003,02449500,,031601060705,8930.0,1979-04-13 16:00:00+00:00,1979-04-16 00:00:00+00:00,56.0,247000.0,27.659574468085108,1979.0,19.0,,19.0,10–25-year,7,True
AL-RF-19790413-0003,02450180,,031601090205,487.0,1979-04-13 16:00:00+00:00,1979-04-14 00:00:00+00:00,8.0,37000.0,75.97535934291581,1979.0,11.75,13.83307396875628,13.83307396875628,10–25-year,,False
AL-RF-19790413-0003,02453000,,031601090309,181.0,1979-04-13 16:00:00+00:00,1979-04-14 00:00:00+00:00,8.0,8550.0,47.23756906077348,1979.0,18.5,25.863474777183974,25.863474777183974,25–50-year,,False
AL-RF-19790413-0003,02454000,,031601090405,134.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,10800.0,80.59701492537313,1979.0,9.0,11.838648200443316,11.838648200443316,10–25-year,,False
AL-RF-19790413-0003,02454200,,031601090503,85.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,10700.0,125.88235294117646,1979.0,7.5,,7.5,5–10-year,7,False
AL-RF-19790413-0003,02455000,,031601110208,303.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,20200.0,66.66666666666667,1979.0,12.142857142857142,13.252689909577814,13.252689909577814,10–25-year,,False
AL-RF-19790413-0003,02455500,,031601110305,624.0,1979-04-13 16:00:00+00:00,1979-04-14 00:00:00+00:00,8.0,45000.0,72.11538461538461,1979.0,8.142857142857144,12.30586014152111,12.30586014152111,10–25-year,2,True
AL-RF-19790413-0003,02456000,,031601110307,80.9,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,10700.0,132.2620519159456,1979.0,4.909090909090909,5.9355793183291174,5.9355793183291174,5–10-year,,False
AL-RF-19790413-0003,02456330,,031601110401,16.2,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,2920.0,180.2469135802469,1979.0,3.5,,3.5,2–5-year,,True
AL-RF-19790413-0003,02456500,,031601110404,885.0,1979-04-13 16:00:00+00:00,1979-04-14 00:00:00+00:00,8.0,41800.0,47.23163841807909,1979.0,12.285714285714285,13.55923108988819,13.55923108988819,10–25-year,,False
AL-RF-19790413-0003,02457000,,031601110406,23.9,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,4270.0,178.6610878661088,1979.0,3.916666666666667,3.6130620026384217,3.6130620026384217,2–5-year,C,True
AL-RF-19790413-0003,02458450,,031601110408,33.5,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,5450.0,162.6865671641791,1979.0,3.416666666666667,3.7772134979652883,3.7772134979652883,2–5-year,C,False
AL-RF-19790413-0003,02460500,,031601110409,83.5,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,14600.0,174.85029940119762,1979.0,16.0,26.10920420473863,26.10920420473863,25–50-year,,False
AL-RF-19790413-0003,02461500,,031601120102,52.5,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,11300.0,215.23809523809524,1979.0,21.0,34.03930878294434,34.03930878294434,25–50-year,C,False
AL-RF-19790413-0003,02462000,,031601120104,148.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,26300.0,177.7027027027027,1979.0,24.333333333333336,63.962888713942334,63.962888713942334,50–100-year,,True
AL-RF-19790413-0003,02462500,,031601120203,3981.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,143000.0,35.920622959055514,1979.0,47.0,43.53181530836507,43.53181530836507,25–50-year,,False
AL-RF-19790413-0003,02462600,,031601120301,5.32,1979-04-13 16:00:00+00:00,1979-04-12 00:00:00+00:00,-40.0,3000.0,563.9097744360902,1979.0,3.8333333333333335,5.397252881904326,5.397252881904326,5–10-year,,True
AL-RF-19790413-0003,02462951,,031601120505,4219.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,178000.0,42.19009243896658,1979.0,39.0,133.09653814418334,133.09653814418334,100–200-year,1,False
AL-RF-19790413-0003,02462990,,031601120501,8.38,1979-04-13 16:00:00+00:00,1979-04-12 00:00:00+00:00,-40.0,1180.0,140.81145584725536,1979.0,4.0,,4.0,2–5-year,,False
AL-RF-19790413-0003,02464000,,031601120408,223.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,19400.0,86.99551569506727,1979.0,22.25,52.02184484624743,52.02184484624743,50–100-year,,False
AL-RF-19790413-0003,02465000,,031601130201,4820.0,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,272000.0,56.43153526970954,1979.0,96.0,125.3382228676483,125.3382228676483,100–200-year,,False
AL-RF-19790413-0003,02465286,,031601130203,,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,1270.0,,1979.0,8.0,,8.0,5–10-year,,True
AL-RF-19790413-0003,02465493,,031601130302,32.3,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,2600.0,80.49535603715171,1979.0,16.333333333333332,16.46201161926149,16.46201161926149,10–25-year,,False
AL-RF-19790413-0003,02465500,,031601130402,73.6,1979-04-13 16:00:00+00:00,1979-04-13 00:00:00+00:00,-16.0,2700.0,36.684782608695656,1979.0,2.75,3.038600056311261,3.038600056311261,2–5-year,7,False
AL-RF-19790413-0003,02466000,,031601130607,5792.0,1979-04-13 16:00:00+00:00,1979-04-16 00:00:00+00:00,56.0,222000.0,38.328729281767956,1979.0,32.0,32.31235716293731,32.31235716293731,25–50-year,1,False
AL-RF-19790413-0003,02466030,,031601130607,5810.0,1979-04-13 16:00:00+00:00,1979-04-16 00:00:00+00:00,56.0,222000.0,38.20998278829604,1979.0,44.0,644.4520644171224,644.4520644171224,>500-year,1,False
AL-RF-19790413-0003,02467500,,031602020405,607.0,1979-04-13 16:00:00+00:00,1979-04-14 00:00:00+00:00,8.0,62200.0,102.47116968698518,1979.0,85.0,304.63360735458366,304.63360735458366,200–500-year,,False
AL-RF-19790913-0005,02469672,,031602010801,4.35,1979-09-13 12:00:00+00:00,1979-09-12 00:00:00+00:00,-36.0,1780.0,409.1954022988506,1979.0,10.0,,10.0,10–25-year,,True
AL-RF-19790913-0005,03587200,,060300050201,0.49,1979-09-13 12:00:00+00:00,1979-09-13 00:00:00+00:00,-12.0,193.0,393.8775510204082,1979.0,3.75,3.7701698527332344,3.7701698527332344,2–5-year,,False
AL-RF-19790913-0005,03588500,,060300050508,348.0,1979-09-13 12:00:00+00:00,1979-09-14 00:00:00+00:00,12.0,26100.0,75.0,1979.0,3.8000000000000003,3.6570587473727336,3.6570587473727336,2–5-year,,False
AL-RF-19790913-0005,03589450,,060300050803,4.92,1979-09-13 12:00:00+00:00,1979-09-13 00:00:00+00:00,-12.0,2590.0,526.4227642276422,1979.0,2.0,,2.0,2–5-year,,False
AL-RF-19800328-0008,02469761,,031602010909,18417.0,1980-03-28 18:00:00+00:00,1980-03-30 00:00:00+00:00,30.0,250000.0,13.574414942715968,1980.0,12.8,31.97901179906444,31.97901179906444,25–50-year,1,False
AL-RF-19800328-0008,02469766,,031602010909,18464.0,1980-03-28 18:00:00+00:00,1980-03-30 00:00:00+00:00,30.0,250000.0,13.539861351819757,1980.0,13.5,27.00415027466906,27.00415027466906,25–50-year,,False
AL-RF-19800330-0009,02469761,,031602010909,18417.0,1980-03-30 04:00:00+00:00,1980-03-30 00:00:00+00:00,-4.0,250000.0,13.574414942715968,1980.0,12.8,31.97901179906444,31.97901179906444,25–50-year,1,False
AL-RF-19800330-0009,02469766,,031602010909,18464.0,1980-03-30 04:00:00+00:00,1980-03-30 00:00:00+00:00,-4.0,250000.0,13.539861351819757,1980.0,13.5,27.00415027466906,27.00415027466906,25–50-year,,False
AL-RF-19800414-0010,02443000,,031601050205,309.0,1980-04-14 03:00:00+00:00,1980-04-14 00:00:00+00:00,-3.0,9230.0,29.870550161812297,1980.0,3.8636363636363633,3.7218004172413,3.7218004172413,2–5-year,,False
AL-RF-19800414-0010,02444000,,031601060203,126.0,1980-04-14 03:00:00+00:00,1980-04-14 00:00:00+00:00,-3.0,3480.0,27.61904761904762,1980.0,3.857142857142857,3.0554519532296527,3.0554519532296527,2–5-year,,True
AL-RF-19800414-0010,02446500,,031601070302,528.0,1980-04-14 03:00:00+00:00,1980-04-15 00:00:00+00:00,21.0,13600.0,25.757575757575758,1980.0,4.368421052631579,4.805654559277835,4.805654559277835,2–5-year,,False
AL-RF-19800414-0010,02448500,,031601081101,1097.0,1980-04-14 03:00:00+00:00,1980-04-17 00:00:00+00:00,69.0,23400.0,21.330902461257978,1980.0,6.916666666666667,6.320431121778964,6.320431121778964,5–10-year,,False
AL-RF-19800414-0010,02462600,,031601120301,5.32,1980-04-14 03:00:00+00:00,1980-04-12 00:00:00+00:00,-51.0,2110.0,396.6165413533834,1980.0,2.875,2.7784176591969105,2.7784176591969105,2–5-year,,True
AL-RF-19800414-0010,02462951,,031601120505,4219.0,1980-04-14 03:00:00+00:00,1980-04-13 00:00:00+00:00,-27.0,92400.0,21.900924389665796,1980.0,2.2941176470588234,2.250705108564282,2.250705108564282,2–5-year,1,False
AL-RF-19800414-0010,02465000,,031601130201,4820.0,1980-04-14 03:00:00+00:00,1980-04-14 00:00:00+00:00,-3.0,149000.0,30.91286307053942,1980.0,3.6923076923076925,3.727212012981472,3.727212012981472,2–5-year,,False
AL-RF-19800414-0010,02465286,,031601130203,,1980-04-14 03:00:00+00:00,1980-04-12 00:00:00+00:00,-51.0,696.0,,1980.0,1.6,,1.6,<2-year,,True
AL-RF-19800414-0010,02465493,,031601130302,32.3,1980-04-14 03:00:00+00:00,1980-04-13 00:00:00+00:00,-27.0,750.0,23.21981424148607,1980.0,2.722222222222222,2.6891170992895725,2.6891170992895725,2–5-year,,False
AL-RF-19800414-0010,02466000,,031601130607,5792.0,1980-04-14 03:00:00+00:00,1980-04-16 00:00:00+00:00,45.0,118000.0,20.37292817679558,1980.0,4.0,4.739535131599182,4.739535131599182,2–5-year,1,False
AL-RF-19800414-0010,02466030,,031601130607,5810.0,1980-04-14 03:00:00+00:00,1980-04-16 00:00:00+00:00,45.0,118000.0,20.309810671256454,1980.0,7.333333333333334,5.763612419792844,5.763612419792844,5–10-year,1,False
AL-RF-19800414-0010,02467500,,031602020405,607.0,1980-04-14 03:00:00+00:00,1980-04-14 00:00:00+00:00,-3.0,20800.0,34.266886326194395,1980.0,12.142857142857142,12.720645837096296,12.720645837096296,10–25-year,,False
AL-RF-19800414-0010,02469672,,031602010801,4.35,1980-04-14 03:00:00+00:00,1980-04-12 00:00:00+00:00,-51.0,830.0,190.80459770114945,1980.0,2.5,,2.5,2–5-year,,True
AL-RF-19800414-0010,02471001,,031602040303,125.0,1980-04-14 03:00:00+00:00,1980-04-13 00:00:00+00:00,-27.0,12500.0,100.0,1980.0,10.571428571428571,12.145066517478018,12.145066517478018,10–25-year,,False
AL-RF-19800414-0010,02471065,,031602050101,7.28,1980-04-14 03:00:00+00:00,1980-04-13 00:00:00+00:00,-27.0,4810.0,660.7142857142857,1980.0,7.5,,7.5,5–10-year,C,True
AL-RF-19800414-0010,02479560,,031700080403,562.0,1980-04-14 03:00:00+00:00,1980-04-14 00:00:00+00:00,-3.0,13900.0,24.73309608540925,1980.0,4.7,3.69900311031866,3.69900311031866,2–5-year,,False
AL-RF-19800519-0011,02469800,,031602030205,164.0,1980-05-19 05:00:00+00:00,1980-05-17 00:00:00+00:00,-53.0,8000.0,48.78048780487805,1980.0,4.4375,4.249262260472443,4.249262260472443,2–5-year,,False
AL-RF-19800519-0011,02479431,,031700080201,20.4,1980-05-19 05:00:00+00:00,1980-05-18 00:00:00+00:00,-29.0,2990.0,146.56862745098042,1980.0,6.0,8.746238463430394,8.746238463430394,5–10-year,,False
AL-RF-19800519-0011,03587200,,060300050201,0.49,1980-05-19 05:00:00+00:00,1980-05-17 00:00:00+00:00,-53.0,195.0,397.9591836734694,1980.0,4.285714285714286,3.8836580299611922,3.8836580299611922,2–5-year,,False
AL-RF-19810211-0015,02339500,,031300020908,3550.0,1981-02-11 07:00:00+00:00,1981-02-11 00:00:00+00:00,-7.0,19300.0,5.436619718309859,1981.0,1.1391304347826088,1.1131689574687162,1.1131689574687162,<2-year,6,True
AL-RF-19810211-0015,02342933,,031300031204,112.0,1981-02-11 07:00:00+00:00,1981-02-10 00:00:00+00:00,-31.0,5800.0,51.785714285714285,1981.0,2.4499999999999997,2.1885285190980834,2.1885285190980834,2–5-year,,False
AL-RF-19810211-0015,02343300,,031300040404,146.0,1981-02-11 07:00:00+00:00,1981-02-11 00:00:00+00:00,-7.0,6650.0,45.54794520547945,1981.0,9.25,7.630571282922452,7.630571282922452,5–10-year,,False
