station_id,station_name,state,latitude,longitude,duration,duration_hours,ari_years,estimate_mm,lower_90_mm,upper_90_mm,confidence_width_mm,lower_difference_mm,upper_difference_mm
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-day,48.0,10.0,166.0,138.0,200.0,62.0,28.0,34.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-day,48.0,25.0,196.0,158.0,246.0,88.0,38.0,50.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-day,48.0,50.0,220.0,173.0,281.0,108.0,47.0,61.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-day,48.0,100.0,244.0,185.0,323.0,138.0,59.0,79.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-day,48.0,200.0,269.0,194.0,369.0,175.0,75.0,100.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-day,48.0,500.0,304.0,210.0,431.0,221.0,94.0,127.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-day,48.0,1000.0,330.0,222.0,478.0,256.0,108.0,148.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-hr,2.0,1.0,45.0,36.0,57.0,21.0,9.0,12.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-hr,2.0,2.0,52.0,41.0,66.0,25.0,11.0,14.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-hr,2.0,5.0,63.0,51.0,81.0,30.0,12.0,18.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-hr,2.0,10.0,73.0,58.0,94.0,36.0,15.0,21.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-hr,2.0,25.0,88.0,67.0,118.0,51.0,21.0,30.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-hr,2.0,50.0,99.0,74.0,136.0,62.0,25.0,37.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-hr,2.0,100.0,111.0,80.0,157.0,77.0,31.0,46.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-hr,2.0,200.0,124.0,85.0,181.0,96.0,39.0,57.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-hr,2.0,500.0,141.0,93.0,214.0,121.0,48.0,73.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-hr,2.0,1000.0,154.0,99.0,238.0,139.0,55.0,84.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,20-day,480.0,1.0,226.0,199.0,256.0,57.0,27.0,30.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,20-day,480.0,2.0,247.0,217.0,280.0,63.0,30.0,33.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,20-day,480.0,5.0,281.0,246.0,320.0,74.0,35.0,39.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,20-day,480.0,10.0,309.0,269.0,354.0,85.0,40.0,45.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,20-day,480.0,25.0,346.0,290.0,410.0,120.0,56.0,64.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,20-day,480.0,50.0,374.0,305.0,452.0,147.0,69.0,78.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,20-day,480.0,100.0,401.0,315.0,501.0,186.0,86.0,100.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,20-day,480.0,200.0,428.0,320.0,554.0,234.0,108.0,126.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,20-day,480.0,500.0,461.0,331.0,621.0,290.0,130.0,160.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,20-day,480.0,1000.0,486.0,339.0,671.0,332.0,147.0,185.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,24-hr,24.0,1.0,88.0,74.0,107.0,33.0,14.0,19.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,24-hr,24.0,2.0,102.0,85.0,123.0,38.0,17.0,21.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,24-hr,24.0,5.0,125.0,104.0,152.0,48.0,21.0,27.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,24-hr,24.0,10.0,144.0,119.0,176.0,57.0,25.0,32.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,24-hr,24.0,25.0,172.0,137.0,219.0,82.0,35.0,47.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,24-hr,24.0,50.0,194.0,151.0,252.0,101.0,43.0,58.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,24-hr,24.0,100.0,216.0,162.0,291.0,129.0,54.0,75.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,24-hr,24.0,200.0,240.0,171.0,334.0,163.0,69.0,94.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,24-hr,24.0,500.0,272.0,186.0,392.0,206.0,86.0,120.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,24-hr,24.0,1000.0,297.0,197.0,436.0,239.0,100.0,139.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-day,72.0,1.0,114.0,97.0,135.0,38.0,17.0,21.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-day,72.0,2.0,130.0,111.0,154.0,43.0,19.0,24.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-day,72.0,5.0,156.0,132.0,186.0,54.0,24.0,30.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-day,72.0,10.0,178.0,150.0,213.0,63.0,28.0,35.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-day,72.0,25.0,210.0,170.0,261.0,91.0,40.0,51.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-day,72.0,50.0,234.0,185.0,297.0,112.0,49.0,63.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-day,72.0,100.0,259.0,197.0,340.0,143.0,62.0,81.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-day,72.0,200.0,285.0,207.0,387.0,180.0,78.0,102.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-day,72.0,500.0,320.0,223.0,450.0,227.0,97.0,130.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-day,72.0,1000.0,347.0,234.0,498.0,264.0,113.0,151.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-hr,3.0,1.0,51.0,42.0,65.0,23.0,9.0,14.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-hr,3.0,2.0,59.0,48.0,75.0,27.0,11.0,16.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-hr,3.0,5.0,72.0,58.0,91.0,33.0,14.0,19.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-hr,3.0,10.0,83.0,66.0,106.0,40.0,17.0,23.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-hr,3.0,25.0,98.0,76.0,131.0,55.0,22.0,33.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-hr,3.0,50.0,111.0,83.0,150.0,67.0,28.0,39.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-hr,3.0,100.0,124.0,89.0,173.0,84.0,35.0,49.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-hr,3.0,200.0,137.0,95.0,199.0,104.0,42.0,62.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-hr,3.0,500.0,155.0,103.0,234.0,131.0,52.0,79.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,3-hr,3.0,1000.0,170.0,109.0,260.0,151.0,61.0,90.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-day,720.0,1.0,278.0,247.0,312.0,65.0,31.0,34.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-day,720.0,2.0,303.0,268.0,340.0,72.0,35.0,37.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-day,720.0,5.0,342.0,302.0,386.0,84.0,40.0,44.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-day,720.0,10.0,373.0,327.0,423.0,96.0,46.0,50.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-day,720.0,25.0,413.0,347.0,483.0,136.0,66.0,70.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-day,720.0,50.0,442.0,363.0,528.0,165.0,79.0,86.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-day,720.0,100.0,470.0,371.0,580.0,209.0,99.0,110.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-day,720.0,200.0,496.0,374.0,636.0,262.0,122.0,140.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-day,720.0,500.0,529.0,381.0,703.0,322.0,148.0,174.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-day,720.0,1000.0,551.0,387.0,755.0,368.0,164.0,204.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-min,0.5,1.0,26.0,21.0,34.0,13.0,5.0,8.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-min,0.5,2.0,31.0,24.0,40.0,16.0,7.0,9.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-min,0.5,5.0,38.0,30.0,50.0,20.0,8.0,12.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-min,0.5,10.0,45.0,35.0,59.0,24.0,10.0,14.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-min,0.5,25.0,55.0,41.0,75.0,34.0,14.0,20.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-min,0.5,50.0,62.0,46.0,87.0,41.0,16.0,25.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-min,0.5,100.0,70.0,50.0,101.0,51.0,20.0,31.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-min,0.5,200.0,79.0,54.0,117.0,63.0,25.0,38.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-min,0.5,500.0,91.0,59.0,140.0,81.0,32.0,49.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,30-min,0.5,1000.0,100.0,63.0,156.0,93.0,37.0,56.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,4-day,96.0,1.0,123.0,105.0,144.0,39.0,18.0,21.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,4-day,96.0,2.0,139.0,119.0,164.0,45.0,20.0,25.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,4-day,96.0,5.0,166.0,142.0,196.0,54.0,24.0,30.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,4-day,96.0,10.0,189.0,160.0,224.0,64.0,29.0,35.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,4-day,96.0,25.0,221.0,180.0,273.0,93.0,41.0,52.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,4-day,96.0,50.0,246.0,195.0,310.0,115.0,51.0,64.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,4-day,96.0,100.0,271.0,207.0,353.0,146.0,64.0,82.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,4-day,96.0,200.0,297.0,217.0,401.0,184.0,80.0,104.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,4-day,96.0,500.0,332.0,232.0,465.0,233.0,100.0,133.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,4-day,96.0,1000.0,359.0,244.0,513.0,269.0,115.0,154.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,45-day,1080.0,1.0,348.0,311.0,387.0,76.0,37.0,39.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,45-day,1080.0,2.0,378.0,337.0,421.0,84.0,41.0,43.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,45-day,1080.0,5.0,424.0,377.0,474.0,97.0,47.0,50.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,45-day,1080.0,10.0,460.0,406.0,517.0,111.0,54.0,57.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,45-day,1080.0,25.0,505.0,427.0,583.0,156.0,78.0,78.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,45-day,1080.0,50.0,536.0,443.0,633.0,190.0,93.0,97.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,45-day,1080.0,100.0,565.0,449.0,689.0,240.0,116.0,124.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,45-day,1080.0,200.0,591.0,451.0,749.0,298.0,140.0,158.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,45-day,1080.0,500.0,621.0,453.0,817.0,364.0,168.0,196.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,45-day,1080.0,1000.0,641.0,455.0,869.0,414.0,186.0,228.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,5-min,0.08333333333333333,1.0,10.0,8.0,13.0,5.0,2.0,3.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,5-min,0.08333333333333333,2.0,12.0,9.0,15.0,6.0,3.0,3.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,5-min,0.08333333333333333,5.0,15.0,12.0,19.0,7.0,3.0,4.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,5-min,0.08333333333333333,10.0,17.0,14.0,23.0,9.0,3.0,6.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,5-min,0.08333333333333333,25.0,21.0,16.0,29.0,13.0,5.0,8.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,5-min,0.08333333333333333,50.0,24.0,18.0,34.0,16.0,6.0,10.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,5-min,0.08333333333333333,100.0,27.0,19.0,39.0,20.0,8.0,12.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,5-min,0.08333333333333333,200.0,31.0,21.0,45.0,24.0,10.0,14.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,5-min,0.08333333333333333,500.0,35.0,23.0,54.0,31.0,12.0,19.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,5-min,0.08333333333333333,1000.0,39.0,25.0,61.0,36.0,14.0,22.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,6-hr,6.0,1.0,63.0,51.0,79.0,28.0,12.0,16.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,6-hr,6.0,2.0,72.0,59.0,90.0,31.0,13.0,18.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,6-hr,6.0,5.0,88.0,71.0,110.0,39.0,17.0,22.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,6-hr,6.0,10.0,101.0,81.0,127.0,46.0,20.0,26.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,6-hr,6.0,25.0,119.0,93.0,157.0,64.0,26.0,38.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,6-hr,6.0,50.0,134.0,102.0,180.0,78.0,32.0,46.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,6-hr,6.0,100.0,150.0,109.0,207.0,98.0,41.0,57.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,6-hr,6.0,200.0,165.0,116.0,237.0,121.0,49.0,72.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,6-hr,6.0,500.0,187.0,125.0,278.0,153.0,62.0,91.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,6-hr,6.0,1000.0,204.0,133.0,308.0,175.0,71.0,104.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-day,1440.0,1.0,410.0,368.0,453.0,85.0,42.0,43.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-day,1440.0,2.0,445.0,399.0,492.0,93.0,46.0,47.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-day,1440.0,5.0,499.0,445.0,553.0,108.0,54.0,54.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-day,1440.0,10.0,539.0,478.0,602.0,124.0,61.0,63.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-day,1440.0,25.0,588.0,500.0,674.0,174.0,88.0,86.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-day,1440.0,50.0,622.0,516.0,728.0,212.0,106.0,106.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-day,1440.0,100.0,651.0,520.0,789.0,269.0,131.0,138.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-day,1440.0,200.0,677.0,522.0,851.0,329.0,155.0,174.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-day,1440.0,500.0,705.0,525.0,920.0,395.0,180.0,215.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-day,1440.0,1000.0,721.0,528.0,973.0,445.0,193.0,252.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-min,1.0,1.0,36.0,28.0,46.0,18.0,8.0,10.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-min,1.0,2.0,41.0,33.0,53.0,20.0,8.0,12.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-min,1.0,5.0,51.0,40.0,66.0,26.0,11.0,15.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-min,1.0,10.0,59.0,46.0,77.0,31.0,13.0,18.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-min,1.0,25.0,71.0,54.0,97.0,43.0,17.0,26.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-min,1.0,50.0,81.0,60.0,112.0,52.0,21.0,31.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-min,1.0,100.0,91.0,65.0,130.0,65.0,26.0,39.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-min,1.0,200.0,101.0,69.0,150.0,81.0,32.0,49.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-min,1.0,500.0,116.0,76.0,178.0,102.0,40.0,62.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,60-min,1.0,1000.0,127.0,80.0,199.0,119.0,47.0,72.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,7-day,168.0,1.0,146.0,126.0,169.0,43.0,20.0,23.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,7-day,168.0,2.0,163.0,141.0,190.0,49.0,22.0,27.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,7-day,168.0,5.0,192.0,165.0,224.0,59.0,27.0,32.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,7-day,168.0,10.0,216.0,185.0,253.0,68.0,31.0,37.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,7-day,168.0,25.0,249.0,205.0,304.0,99.0,44.0,55.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,7-day,168.0,50.0,275.0,221.0,342.0,121.0,54.0,67.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,7-day,168.0,100.0,301.0,232.0,386.0,154.0,69.0,85.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,7-day,168.0,200.0,327.0,241.0,436.0,195.0,86.0,109.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,7-day,168.0,500.0,362.0,255.0,500.0,245.0,107.0,138.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,7-day,168.0,1000.0,389.0,266.0,549.0,283.0,123.0,160.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-day,240.0,1.0,176.0,153.0,204.0,51.0,23.0,28.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-day,240.0,2.0,190.0,165.0,221.0,56.0,25.0,31.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-day,240.0,5.0,216.0,187.0,252.0,65.0,29.0,36.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-day,240.0,10.0,240.0,206.0,281.0,75.0,34.0,41.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-day,240.0,25.0,276.0,231.0,338.0,107.0,45.0,62.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-day,240.0,50.0,307.0,250.0,382.0,132.0,57.0,75.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-day,240.0,100.0,341.0,268.0,435.0,167.0,73.0,94.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-day,240.0,200.0,377.0,284.0,497.0,213.0,93.0,120.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-day,240.0,500.0,430.0,310.0,584.0,274.0,120.0,154.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-day,240.0,1000.0,472.0,330.0,650.0,320.0,142.0,178.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-min,0.16666666666666666,1.0,16.0,13.0,20.0,7.0,3.0,4.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-min,0.16666666666666666,2.0,18.0,15.0,22.0,7.0,3.0,4.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-min,0.16666666666666666,5.0,22.0,18.0,27.0,9.0,4.0,5.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-min,0.16666666666666666,10.0,26.0,21.0,32.0,11.0,5.0,6.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-min,0.16666666666666666,25.0,30.0,24.0,39.0,15.0,6.0,9.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-min,0.16666666666666666,50.0,34.0,27.0,45.0,18.0,7.0,11.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-min,0.16666666666666666,100.0,38.0,29.0,52.0,23.0,9.0,14.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-min,0.16666666666666666,200.0,43.0,30.0,59.0,29.0,13.0,16.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-min,0.16666666666666666,500.0,48.0,33.0,69.0,36.0,15.0,21.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,10-min,0.16666666666666666,1000.0,53.0,35.0,77.0,42.0,18.0,24.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,12-hr,12.0,1.0,78.0,67.0,94.0,27.0,11.0,16.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,12-hr,12.0,2.0,89.0,76.0,107.0,31.0,13.0,18.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,12-hr,12.0,5.0,109.0,92.0,130.0,38.0,17.0,21.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,12-hr,12.0,10.0,126.0,106.0,152.0,46.0,20.0,26.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,12-hr,12.0,25.0,151.0,123.0,191.0,68.0,28.0,40.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,12-hr,12.0,50.0,172.0,136.0,220.0,84.0,36.0,48.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,12-hr,12.0,100.0,194.0,148.0,256.0,108.0,46.0,62.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,12-hr,12.0,200.0,218.0,159.0,296.0,137.0,59.0,78.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,12-hr,12.0,500.0,251.0,175.0,352.0,177.0,76.0,101.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,12-hr,12.0,1000.0,278.0,188.0,394.0,206.0,90.0,116.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,15-min,0.25,1.0,19.0,16.0,24.0,8.0,3.0,5.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,15-min,0.25,2.0,22.0,18.0,27.0,9.0,4.0,5.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,15-min,0.25,5.0,27.0,22.0,33.0,11.0,5.0,6.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,15-min,0.25,10.0,31.0,26.0,39.0,13.0,5.0,8.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,15-min,0.25,25.0,37.0,29.0,48.0,19.0,8.0,11.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,15-min,0.25,50.0,42.0,32.0,55.0,23.0,10.0,13.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,15-min,0.25,100.0,47.0,35.0,63.0,28.0,12.0,16.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,15-min,0.25,200.0,52.0,37.0,72.0,35.0,15.0,20.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,15-min,0.25,500.0,59.0,40.0,84.0,44.0,19.0,25.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,15-min,0.25,1000.0,65.0,43.0,94.0,51.0,22.0,29.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,2-day,48.0,1.0,107.0,92.0,126.0,34.0,15.0,19.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,2-day,48.0,2.0,123.0,106.0,145.0,39.0,17.0,22.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,2-day,48.0,5.0,151.0,129.0,179.0,50.0,22.0,28.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,2-day,48.0,10.0,176.0,150.0,210.0,60.0,26.0,34.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,2-day,48.0,25.0,214.0,176.0,267.0,91.0,38.0,53.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,2-day,48.0,50.0,245.0,196.0,309.0,113.0,49.0,64.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,2-day,48.0,100.0,277.0,214.0,361.0,147.0,63.0,84.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,2-day,48.0,200.0,312.0,231.0,419.0,188.0,81.0,107.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,2-day,48.0,500.0,362.0,256.0,500.0,244.0,106.0,138.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,2-day,48.0,1000.0,401.0,275.0,561.0,286.0,126.0,160.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,2-hr,2.0,1.0,48.0,40.0,58.0,18.0,8.0,10.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,2-hr,2.0,2.0,55.0,46.0,66.0,20.0,9.0,11.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,2-hr,2.0,5.0,66.0,55.0,81.0,26.0,11.0,15.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,2-hr,2.0,10.0,76.0,63.0,94.0,31.0,13.0,18.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,2-hr,2.0,25.0,90.0,72.0,115.0,43.0,18.0,25.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,2-hr,2.0,50.0,101.0,79.0,131.0,52.0,22.0,30.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,2-hr,2.0,100.0,113.0,84.0,150.0,66.0,29.0,37.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,2-hr,2.0,200.0,125.0,89.0,172.0,83.0,36.0,47.0
01-0748,BERRY 3 NW,AL,33.6944,-87.6497,2-hr,2.0,500.0,141.0,96.0,200.0,104.0,45.0,59.0
