huc12,duration_hours,historical_max_mm,historical_max_ratio_to_2yr,historical_max_lower_ari,historical_max_ratio_to_100yr,qualifying_event_count,latest_event_time_utc,event_count_ge_2yr,event_count_ge_5yr,event_count_ge_10yr,event_count_ge_25yr,event_count_ge_50yr,event_count_ge_100yr
031300020601,3,68.112548828125,1.2244765996051017,5.0,0.5525130457325532,8,2019-10-06 00:00:00+00:00,8,1,0,0,0,0
031300020601,6,88.97789764404297,1.3072963078410544,5.0,0.6032588615949843,15,2025-05-26 09:00:00+00:00,15,3,0,0,0,0
031300020601,24,144.239990234375,1.4310062112891893,10.0,0.717989766397392,12,2021-12-30 21:00:00+00:00,12,3,1,0,0,0
031300020601,72,223.69467163085938,1.7435880613490842,25.0,0.8883760424897408,8,2017-01-23 00:00:00+00:00,8,4,2,1,0,0
031300020602,1,45.078041076660156,1.118867371490037,2.0,0.5196215201626497,3,2025-05-26 05:00:00+00:00,3,0,0,0,0,0
031300020602,3,70.03668212890625,1.2535931160681981,5.0,0.5715720148598883,9,2019-10-06 01:00:00+00:00,9,2,0,0,0,0
031300020602,6,91.20284271240234,1.3333849001547189,5.0,0.6208863616937185,14,2025-05-26 09:00:00+00:00,14,4,0,0,0,0
031300020602,24,137.89305114746094,1.3600929058497933,5.0,0.6839489158043769,12,2021-08-17 15:00:00+00:00,12,3,0,0,0,0
031300020602,72,226.40243530273438,1.757809428592426,25.0,0.898291518069722,10,2017-01-22 23:00:00+00:00,10,5,2,2,0,0
031300020603,1,48.444244384765625,1.201194379795053,2.0,0.5606900672812765,2,2019-10-06 00:00:00+00:00,2,0,0,0,0,0
031300020603,3,72.44570922851562,1.2957133276529187,5.0,0.5949138313539325,7,2019-10-06 01:00:00+00:00,7,2,0,0,0,0
031300020603,6,89.26207733154297,1.303789276978726,5.0,0.610195724564645,16,2025-05-26 09:00:00+00:00,16,5,0,0,0,0
031300020603,24,131.42584228515625,1.2946503533720322,5.0,0.6507210774097535,17,2024-02-12 22:00:00+00:00,17,4,0,0,0,0
031300020603,72,220.42034912109375,1.71265731710793,25.0,0.8764184116281859,9,2023-03-27 13:00:00+00:00,9,4,2,1,0,0
031300020802,1,46.947975158691406,1.153505654767765,2.0,0.5450331450342195,2,2009-10-12 14:00:00+00:00,2,0,0,0,0,0
031300020802,3,78.65042114257812,1.392353641551004,5.0,0.6499650539378682,6,2009-10-12 16:00:00+00:00,6,1,0,0,0,0
031300020802,6,91.02508544921875,1.315534050552295,5.0,0.6247210945405067,11,2017-01-21 17:00:00+00:00,11,4,0,0,0,0
031300020802,24,149.05076599121094,1.4527301729393718,10.0,0.7332413279977309,13,2024-02-12 20:00:00+00:00,13,5,1,0,0,0
031300020802,72,211.3300323486328,1.625902515509247,25.0,0.8337897309535193,12,2024-09-27 11:00:00+00:00,12,5,3,1,0,0
031300020803,1,45.431549072265625,1.119481435353677,2.0,0.5299461241477355,4,2020-08-31 00:00:00+00:00,4,0,0,0,0,0
031300020803,3,79.57598114013672,1.415054817560422,10.0,0.6620316244835384,8,2015-06-09 23:00:00+00:00,8,1,1,0,0,0
031300020803,6,89.76984405517578,1.3032810573792077,5.0,0.6192047154176614,13,2024-03-09 04:00:00+00:00,13,4,0,0,0,0
031300020803,24,157.3401336669922,1.5383182405621656,10.0,0.7748771460438313,14,2024-02-12 21:00:00+00:00,14,4,3,0,0,0
031300020803,72,208.08193969726562,1.6082936472080114,25.0,0.8254087505428331,12,2024-09-27 11:00:00+00:00,12,5,3,1,0,0
031300020804,1,55.717594146728516,1.3549074677555317,5.0,0.6529192946386989,3,2017-08-11 01:00:00+00:00,3,1,0,0,0,0
031300020804,3,103.02422332763672,1.8029669878930963,25.0,0.8638677024628183,11,2023-03-26 13:00:00+00:00,11,2,2,1,0,0
031300020804,6,115.91014862060547,1.6565025127798476,25.0,0.802567957962683,12,2024-03-09 04:00:00+00:00,12,4,2,1,0,0
031300020804,24,169.7283935546875,1.6397362874982282,25.0,0.8276824000247369,15,2024-02-12 21:00:00+00:00,15,3,2,1,0,0
031300020804,72,203.3687744140625,1.554665099022324,10.0,0.7971299861374385,12,2024-09-27 11:00:00+00:00,12,5,4,0,0,0
031300020805,1,48.71519470214844,1.1748304995264205,2.0,0.5760105624775819,1,2005-07-07 03:00:00+00:00,1,0,0,0,0,0
031300020805,3,77.05184173583984,1.33846622758419,5.0,0.6548733339238698,6,2013-07-03 15:00:00+00:00,6,2,0,0,0,0
031300020805,6,128.250244140625,1.8213283850445934,25.0,0.8949034028354307,9,2024-03-09 04:00:00+00:00,9,2,2,1,0,0
031300020805,24,155.3099365234375,1.4940992933195034,10.0,0.7512240647813997,14,2024-02-12 21:00:00+00:00,14,4,2,0,0,0
031300020805,72,217.9650421142578,1.6623013732736793,25.0,0.8490354009189176,11,2024-09-27 11:00:00+00:00,11,7,2,1,0,0
031300020806,1,44.91070556640625,1.0956774283403523,2.0,0.5288711869720374,1,2003-05-08 02:00:00+00:00,1,0,0,0,0,0
031300020806,3,71.18526458740234,1.2546777819296564,5.0,0.6011914119450062,7,2023-06-19 10:00:00+00:00,7,1,0,0,0,0
031300020806,6,115.350341796875,1.6612567676472618,25.0,0.8026604084174853,9,2024-03-09 04:00:00+00:00,9,3,1,1,0,0
031300020806,24,148.66688537597656,1.4432688297890357,10.0,0.7254377931950542,15,2024-02-12 21:00:00+00:00,15,3,2,0,0,0
031300020806,72,202.7731170654297,1.5602960087825846,10.0,0.7993323980729532,12,2024-09-27 11:00:00+00:00,12,6,4,0,0,0
031300020808,1,46.30608367919922,1.1180135738811814,2.0,0.5498985851432978,3,2023-03-27 13:00:00+00:00,3,0,0,0,0,0
031300020808,3,100.00585174560547,1.746249285807805,25.0,0.8559537357510757,8,2023-03-27 13:00:00+00:00,8,3,2,1,0,0
031300020808,6,118.96766662597656,1.6995907940291886,25.0,0.8333302717602348,13,2024-09-25 23:00:00+00:00,13,3,3,1,0,0
031300020808,24,179.48049926757812,1.7354200218739508,25.0,0.8665277630166016,17,2024-02-12 21:00:00+00:00,17,6,3,2,0,0
031300020808,72,245.92974853515625,1.88952800123105,50.0,0.9614986213555393,17,2024-09-27 10:00:00+00:00,17,6,5,2,1,0
031300020901,1,48.82523727416992,1.1654461469416928,2.0,0.5814274837620016,2,2009-09-26 21:00:00+00:00,2,0,0,0,0,0
031300020901,3,90.37921142578125,1.5502574563747562,10.0,0.7757063302855858,7,2023-03-27 13:00:00+00:00,7,3,1,0,0,0
031300020901,6,116.57478332519531,1.6362679511458778,25.0,0.8172923785536238,11,2024-03-09 04:00:00+00:00,11,5,3,1,0,0
031300020901,24,162.32412719726562,1.552595939486057,10.0,0.7778070315950092,16,2024-09-27 10:00:00+00:00,16,4,3,0,0,0
031300020901,72,238.16885375976562,1.8046286239662301,50.0,0.9156565713953699,13,2024-09-27 10:00:00+00:00,13,7,2,1,1,0
031300020902,1,53.600990295410156,1.2699158837219287,5.0,0.6412827946771344,1,2009-10-12 15:00:00+00:00,1,1,0,0,0,0
031300020902,3,82.71398162841797,1.40613034867657,10.0,0.7141225178870557,5,2024-03-09 03:00:00+00:00,5,2,1,0,0,0
031300020902,6,92.51299285888672,1.2879919387896521,5.0,0.649820970323749,12,2024-09-27 09:00:00+00:00,12,4,0,0,0,0
031300020902,24,172.8904266357422,1.6485295958587647,25.0,0.8216883830098214,19,2025-04-07 14:00:00+00:00,19,5,2,1,0,0
031300020902,72,222.622802734375,1.6790208876961907,25.0,0.8459829402414125,12,2024-09-27 10:00:00+00:00,12,6,4,1,0,0
031300020903,1,50.77747344970703,1.2131552113259736,5.0,0.6062390488412567,3,2023-03-27 13:00:00+00:00,3,1,0,0,0,0
031300020903,3,97.7005386352539,1.6820789488500547,25.0,0.8419152606820033,6,2023-03-27 13:00:00+00:00,6,2,1,1,0,0
031300020903,6,107.59583282470703,1.516892076301448,10.0,0.7560375300211936,15,2024-09-25 23:00:00+00:00,15,3,2,0,0,0
031300020903,24,168.71144104003906,1.6201849229338838,10.0,0.8080476089892997,16,2025-04-07 15:00:00+00:00,16,6,3,0,0,0
031300020903,72,229.3053741455078,1.745963603851312,25.0,0.8841502944678943,14,2024-09-27 10:00:00+00:00,14,7,4,2,0,0
031300020907,1,52.52932357788086,1.2500345561842794,5.0,0.6286279664817886,3,2014-09-03 21:00:00+00:00,3,1,0,0,0,0
031300020907,3,78.36305236816406,1.3428756873085348,5.0,0.6770815619132576,8,2023-03-27 14:00:00+00:00,8,2,0,0,0,0
031300020907,6,103.17058563232422,1.4492871605824937,10.0,0.7250524295028024,12,2024-09-25 23:00:00+00:00,12,5,1,0,0,0
031300020907,24,160.8533477783203,1.5477616828860412,10.0,0.7673596663455817,19,2025-04-07 14:00:00+00:00,19,7,4,0,0,0
031300020907,72,236.62637329101562,1.8027013988845153,50.0,0.9075746285405569,14,2024-09-27 10:00:00+00:00,14,7,3,1,1,0
031300020908,1,52.063446044921875,1.2436680549383436,5.0,0.6215238552827295,2,2014-09-03 21:00:00+00:00,2,1,0,0,0,0
031300020908,3,82.06484985351562,1.4136314732926976,10.0,0.7070884856267815,6,2023-03-27 14:00:00+00:00,6,1,1,0,0,0
031300020908,6,103.1971435546875,1.4571860814345416,10.0,0.7237264242310247,6,2024-09-25 23:00:00+00:00,6,3,2,0,0,0
031300020908,24,145.54278564453125,1.4081305242325395,10.0,0.6958101637443486,18,2025-04-07 18:00:00+00:00,18,5,1,0,0,0
031300020908,72,207.462158203125,1.5919276229732358,10.0,0.800864116475569,14,2024-09-27 09:00:00+00:00,14,6,3,0,0,0
031300021104,1,53.090824127197266,1.2443759987701435,5.0,0.6363401587495392,2,2009-10-12 15:00:00+00:00,2,1,0,0,0,0
031300021104,3,73.52877807617188,1.2330969393118605,5.0,0.6352397377976533,3,2009-10-12 17:00:00+00:00,3,1,0,0,0,0
031300021104,6,92.34565734863281,1.2694930976201841,5.0,0.6458332379322238,10,2024-03-09 04:00:00+00:00,10,1,0,0,0,0
031300021104,24,174.33743286132812,1.6552332100992855,25.0,0.8167307217668158,15,2025-04-07 14:00:00+00:00,15,4,2,1,0,0
031300021104,72,219.58834838867188,1.64287517100551,25.0,0.817419735347893,11,2024-09-27 10:00:00+00:00,11,6,2,1,0,0
031300021105,1,48.84732437133789,1.155363787605983,2.0,0.585059843624707,1,2003-05-08 03:00:00+00:00,1,0,0,0,0,0
031300021105,3,68.40547180175781,1.1625372202162272,2.0,0.5909055435816328,4,2024-03-09 04:00:00+00:00,4,0,0,0,0,0
031300021105,6,93.82437133789062,1.3084000717257347,5.0,0.6575121069811382,6,2024-03-09 05:00:00+00:00,6,1,0,0,0,0
031300021105,24,147.4353790283203,1.4178007853387316,10.0,0.6981298077636069,15,2025-04-07 18:00:00+00:00,15,4,1,0,0,0
031300021105,72,209.23001098632812,1.5880075904258764,10.0,0.7930231519777569,12,2025-04-07 22:00:00+00:00,12,5,4,0,0,0
031300021106,3,72.50426483154297,1.2177388894096575,5.0,0.6229472499828071,11,2025-04-06 21:00:00+00:00,11,2,0,0,0,0
031300021106,6,113.57721710205078,1.5675674647789568,10.0,0.7870717584976908,15,2025-04-07 00:00:00+00:00,15,3,1,0,0,0
031300021106,24,159.4954071044922,1.5307413393058087,10.0,0.7399356009765925,20,2025-04-07 18:00:00+00:00,20,10,1,0,0,0
031300021106,72,228.0055694580078,1.7169050336801965,25.0,0.8407690196773858,15,2025-04-07 22:00:00+00:00,15,6,5,1,0,0
031300021107,3,73.0745849609375,1.227906625505578,5.0,0.6304296624993859,8,2025-04-06 21:00:00+00:00,8,1,0,0,0,0
031300021107,6,94.17610168457031,1.2992422318586225,5.0,0.6564548610285368,12,2025-04-07 00:00:00+00:00,12,2,0,0,0,0
031300021107,24,151.09567260742188,1.4454607393130603,10.0,0.7057549900362918,18,2025-04-07 18:00:00+00:00,18,6,1,0,0,0
031300021107,72,214.04478454589844,1.6097733363654514,10.0,0.7951165224794144,12,2025-04-07 22:00:00+00:00,12,5,4,0,0,0
031300021108,1,48.60525894165039,1.1499891353260665,2.0,0.5799279646647129,1,2019-04-19 09:00:00+00:00,1,0,0,0,0,0
031300021108,3,97.84272766113281,1.6651876532044472,25.0,0.8398223822461582,6,2024-02-12 10:00:00+00:00,6,3,2,1,0,0
031300021108,6,129.40538024902344,1.8106181946108288,25.0,0.8997313795652755,11,2024-03-09 05:00:00+00:00,11,5,3,1,0,0
031300021108,24,156.76878356933594,1.5232083053162762,10.0,0.7381362142864568,19,2025-04-07 18:00:00+00:00,19,12,2,0,0,0
031300021108,72,198.4893341064453,1.5195356776029945,10.0,0.7495782618080276,19,2025-04-07 22:00:00+00:00,19,7,2,0,0,0
031300021109,1,51.89767074584961,1.2342926154392355,5.0,0.6164531764839358,1,2019-04-19 10:00:00+00:00,1,1,0,0,0,0
031300021109,3,111.83177185058594,1.915042719408574,50.0,0.9566677896706269,6,2024-09-25 22:00:00+00:00,6,2,1,1,1,0
031300021109,6,126.24555206298828,1.7760489577270617,25.0,0.8770604047733083,10,2024-09-26 00:00:00+00:00,10,4,2,2,0,0
031300021109,24,142.5330810546875,1.3903526442550944,5.0,0.6749302596577599,17,2025-04-07 18:00:00+00:00,17,9,0,0,0,0
031300021109,72,193.37042236328125,1.4949772309276401,10.0,0.74034155394606,17,2024-09-27 10:00:00+00:00,17,6,3,0,0,0
031300021301,1,58.57071304321289,1.380440862324137,5.0,0.6970989411307222,2,2019-04-19 09:00:00+00:00,2,1,0,0,0,0
031300021301,3,123.3125,2.0907900176222416,100.0,1.0528581089918574,8,2024-03-09 03:00:00+00:00,8,4,3,1,1,1
031300021301,6,142.48980712890625,1.9886216085055137,50.0,0.9832846771870071,15,2024-03-09 05:00:00+00:00,15,5,3,2,2,0
031300021301,24,167.40028381347656,1.6271294708577497,10.0,0.780317290545671,21,2025-04-07 18:00:00+00:00,21,10,5,0,0,0
031300021301,72,210.1592254638672,1.605654666672755,10.0,0.7841872632430555,18,2024-09-27 09:00:00+00:00,18,9,5,0,0,0
031300021302,1,69.81612396240234,1.6535858365036482,25.0,0.8273074940859719,1,2019-04-19 10:00:00+00:00,1,1,1,1,0,0
031300021302,3,135.04150390625,2.302507088610966,200.0,1.149732882624248,7,2024-02-12 10:00:00+00:00,7,4,2,1,1,1
031300021302,6,151.88330078125,2.130786191241252,100.0,1.04832271916919,11,2024-09-26 00:00:00+00:00,11,4,3,2,2,1
031300021302,24,162.73287963867188,1.5899133326159038,10.0,0.7642603413938037,18,2025-04-07 18:00:00+00:00,18,10,4,0,0,0
031300021302,72,196.7252960205078,1.5197402740305754,10.0,0.7455214409351519,19,2024-09-27 10:00:00+00:00,19,11,3,0,0,0
031300021306,1,53.393768310546875,1.2572542306453822,5.0,0.6257074299504993,3,2020-06-09 19:00:00+00:00,3,1,0,0,0,0
031300021306,3,92.70134735107422,1.5737889828310767,10.0,0.7766688256935541,11,2025-08-02 22:00:00+00:00,11,3,2,0,0,0
031300021306,6,128.1758575439453,1.7957200178342847,25.0,0.8689508167104494,12,2024-03-09 05:00:00+00:00,12,5,3,1,0,0
031300021306,24,193.31602478027344,1.8946793024598891,25.0,0.8921218665906953,18,2025-04-07 19:00:00+00:00,18,8,6,1,0,0
031300021306,72,223.64122009277344,1.7336941329344253,25.0,0.8340642826546729,15,2024-09-27 10:00:00+00:00,15,10,5,1,0,0
031300030301,1,43.207027435302734,1.011124259720978,2.0,0.503738950881495,1,2021-10-04 17:00:00+00:00,1,0,0,0,0,0
031300030301,3,88.18643188476562,1.490506254791462,10.0,0.7323870185099175,9,2025-04-06 22:00:00+00:00,9,4,3,0,0,0
031300030301,6,118.53379821777344,1.6575621504417741,10.0,0.7936103207817699,12,2024-02-12 03:00:00+00:00,12,6,4,0,0,0
031300030301,24,183.1957244873047,1.796740517148171,25.0,0.8308463643749054,17,2025-04-07 19:00:00+00:00,17,8,3,2,0,0
031300030301,72,199.15414428710938,1.5444169680213544,10.0,0.7304633556481042,15,2025-04-07 22:00:00+00:00,15,9,4,0,0,0
031300030304,1,51.14324951171875,1.194411788644497,2.0,0.5906284477492556,2,2025-04-06 21:00:00+00:00,2,0,0,0,0,0
031300030304,3,85.56090545654297,1.4448854858494335,10.0,0.7027210558544282,8,2025-04-06 22:00:00+00:00,8,4,1,0,0,0
031300030304,6,102.8367691040039,1.4384957847797386,10.0,0.6811694833540591,13,2025-04-07 01:00:00+00:00,13,6,1,0,0,0
031300030304,24,166.8842315673828,1.6383209827651302,10.0,0.7504493898490325,14,2025-04-07 19:00:00+00:00,14,7,3,0,0,0
031300030304,72,193.31375122070312,1.5054026551385276,10.0,0.7055318160941816,15,2025-04-07 22:00:00+00:00,15,6,2,0,0,0
031300030305,1,62.65690231323242,1.4564107206256476,10.0,0.7250970201419755,3,2025-04-06 21:00:00+00:00,3,1,1,0,0,0
031300030305,3,89.21863555908203,1.5005883132728992,10.0,0.7332725190095147,7,2025-04-06 22:00:00+00:00,7,5,2,0,0,0
031300030305,6,113.2789077758789,1.5797878839416317,10.0,0.7479201274382807,14,2025-04-07 01:00:00+00:00,14,5,1,0,0,0
031300030305,24,169.68202209472656,1.662562476175839,10.0,0.7553127724934549,16,2025-04-07 19:00:00+00:00,16,6,4,0,0,0
031300030305,72,203.90196228027344,1.5837746651807192,10.0,0.7369077523792675,13,2025-04-07 22:00:00+00:00,13,8,3,0,0,0
031300030306,1,48.32468795776367,1.1105164806982952,2.0,0.5530939549482231,2,2025-04-06 21:00:00+00:00,2,0,0,0,0,0
031300030306,3,81.80376434326172,1.3637799682148077,5.0,0.6630467012941894,7,2025-03-16 07:00:00+00:00,7,3,0,0,0,0
031300030306,6,96.21205139160156,1.3331299912952863,5.0,0.6230809065132258,13,2025-05-27 04:00:00+00:00,13,2,0,0,0,0
031300030306,24,163.2259979248047,1.590900711532688,10.0,0.7065969079369812,17,2025-04-07 19:00:00+00:00,17,4,2,0,0,0
031300030306,72,252.16078186035156,1.959085403756805,50.0,0.893497573157648,13,2024-09-27 10:00:00+00:00,13,5,3,1,1,0
031300030401,1,58.79399108886719,1.3724528666018665,5.0,0.6998690316055936,2,2019-04-19 09:00:00+00:00,2,1,0,0,0,0
031300030401,3,109.49079895019531,1.8355725405214005,50.0,0.9321900266502586,8,2024-09-27 08:00:00+00:00,8,4,3,1,1,0
031300030401,6,156.11099243164062,2.1543319676429817,100.0,1.0684689541920234,14,2024-03-09 05:00:00+00:00,14,6,3,3,1,1
031300030401,24,197.58648681640625,1.9022255529296594,50.0,0.9030549246513143,22,2025-04-07 18:00:00+00:00,22,13,6,2,1,0
031300030401,72,233.78993225097656,1.7632453992214308,25.0,0.8502837804206179,17,2025-04-07 22:00:00+00:00,17,11,9,1,0,0
031300030402,1,57.63578414916992,1.3513986495133279,5.0,0.683034107632122,3,2020-06-09 19:00:00+00:00,3,2,0,0,0,0
031300030402,3,125.98736572265625,2.128236094159911,100.0,1.0668720791085196,9,2024-02-12 10:00:00+00:00,9,4,2,1,1,1
031300030402,6,151.9894256591797,2.1176798158187924,100.0,1.0362683360844056,13,2024-03-09 05:00:00+00:00,13,5,5,2,2,1
031300030402,24,196.3731231689453,1.911013017422886,50.0,0.9002101972918988,21,2025-04-07 19:00:00+00:00,21,10,6,3,1,0
031300030402,72,222.91384887695312,1.7023240267908994,25.0,0.8179663371796402,19,2024-09-27 09:00:00+00:00,19,9,7,1,0,0
031300030403,1,48.43852615356445,1.1264116987819914,2.0,0.5658775742176672,2,2025-04-06 21:00:00+00:00,2,0,0,0,0,0
031300030403,3,86.42167663574219,1.4530144353940662,10.0,0.7179873857497839,9,2025-04-06 22:00:00+00:00,9,3,1,0,0,0
031300030403,6,110.89178466796875,1.5439514866297404,10.0,0.7388106853338328,12,2025-04-07 01:00:00+00:00,12,4,2,0,0,0
031300030403,24,176.92568969726562,1.7281148966280337,25.0,0.7904175219136623,17,2025-04-07 19:00:00+00:00,17,8,3,1,0,0
031300030403,72,205.11203002929688,1.5826322780094848,10.0,0.7410027601448576,16,2025-04-07 22:00:00+00:00,16,10,5,0,0,0
031300030501,1,51.56108474731445,1.1894142833084482,2.0,0.6074607149261743,3,2024-02-12 00:00:00+00:00,3,0,0,0,0,0
031300030501,3,107.30611419677734,1.7833388152774614,25.0,0.8988595889939818,10,2024-02-12 00:00:00+00:00,10,5,4,2,0,0
031300030501,6,170.09860229492188,2.331866395992032,200.0,1.137095953896269,14,2024-03-09 05:00:00+00:00,14,7,6,3,2,2
031300030501,24,213.23138427734375,2.0423991444721654,50.0,0.9413881998666145,21,2025-04-07 19:00:00+00:00,21,12,6,3,1,0
031300030501,72,257.00640869140625,1.9322948991390345,50.0,0.905944201801972,21,2025-04-07 22:00:00+00:00,21,13,7,2,1,0
031300030502,1,55.0672607421875,1.276948057137748,5.0,0.6503938634836866,6,2024-05-10 04:00:00+00:00,6,1,0,0,0,0
031300030502,3,116.2303466796875,1.9423724947333307,50.0,0.9774786903498982,8,2024-02-12 00:00:00+00:00,8,4,4,1,1,0
031300030502,6,162.0389404296875,2.234812703106864,100.0,1.0893263491318073,14,2024-03-09 05:00:00+00:00,14,7,4,2,1,1
031300030502,24,214.39320373535156,2.0676168995758557,50.0,0.955643772636551,23,2025-04-07 19:00:00+00:00,23,10,5,2,1,0
031300030502,72,244.7933349609375,1.853078628177565,25.0,0.8731740941819851,19,2025-04-07 22:00:00+00:00,19,11,7,2,0,0
031300030503,1,50.03587341308594,1.1571999908990684,2.0,0.5876730891645467,2,2022-02-04 07:00:00+00:00,2,0,0,0,0,0
031300030503,3,88.31021881103516,1.4764219171504274,10.0,0.7372362325976245,10,2025-04-06 22:00:00+00:00,10,3,1,0,0,0
031300030503,6,130.11109924316406,1.7991360984553657,25.0,0.8663130361061506,15,2024-09-13 13:00:00+00:00,15,6,3,1,0,0
031300030503,24,176.612060546875,1.7097635505768056,10.0,0.7782342941961379,19,2025-04-07 19:00:00+00:00,19,9,4,0,0,0
031300030503,72,240.86080932617188,1.8363393344972587,25.0,0.8548364329868438,19,2025-04-07 22:00:00+00:00,19,9,5,1,0,0
031300030504,1,55.501190185546875,1.2790923372194745,5.0,0.6462740113633496,2,2025-04-06 21:00:00+00:00,2,1,0,0,0,0
031300030504,3,83.96531677246094,1.4019173496924353,10.0,0.6934896122109435,8,2025-04-06 22:00:00+00:00,8,5,2,0,0,0
031300030504,6,101.82498168945312,1.4097789406567118,10.0,0.6701213719720367,12,2025-04-07 01:00:00+00:00,12,6,2,0,0,0
031300030504,24,175.36778259277344,1.7043760699160109,10.0,0.7650635252877395,20,2025-04-07 19:00:00+00:00,20,6,4,0,0,0
031300030504,72,222.87620544433594,1.7149601944045312,25.0,0.7892159229722477,18,2025-04-07 22:00:00+00:00,18,6,4,1,0,0
031300030505,3,84.04938507080078,1.3942570847025662,10.0,0.6819375261377281,10,2025-03-16 07:00:00+00:00,10,2,1,0,0,0
031300030505,6,108.77871704101562,1.5004104732303243,10.0,0.7013919947581925,12,2024-09-13 15:00:00+00:00,12,5,1,0,0,0
031300030505,24,171.70724487304688,1.6663941232165338,10.0,0.7325845920297348,15,2025-04-07 19:00:00+00:00,15,5,2,0,0,0
031300030505,72,268.2929992675781,2.0760068486479324,50.0,0.9384518183123814,16,2024-09-27 09:00:00+00:00,16,8,5,1,1,0
031300030602,1,60.27557373046875,1.36172952392415,5.0,0.6794553025060096,4,2024-09-13 13:00:00+00:00,4,3,0,0,0,0
031300030602,3,95.70974731445312,1.5740739881406227,10.0,0.7631819403533077,7,2024-09-13 15:00:00+00:00,7,3,2,0,0,0
031300030602,6,113.10446166992188,1.5497152340256113,10.0,0.7151599154015557,9,2024-09-13 15:00:00+00:00,9,4,1,0,0,0
031300030602,24,174.6416778564453,1.6825222145553629,10.0,0.7272888804862838,15,2025-04-07 20:00:00+00:00,15,5,1,0,0,0
031300030602,72,298.9604187011719,2.31072476155466,100.0,1.0308030440182232,17,2024-12-11 12:00:00+00:00,17,8,5,1,1,1
031300030605,1,65.18724060058594,1.4788444878918983,10.0,0.7433125824461745,3,2021-08-17 05:00:00+00:00,3,1,1,0,0,0
031300030605,3,84.99745178222656,1.4023359555229749,10.0,0.6845737605028761,10,2025-03-16 07:00:00+00:00,10,5,1,0,0,0
031300030605,6,104.87244415283203,1.440132436293469,10.0,0.6684828854534024,13,2024-09-13 15:00:00+00:00,13,7,2,0,0,0
031300030605,24,190.9127655029297,1.844906891139128,25.0,0.7996850384941105,18,2025-04-07 19:00:00+00:00,18,7,2,1,0,0
031300030605,72,305.28125,2.356714887382243,100.0,1.0526414084163898,17,2024-09-27 09:00:00+00:00,17,9,5,1,1,1
031300030606,1,64.85089111328125,1.455243113401329,10.0,0.7295926543782432,5,2024-09-13 13:00:00+00:00,5,2,1,0,0,0
031300030606,3,85.6779556274414,1.401067974761279,10.0,0.679924179205236,6,2024-09-13 14:00:00+00:00,6,4,1,0,0,0
031300030606,6,105.1343002319336,1.4330779374957723,10.0,0.6573463435349649,10,2024-09-13 15:00:00+00:00,10,4,1,0,0,0
031300030606,24,182.22637939453125,1.7493187717824943,10.0,0.7434507709402981,15,2024-12-11 11:00:00+00:00,15,6,2,0,0,0
031300030606,72,324.5855712890625,2.499641405726188,100.0,1.0991898498490515,19,2024-12-11 12:00:00+00:00,19,10,4,2,1,1
031300030801,1,44.04405212402344,1.0063069265352322,2.0,0.5124478422927521,1,2024-09-13 10:00:00+00:00,1,0,0,0,0,0
031300030801,3,104.50608825683594,1.7325155636801557,25.0,0.8613406388046713,12,2025-04-06 22:00:00+00:00,12,3,3,2,0,0
031300030801,6,161.37042236328125,2.215957422757969,100.0,1.0536330081003766,11,2024-09-13 13:00:00+00:00,11,6,4,1,1,1
031300030801,24,196.47511291503906,1.8877292894211015,25.0,0.8385705677726796,19,2025-04-07 19:00:00+00:00,19,9,4,1,0,0
031300030801,72,264.0893249511719,2.00439339207909,50.0,0.9117519487579362,21,2025-04-07 22:00:00+00:00,21,10,5,1,1,0
031300030802,1,63.36164855957031,1.439869077471579,10.0,0.7269263911710874,3,2025-03-16 06:00:00+00:00,3,1,1,0,0,0
031300030802,3,103.00794982910156,1.7027270069725666,25.0,0.8343108288365587,9,2025-03-16 07:00:00+00:00,9,6,3,1,0,0
031300030802,6,124.89925384521484,1.716418490425199,25.0,0.7995078290818811,13,2024-09-13 13:00:00+00:00,13,7,2,1,0,0
031300030802,24,200.293701171875,1.9337461893959431,25.0,0.8395283768288103,16,2025-04-07 19:00:00+00:00,16,6,4,1,0,0
031300030802,72,289.3115234375,2.2218932207603057,50.0,0.9927647410736051,18,2024-09-27 09:00:00+00:00,18,8,7,1,1,0
031300030803,1,51.853172302246094,1.1755463989681487,2.0,0.5944367731835701,3,2025-03-16 06:00:00+00:00,3,0,0,0,0,0
031300030803,3,96.11946105957031,1.5866181757666928,10.0,0.7774332244141877,7,2025-03-16 07:00:00+00:00,7,4,3,0,0,0
031300030803,6,114.02325439453125,1.563990869555029,10.0,0.7276292979470649,13,2024-09-13 13:00:00+00:00,13,4,3,0,0,0
031300030803,24,186.48414611816406,1.7943213735604813,25.0,0.7761351983506033,15,2024-09-27 09:00:00+00:00,15,7,3,1,0,0
031300030803,72,277.24298095703125,2.117872343877382,50.0,0.9426056459106817,18,2024-09-27 09:00:00+00:00,18,10,7,3,1,0
031300030804,1,86.34819793701172,1.9366085481047763,50.0,0.9695618426072862,3,2020-09-17 04:00:00+00:00,3,2,2,1,1,0
031300030804,3,121.72349548339844,1.9920102091737462,50.0,0.9605044907924396,5,2021-08-17 05:00:00+00:00,5,3,2,2,1,0
031300030804,6,139.73043823242188,1.9056763053827839,25.0,0.8668948820799868,12,2024-03-09 07:00:00+00:00,12,2,2,1,0,0
031300030804,24,221.57786560058594,2.1259654913812485,50.0,0.8956887491702683,14,2020-09-17 06:00:00+00:00,14,5,2,2,1,0
