catalog_event_id,matched_flood_report_count,matched_flash_flood_count,matched_property_damage_usd,matched_crop_damage_usd,matched_direct_deaths,matched_direct_injuries
AL-RF-20200206-0404,35,15,250000.0,0.0,1.0,1.0
AL-RF-20200213-0405,20,11,250000.0,0.0,0.0,0.0
AL-RF-20200219-0406,5,0,250000.0,0.0,0.0,0.0
AL-RF-20200220-0407,3,0,250000.0,0.0,0.0,0.0
AL-RF-20200305-0408,0,0,0.0,0.0,0.0,0.0
AL-RF-20200413-0409,44,33,0.0,0.0,0.0,0.0
AL-RF-20200420-0410,5,5,5000.0,0.0,0.0,0.0
AL-RF-20200423-0411,2,2,5000.0,0.0,0.0,0.0
AL-RF-20200528-0412,0,0,0.0,0.0,0.0,0.0
AL-RF-20200606-0413,4,0,0.0,0.0,0.0,0.0
AL-RF-20200609-0414,6,2,25000.0,0.0,0.0,0.0
AL-RF-20200708-0415,1,1,0.0,0.0,0.0,0.0
AL-RF-20200712-0416,3,0,0.0,0.0,0.0,0.0
AL-RF-20200730-0417,0,0,0.0,0.0,0.0,0.0
AL-RF-20200820-0418,2,2,0.0,0.0,0.0,0.0
AL-RF-20200822-0419,0,0,0.0,0.0,0.0,0.0
AL-RF-20200826-0420,9,8,0.0,0.0,0.0,0.0
AL-RF-20200831-0421,7,6,0.0,0.0,0.0,0.0
AL-RF-20200916-0422,26,24,1000000.0,0.0,1.0,0.0
AL-RF-20200925-0423,0,0,0.0,0.0,0.0,0.0
AL-RF-20201029-0424,8,0,0.0,0.0,0.0,0.0
AL-RF-20201111-0425,0,0,0.0,0.0,0.0,0.0
AL-RF-20210316-0426,23,22,0.0,0.0,0.0,0.0
AL-RF-20210326-0427,17,16,0.0,0.0,0.0,0.0
AL-RF-20210331-0428,8,7,0.0,0.0,0.0,0.0
AL-RF-20210410-0429,0,0,0.0,0.0,0.0,0.0
AL-RF-20210415-0430,2,2,0.0,0.0,0.0,0.0
AL-RF-20210418-0431,0,0,0.0,0.0,0.0,0.0
AL-RF-20210424-0432,2,2,0.0,0.0,0.0,0.0
AL-RF-20210505-0433,12,11,0.0,0.0,0.0,0.0
AL-RF-20210606-0434,2,2,0.0,0.0,0.0,0.0
AL-RF-20210608-0435,2,2,0.0,0.0,0.0,0.0
AL-RF-20210611-0436,1,1,0.0,0.0,0.0,0.0
AL-RF-20210611-0437,1,1,0.0,0.0,0.0,0.0
AL-RF-20210620-0438,21,11,3350000.0,0.0,2.0,0.0
AL-RF-20210629-0439,0,0,0.0,0.0,0.0,0.0
AL-RF-20210817-0440,6,6,0.0,0.0,0.0,0.0
AL-RF-20210830-0441,7,3,0.0,0.0,0.0,0.0
AL-RF-20210915-0442,14,14,250000.0,0.0,0.0,0.0
AL-RF-20210918-0443,32,21,5000.0,0.0,2.0,0.0
AL-RF-20210921-0444,27,16,5000.0,0.0,2.0,0.0
AL-RF-20211007-0445,36,36,100000.0,0.0,4.0,0.0
AL-RF-20211210-0446,1,1,0.0,0.0,0.0,0.0
AL-RF-20211219-0447,0,0,0.0,0.0,0.0,0.0
AL-RF-20211230-0448,0,0,0.0,0.0,0.0,0.0
AL-RF-20220204-0449,17,17,200000.0,0.0,0.0,0.0
AL-RF-20220218-0450,4,4,0.0,0.0,0.0,0.0
AL-RF-20220223-0451,10,5,0.0,0.0,0.0,0.0
AL-RF-20220318-0452,14,14,0.0,0.0,0.0,0.0
AL-RF-20220323-0453,8,5,0.0,0.0,3.0,0.0
AL-RF-20220405-0454,0,0,0.0,0.0,0.0,0.0
AL-RF-20220407-0455,0,0,0.0,0.0,0.0,0.0
AL-RF-20220416-0456,2,2,0.0,0.0,0.0,0.0
AL-RF-20220526-0457,1,1,250000.0,0.0,0.0,0.0
AL-RF-20220608-0458,13,13,0.0,0.0,0.0,0.0
AL-RF-20220629-0459,2,2,0.0,0.0,0.0,0.0
AL-RF-20220710-0460,4,4,0.0,0.0,0.0,0.0
AL-RF-20220714-0461,0,0,0.0,0.0,0.0,0.0
AL-RF-20220719-0462,0,0,0.0,0.0,0.0,0.0
AL-RF-20220722-0463,1,1,0.0,0.0,0.0,0.0
AL-RF-20220819-0464,4,4,0.0,0.0,0.0,0.0
AL-RF-20220821-0465,0,0,0.0,0.0,0.0,0.0
AL-RF-20220824-0466,17,16,0.0,0.0,0.0,0.0
AL-RF-20220904-0467,10,4,0.0,0.0,0.0,0.0
AL-RF-20221012-0468,0,0,0.0,0.0,0.0,0.0
AL-RF-20221013-0469,0,0,0.0,0.0,0.0,0.0
AL-RF-20221130-0470,4,3,0.0,0.0,0.0,0.0
AL-RF-20230104-0471,7,5,20000.0,0.0,0.0,0.0
AL-RF-20230302-0472,10,8,0.0,0.0,0.0,0.0
AL-RF-20230325-0473,0,0,0.0,0.0,0.0,0.0
AL-RF-20230327-0474,7,7,0.0,0.0,0.0,0.0
AL-RF-20230511-0475,5,4,0.0,0.0,0.0,0.0
AL-RF-20230616-0476,41,28,0.0,0.0,0.0,0.0
AL-RF-20230621-0477,41,28,0.0,0.0,0.0,0.0
AL-RF-20230710-0478,1,1,0.0,0.0,0.0,0.0
AL-RF-20230713-0479,2,2,0.0,0.0,0.0,0.0
AL-RF-20230721-0480,11,11,0.0,0.0,0.0,0.0
AL-RF-20230804-0481,6,2,0.0,0.0,0.0,0.0
AL-RF-20230902-0482,1,1,0.0,0.0,0.0,0.0
AL-RF-20240109-0483,4,3,0.0,0.0,0.0,0.0
AL-RF-20240125-0484,0,0,0.0,0.0,0.0,0.0
AL-RF-20240127-0485,0,0,0.0,0.0,0.0,0.0
AL-RF-20240212-0486,26,23,125000.0,0.0,0.0,0.0
AL-RF-20240301-0487,6,0,0.0,0.0,0.0,0.0
AL-RF-20240309-0488,9,9,0.0,0.0,0.0,0.0
AL-RF-20240411-0489,3,1,0.0,0.0,0.0,0.0
AL-RF-20240430-0490,0,0,0.0,0.0,0.0,0.0
AL-RF-20240510-0491,7,7,0.0,0.0,0.0,0.0
AL-RF-20240513-0492,2,2,0.0,0.0,0.0,0.0
AL-RF-20240514-0493,2,2,0.0,0.0,0.0,0.0
AL-RF-20240517-0494,7,7,0.0,0.0,0.0,0.0
AL-RF-20240527-0495,3,3,0.0,0.0,0.0,0.0
AL-RF-20240610-0496,0,0,0.0,0.0,0.0,0.0
AL-RF-20240627-0497,0,0,0.0,0.0,0.0,0.0
AL-RF-20240709-0498,0,0,0.0,0.0,0.0,0.0
AL-RF-20240720-0499,0,0,0.0,0.0,0.0,0.0
AL-RF-20240724-0500,3,3,0.0,0.0,0.0,0.0
AL-RF-20240728-0501,2,2,0.0,0.0,0.0,0.0
AL-RF-20240907-0502,0,0,0.0,0.0,0.0,0.0
AL-RF-20240915-0503,26,11,0.0,0.0,0.0,0.0
AL-RF-20240926-0504,4,2,0.0,0.0,0.0,0.0
AL-RF-20240927-0505,4,2,0.0,0.0,0.0,0.0
AL-RF-20241119-0506,0,0,0.0,0.0,0.0,0.0
AL-RF-20241211-0507,0,0,0.0,0.0,0.0,0.0
AL-RF-20241229-0508,0,0,0.0,0.0,0.0,0.0
AL-RF-20250213-0509,16,14,0.0,0.0,0.0,0.0
AL-RF-20250316-0510,4,4,0.0,0.0,0.0,0.0
AL-RF-20250330-0511,0,0,0.0,0.0,0.0,0.0
AL-RF-20250331-0512,0,0,0.0,0.0,0.0,0.0
AL-RF-20250407-0513,22,22,0.0,0.0,0.0,0.0
AL-RF-20250422-0514,1,1,0.0,0.0,0.0,0.0
AL-RF-20250503-0515,0,0,0.0,0.0,0.0,0.0
AL-RF-20250503-0516,0,0,0.0,0.0,0.0,0.0
AL-RF-20250510-0517,3,2,0.0,0.0,0.0,0.0
AL-RF-20250512-0518,3,2,0.0,0.0,0.0,0.0
AL-RF-20250519-0519,7,6,0.0,0.0,0.0,0.0
AL-RF-20250521-0520,7,6,0.0,0.0,0.0,0.0
AL-RF-20250526-0521,2,2,0.0,0.0,0.0,0.0
AL-RF-20250527-0522,4,4,0.0,0.0,0.0,0.0
AL-RF-20250529-0523,2,2,0.0,0.0,0.0,0.0
AL-RF-20250608-0524,0,0,0.0,0.0,0.0,0.0
AL-RF-20250615-0525,1,1,0.0,0.0,0.0,0.0
AL-RF-20250803-0526,6,5,0.0,0.0,1.0,1.0
AL-RF-20250806-0527,0,0,0.0,0.0,0.0,0.0
AL-RF-20250813-0528,2,2,0.0,0.0,0.0,0.0
AL-RF-20251005-0529,0,0,0.0,0.0,0.0,0.0
AL-RF-20251006-0530,0,0,0.0,0.0,0.0,0.0
AL-RF-20251125-0531,0,0,0.0,0.0,0.0,0.0
