huc12,flood_report_count,flash_flood_report_count,property_damage_usd,crop_damage_usd,direct_deaths,direct_injuries
060300020604,8,6,0.0,0.0,0,0
060300020606,1,0,0.0,0.0,0,0
060300020701,5,4,40000.0,0.0,0,0
060300020702,29,20,2000.0,0.0,0,0
060300020703,2,1,0.0,0.0,0,0
060300020801,7,5,10000.0,0.0,0,0
060300020802,5,2,0.0,0.0,0,0
060300020803,2,1,0.0,0.0,0,0
060300020901,7,7,0.0,0.0,2,0
060300020902,4,0,450000.0,0.0,1,0
060300020903,4,3,1000.0,0.0,0,0
060300020904,6,3,115000.0,0.0,0,0
060300020905,13,11,125000.0,0.0,0,0
060300020906,1,0,0.0,0.0,0,0
060300021002,1,1,0.0,0.0,0,0
060300021003,13,9,0.0,0.0,0,0
060300021004,2,2,0.0,0.0,0,0
060300021005,9,5,0.0,0.0,0,0
060300021006,4,4,0.0,0.0,0,0
060300021007,6,6,0.0,0.0,0,0
060300021008,8,6,0.0,0.0,0,0
060300021009,1,1,0.0,0.0,0,0
060300021010,2,1,0.0,0.0,0,0
060300021011,4,3,500.0,0.0,0,0
060300021013,4,2,0.0,0.0,0,0
060300021014,20,10,1000000.0,0.0,0,0
060300021101,12,6,0.0,0.0,0,0
060300021102,32,25,70000.0,0.0,0,0
060300021103,7,5,500.0,0.0,0,0
060300021104,2,2,500000.0,0.0,0,0
060300021105,5,4,0.0,0.0,0,0
060300021106,1,1,0.0,0.0,0,0
060300021107,2,1,0.0,0.0,0,0
060300021202,14,9,7500.0,0.0,0,0
060300021203,1,0,0.0,0.0,0,0
060300021204,3,1,18000.0,0.0,0,0
060300021205,1,1,0.0,0.0,0,0
060300040303,4,3,0.0,0.0,0,0
060300040401,2,0,0.0,0.0,0,0
060300040402,2,2,0.0,0.0,0,0
060300040403,2,1,0.0,0.0,0,0
060300040404,18,10,0.0,0.0,1,2
060300040405,8,3,5000.0,0.0,0,0
060300050101,2,2,0.0,0.0,0,0
060300050102,17,11,60000.0,0.0,0,0
060300050103,5,5,0.0,0.0,0,0
060300050104,3,1,0.0,0.0,0,0
060300050105,2,1,0.0,0.0,0,0
060300050201,6,4,0.0,0.0,0,0
060300050202,12,6,0.0,0.0,0,0
060300050301,1,1,0.0,0.0,0,0
060300050302,1,0,0.0,0.0,0,0
060300050304,11,4,0.0,0.0,0,0
060300050507,3,1,1000000.0,0.0,0,0
060300050508,5,2,0.0,0.0,0,0
060300050509,9,5,20000.0,0.0,0,0
060300050601,3,1,0.0,0.0,0,0
060300050602,1,1,0.0,0.0,0,0
060300050603,6,3,30000.0,0.0,1,0
060300050604,14,12,0.0,0.0,0,0
060300050605,26,21,0.0,0.0,0,0
060300050702,8,7,0.0,0.0,0,0
060300050703,26,23,2000.0,0.0,0,0
060300050801,11,11,0.0,0.0,0,0
060300050802,8,2,0.0,0.0,0,0
060300050803,38,28,20000.0,0.0,0,0
060300050805,4,2,0.0,0.0,0,0
060300050806,1,1,0.0,0.0,0,0
060300050807,4,3,0.0,0.0,0,0
060300050808,14,12,500.0,0.0,0,0
060300050901,1,1,1000.0,0.0,0,0
060300050902,2,2,0.0,0.0,0,0
060300051001,2,1,0.0,0.0,0,0
060300051002,16,14,5000.0,0.0,0,0
060300051004,2,1,5000.0,0.0,0,0
060300051202,1,1,0.0,0.0,1,0
060300051203,1,0,0.0,0.0,0,0
060300060101,1,1,0.0,0.0,0,0
060300060102,3,3,2000.0,0.0,0,0
060300060103,8,8,5000.0,0.0,0,0
060300060104,2,2,0.0,0.0,0,0
060300060105,3,3,0.0,0.0,0,0
060300060201,10,7,25000.0,0.0,0,0
060300060202,1,1,0.0,0.0,0,0
060300060203,1,0,0.0,0.0,0,0
060300060207,1,1,0.0,0.0,0,0
060300060304,2,0,0.0,0.0,0,0
060300060305,10,10,20000.0,0.0,0,0
