catalog_event_id,huc12,primary_peak_time_utc,storm_type,storm_name,month,month_name,season
AL-RF-19790304-0001,031401060201,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031401060202,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031401060203,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031401060501,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031401060503,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031401060703,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031401070103,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031401070104,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031401070201,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031401070202,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031401070203,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031401070204,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031401070205,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031401070300,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050101,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050106,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050204,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050206,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050207,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050301,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050302,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050303,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050304,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050501,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050502,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050604,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050605,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050701,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050702,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050703,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050704,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050705,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050801,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050802,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050803,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050804,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050805,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050806,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050807,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050901,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050902,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050903,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050904,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050905,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050906,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050907,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050908,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501050909,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501051001,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501051002,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501051003,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060101,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060102,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060103,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060104,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060105,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060106,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060107,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060108,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060201,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060202,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060203,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060204,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060301,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060302,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060304,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060305,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060306,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060307,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060308,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060309,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060401,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060402,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060403,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060404,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060405,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060406,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060407,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060408,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060409,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060501,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060502,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060503,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060504,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060505,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060506,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060507,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060508,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060509,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060510,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060511,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060512,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060513,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060514,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060601,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060602,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060603,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060604,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060605,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060701,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060702,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060703,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060801,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060802,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060803,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060804,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060805,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060806,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060807,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060808,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060809,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501060810,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070101,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070102,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070103,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070104,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070105,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070106,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070201,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070202,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070203,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070204,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070205,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070301,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070302,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070303,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070304,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070401,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070402,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070403,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070404,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070405,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070406,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070501,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070502,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070503,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070601,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070602,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070603,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070701,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070702,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070703,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070704,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070705,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070706,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070707,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070708,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070709,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070801,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070802,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070803,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070901,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070902,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070903,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070904,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501070906,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501080205,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501080303,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501080304,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501080305,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501080401,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501080402,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501080403,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501080404,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501080405,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501080704,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501080801,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501080803,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501080901,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501080903,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501080905,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501080906,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501081001,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501081002,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501081003,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501081004,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501081005,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501081006,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501090101,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501090102,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501090103,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501090105,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501090401,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501090402,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501090403,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031501090404,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502010102,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502010201,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502010202,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502010601,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502010602,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502010603,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502010703,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502010704,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502010705,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502010706,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502010901,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502010902,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502010903,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502011001,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502011002,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502011003,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502011004,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502011005,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502011006,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502011101,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502011102,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502011201,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502011202,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502011203,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502011204,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502011205,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502011206,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502011207,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020101,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020201,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020202,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020203,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020205,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020206,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020401,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020402,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020403,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020404,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020405,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020406,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020407,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020501,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020502,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020503,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020504,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020505,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020506,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020507,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020601,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020602,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020603,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020701,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020702,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020703,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020801,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020802,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020803,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020804,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020805,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020901,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502020902,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502030101,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502030102,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502030103,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502030104,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502030105,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502030106,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502030107,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502030108,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502030109,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502030110,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502030208,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502030209,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502030301,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502030302,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502030303,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
AL-RF-19790304-0001,031502030408,1979-03-04 06:00:00+00:00,Convective candidate,,3,Mar,Spring
