monitoring_location_id,site_no,site_name,site_type_code,huc12,hydrologic_unit_code,drainage_area_sqmi,contributing_drainage_area_sqmi,water_year,peak_time,peak_cfs,peak_cfs_per_sqmi,unit_of_measure,qualifier,qualifier_text,has_qualifier,peak_since,duplicate_count,descending_rank,empirical_aep,empirical_return_period_years,empirical_flood_class,lp3_return_period_years,lp3_flood_class,primary_screening_return_period_years,primary_flood_class
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1886.0,1886-04-08 00:00:00+00:00,248000.0,14.507165837964317,ft3/s,7,7,True,,1.0,4,0.04,25.0,25–50-year,45.910429025776025,25–50-year,45.910429025776025,25–50-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1891.0,1891-03-14 00:00:00+00:00,136000.0,7.955542556303013,ft3/s,,,False,,1.0,41,0.41,2.4390243902439024,2–5-year,2.5567440445605754,2–5-year,2.5567440445605754,2–5-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1892.0,1892-01-19 00:00:00+00:00,179000.0,10.470897923369407,ft3/s,,,False,,1.0,11,0.11,9.090909090909092,5–10-year,7.009244251082359,5–10-year,7.009244251082359,5–10-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1893.0,1893-02-21 00:00:00+00:00,123000.0,7.195086282538754,ft3/s,,,False,,1.0,53,0.53,1.8867924528301885,<2-year,1.9820077142202466,<2-year,1.9820077142202466,<2-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1894.0,1894-02-17 00:00:00+00:00,81000.0,4.738227551915765,ft3/s,,,False,,1.0,87,0.87,1.1494252873563218,<2-year,1.1306821074396545,<2-year,1.1306821074396545,<2-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1895.0,1895-03-20 00:00:00+00:00,117000.0,6.844106463878327,ft3/s,,,False,,1.0,57,0.57,1.7543859649122808,<2-year,1.781597103327548,<2-year,1.781597103327548,<2-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1896.0,1896-02-11 00:00:00+00:00,87000.0,5.089207370576192,ft3/s,,,False,,1.0,85,0.85,1.1764705882352942,<2-year,1.190052788570003,<2-year,1.190052788570003,<2-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1897.0,1897-03-26 00:00:00+00:00,113000.0,6.610119918104709,ft3/s,,,False,,1.0,60,0.6,1.6666666666666667,<2-year,1.6665165187625892,<2-year,1.6665165187625892,<2-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1898.0,1897-10-11 00:00:00+00:00,75000.0,4.387247733255338,ft3/s,,,False,,1.0,94,0.94,1.0638297872340425,<2-year,1.0853871111344089,<2-year,1.0853871111344089,<2-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1899.0,1899-03-03 00:00:00+00:00,104000.0,6.083650190114068,ft3/s,,,False,,1.0,69,0.69,1.4492753623188408,<2-year,1.453792651896489,<2-year,1.453792651896489,<2-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1900.0,1900-02-17 00:00:00+00:00,128000.0,7.487569464755777,ft3/s,,,False,,1.0,48,0.48,2.0833333333333335,2–5-year,2.1780445974317493,2–5-year,2.1780445974317493,2–5-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1901.0,1901-01-17 00:00:00+00:00,107000.0,6.259140099444282,ft3/s,,,False,,1.0,66,0.66,1.5151515151515151,<2-year,1.5181623980828123,<2-year,1.5181623980828123,<2-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1902.0,1902-04-02 00:00:00+00:00,136000.0,7.955542556303013,ft3/s,,,False,,1.0,39,0.39,2.564102564102564,2–5-year,2.5567440445605754,2–5-year,2.5567440445605754,2–5-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1903.0,1903-02-15 00:00:00+00:00,136000.0,7.955542556303013,ft3/s,,,False,,1.0,40,0.4,2.5,2–5-year,2.5567440445605754,2–5-year,2.5567440445605754,2–5-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1904.0,1904-08-10 00:00:00+00:00,60700.0,3.5507458321146532,ft3/s,,,False,,1.0,97,0.97,1.0309278350515465,<2-year,1.0228951191006572,<2-year,1.0228951191006572,<2-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1905.0,1905-02-16 00:00:00+00:00,113000.0,6.610119918104709,ft3/s,,,False,,1.0,59,0.59,1.6949152542372883,<2-year,1.6665165187625892,<2-year,1.6665165187625892,<2-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1906.0,1906-03-24 00:00:00+00:00,138000.0,8.072535829189821,ft3/s,,,False,,1.0,37,0.37,2.7027027027027026,2–5-year,2.6657302109580483,2–5-year,2.6657302109580483,2–5-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1907.0,1907-03-06 00:00:00+00:00,100000.0,5.849663644340451,ft3/s,,,False,,1.0,73,0.73,1.36986301369863,<2-year,1.3771236727147456,<2-year,1.3771236727147456,<2-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1908.0,1908-02-20 00:00:00+00:00,116000.0,6.785609827434922,ft3/s,,,False,,1.0,58,0.58,1.7241379310344829,<2-year,1.7515198746482006,<2-year,1.7515198746482006,<2-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1909.0,1909-03-18 00:00:00+00:00,146000.0,8.540508920737057,ft3/s,,,False,,1.0,31,0.31,3.2258064516129035,2–5-year,3.1692074182112466,2–5-year,3.1692074182112466,2–5-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1910.0,1910-07-07 00:00:00+00:00,83700.0,4.896168470312957,ft3/s,,,False,,1.0,86,0.86,1.1627906976744187,<2-year,1.1555387829108872,<2-year,1.1555387829108872,<2-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1911.0,1911-01-07 00:00:00+00:00,78100.0,4.568587306229892,ft3/s,,,False,,1.0,90,0.9,1.1111111111111112,<2-year,1.1071521970937281,<2-year,1.1071521970937281,<2-year
USGS-02423000,02423000,,ST,031502011207,03150201,17095.0,17095.0,1912.0,1912-04-24 00:00:00+00:00,133000.0,7.780052646972799,ft3/s,,,False,,1.0,43,0.43,2.3255813953488373,2–5-year,2.4044833331184456,2–5-year,2.4044833331184456,2–5-year
