monitoring_location_id,site_no,site_name,site_type_code,huc12,hydrologic_unit_code,drainage_area_sqmi,contributing_drainage_area_sqmi,water_year,peak_time,peak_cfs,peak_cfs_per_sqmi,unit_of_measure,qualifier,qualifier_text,has_qualifier,peak_since,duplicate_count,descending_rank,empirical_aep,empirical_return_period_years,empirical_flood_class,lp3_return_period_years,lp3_flood_class,primary_screening_return_period_years,primary_flood_class
USGS-02423414,02423414,,ST,031502020103,03150202,47.0,47.0,2004.0,2004-08-06 00:00:00+00:00,318.0,6.76595744680851,ft3/s,6,6,True,,1.0,21,0.9545454545454546,1.0476190476190477,<2-year,1.0271309981719117,<2-year,1.0271309981719117,<2-year
USGS-02423414,02423414,,ST,031502020103,03150202,47.0,47.0,2005.0,2004-11-24 00:00:00+00:00,2680.0,57.02127659574468,ft3/s,6,6,True,,1.0,2,0.09090909090909091,11.0,10–25-year,8.213872639975637,5–10-year,8.213872639975637,5–10-year
USGS-02423414,02423414,,ST,031502020103,03150202,47.0,47.0,2006.0,2006-02-07 00:00:00+00:00,1600.0,34.04255319148936,ft3/s,6,6,True,,1.0,13,0.5909090909090909,1.6923076923076923,<2-year,1.8195753276130433,<2-year,1.8195753276130433,<2-year
USGS-02423414,02423414,,ST,031502020103,03150202,47.0,47.0,2007.0,2007-05-11 00:00:00+00:00,319.0,6.787234042553192,ft3/s,6,6,True,,1.0,20,0.9090909090909091,1.1,<2-year,1.0272967021296189,<2-year,1.0272967021296189,<2-year
USGS-02423414,02423414,,ST,031502020103,03150202,47.0,47.0,2008.0,2008-08-26 00:00:00+00:00,985.0,20.95744680851064,ft3/s,6,6,True,,1.0,18,0.8181818181818182,1.222222222222222,<2-year,1.2580185956531837,<2-year,1.2580185956531837,<2-year
USGS-02423414,02423414,,ST,031502020103,03150202,47.0,47.0,2009.0,2009-09-18 00:00:00+00:00,2330.0,49.57446808510638,ft3/s,6,6,True,,1.0,6,0.2727272727272727,3.666666666666667,2–5-year,4.083838398449046,2–5-year,4.083838398449046,2–5-year
USGS-02423414,02423414,,ST,031502020103,03150202,47.0,47.0,2010.0,2009-11-11 00:00:00+00:00,2160.0,45.95744680851064,ft3/s,6,6,True,,1.0,7,0.3181818181818182,3.142857142857143,2–5-year,3.201530019921612,2–5-year,3.201530019921612,2–5-year
USGS-02423414,02423414,,ST,031502020103,03150202,47.0,47.0,2011.0,2011-03-09 00:00:00+00:00,1930.0,41.06382978723404,ft3/s,6,6,True,,1.0,8,0.36363636363636365,2.75,2–5-year,2.448918425170666,2–5-year,2.448918425170666,2–5-year
USGS-02423414,02423414,,ST,031502020103,03150202,47.0,47.0,2012.0,2012-01-27 00:00:00+00:00,1050.0,22.340425531914892,ft3/s,6,6,True,,1.0,16,0.7272727272727273,1.375,<2-year,1.2963227980026766,<2-year,1.2963227980026766,<2-year
USGS-02423414,02423414,,ST,031502020103,03150202,47.0,47.0,2013.0,2013-05-18 00:00:00+00:00,1340.0,28.51063829787234,ft3/s,6,6,True,,1.0,15,0.6818181818181818,1.4666666666666668,<2-year,1.5187498185749633,<2-year,1.5187498185749633,<2-year
USGS-02423414,02423414,,ST,031502020103,03150202,47.0,47.0,2014.0,2014-04-07 00:00:00+00:00,3060.0,65.1063829787234,ft3/s,6,6,True,,1.0,1,0.045454545454545456,22.0,10–25-year,37.58757272419284,25–50-year,37.58757272419284,25–50-year
USGS-02423414,02423414,,ST,031502020103,03150202,47.0,47.0,2015.0,2014-12-28 00:00:00+00:00,1480.0,31.48936170212766,ft3/s,6,6,True,,1.0,14,0.6363636363636364,1.5714285714285714,<2-year,1.6655477966785204,<2-year,1.6655477966785204,<2-year
USGS-02423414,02423414,,ST,031502020103,03150202,47.0,47.0,2016.0,2016-02-03 00:00:00+00:00,1900.0,40.42553191489362,ft3/s,6,6,True,,1.0,9,0.4090909090909091,2.444444444444444,2–5-year,2.3746607794345547,2–5-year,2.3746607794345547,2–5-year
USGS-02423414,02423414,,ST,031502020103,03150202,47.0,47.0,2017.0,2017-06-23 00:00:00+00:00,1640.0,34.8936170212766,ft3/s,6,6,True,,1.0,12,0.5454545454545454,1.8333333333333335,<2-year,1.8779479503606835,<2-year,1.8779479503606835,<2-year
USGS-02423414,02423414,,ST,031502020103,03150202,47.0,47.0,2018.0,2018-04-15 10:15:00+00:00,1760.0,37.4468085106383,ft3/s,6,6,True,,1.0,10,0.45454545454545453,2.2,2–5-year,2.0787868390997786,2–5-year,2.0787868390997786,2–5-year
USGS-02423414,02423414,,ST,031502020103,03150202,47.0,47.0,2019.0,2018-12-28 13:15:00+00:00,2370.0,50.42553191489362,ft3/s,6,6,True,,1.0,5,0.22727272727272727,4.4,2–5-year,4.355620689768018,2–5-year,4.355620689768018,2–5-year
USGS-02423414,02423414,,ST,031502020103,03150202,47.0,47.0,2020.0,2020-02-06 18:15:00+00:00,2500.0,53.191489361702125,ft3/s,6,6,True,,1.0,3,0.13636363636363635,7.333333333333334,5–10-year,5.498298186978593,5–10-year,5.498298186978593,5–10-year
USGS-02423414,02423414,,ST,031502020103,03150202,47.0,47.0,2021.0,2021-05-05 02:00:00+00:00,2440.0,51.91489361702128,ft3/s,6,6,True,,1.0,4,0.18181818181818182,5.5,5–10-year,4.913920707319289,2–5-year,4.913920707319289,2–5-year
