monitoring_location_id,site_no,site_name,site_type_code,huc12,hydrologic_unit_code,drainage_area_sqmi,contributing_drainage_area_sqmi,water_year,peak_time,peak_cfs,peak_cfs_per_sqmi,unit_of_measure,qualifier,qualifier_text,has_qualifier,peak_since,duplicate_count,descending_rank,empirical_aep,empirical_return_period_years,empirical_flood_class,lp3_return_period_years,lp3_flood_class,primary_screening_return_period_years,primary_flood_class
USGS-02453900,02453900,,ST,031601090403,03160109,4.7,4.7,1968.0,1968-01-10 00:00:00+00:00,635.0,135.1063829787234,ft3/s,,,False,,1.0,3,0.375,2.6666666666666665,2–5-year,,Insufficient record,2.6666666666666665,2–5-year
USGS-02453900,02453900,,ST,031601090403,03160109,4.7,4.7,1969.0,1969-04-10 00:00:00+00:00,231.0,49.148936170212764,ft3/s,,,False,,1.0,7,0.875,1.1428571428571428,<2-year,,Insufficient record,1.1428571428571428,<2-year
USGS-02453900,02453900,,ST,031601090403,03160109,4.7,4.7,1970.0,1970-03-19 00:00:00+00:00,590.0,125.53191489361701,ft3/s,,,False,,1.0,5,0.625,1.6,<2-year,,Insufficient record,1.6,<2-year
USGS-02453900,02453900,,ST,031601090403,03160109,4.7,4.7,1971.0,1971-02-26 00:00:00+00:00,593.0,126.17021276595744,ft3/s,,,False,,1.0,4,0.5,2.0,2–5-year,,Insufficient record,2.0,2–5-year
USGS-02453900,02453900,,ST,031601090403,03160109,4.7,4.7,1972.0,1972-01-04 00:00:00+00:00,355.0,75.53191489361701,ft3/s,,,False,,1.0,6,0.75,1.3333333333333333,<2-year,,Insufficient record,1.3333333333333333,<2-year
USGS-02453900,02453900,,ST,031601090403,03160109,4.7,4.7,1973.0,1973-03-30 00:00:00+00:00,854.0,181.70212765957447,ft3/s,,,False,,1.0,1,0.125,8.0,5–10-year,,Insufficient record,8.0,5–10-year
USGS-02453900,02453900,,ST,031601090403,03160109,4.7,4.7,1974.0,1973-12-26 00:00:00+00:00,678.0,144.25531914893617,ft3/s,,,False,,1.0,2,0.25,4.0,2–5-year,,Insufficient record,4.0,2–5-year
