monitoring_location_id,site_no,site_name,site_type_code,huc12,hydrologic_unit_code,drainage_area_sqmi,contributing_drainage_area_sqmi,water_year,peak_time,peak_cfs,peak_cfs_per_sqmi,unit_of_measure,qualifier,qualifier_text,has_qualifier,peak_since,duplicate_count,descending_rank,empirical_aep,empirical_return_period_years,empirical_flood_class,lp3_return_period_years,lp3_flood_class,primary_screening_return_period_years,primary_flood_class
USGS-02479600,02479600,,ST,031700080405,03170008,646.0,,1958.0,1958-07-23 00:00:00+00:00,7340.0,11.362229102167182,ft3/s,,,False,,1.0,10,0.7142857142857143,1.4,<2-year,,Insufficient record,1.4,<2-year
USGS-02479600,02479600,,ST,031700080405,03170008,646.0,,1959.0,1959-06-03 00:00:00+00:00,20900.0,32.35294117647059,ft3/s,,,False,,1.0,1,0.07142857142857142,14.0,10–25-year,,Insufficient record,14.0,10–25-year
USGS-02479600,02479600,,ST,031700080405,03170008,646.0,,1960.0,1960-05-09 00:00:00+00:00,11800.0,18.26625386996904,ft3/s,,,False,,1.0,4,0.2857142857142857,3.5,2–5-year,,Insufficient record,3.5,2–5-year
USGS-02479600,02479600,,ST,031700080405,03170008,646.0,,1961.0,1961-02-22 00:00:00+00:00,15400.0,23.8390092879257,ft3/s,,,False,,1.0,3,0.21428571428571427,4.666666666666667,2–5-year,,Insufficient record,4.666666666666667,2–5-year
USGS-02479600,02479600,,ST,031700080405,03170008,646.0,,1962.0,1961-12-14 00:00:00+00:00,19800.0,30.65015479876161,ft3/s,,,False,,1.0,2,0.14285714285714285,7.0,5–10-year,,Insufficient record,7.0,5–10-year
USGS-02479600,02479600,,ST,031700080405,03170008,646.0,,1963.0,1963-01-21 00:00:00+00:00,4220.0,6.53250773993808,ft3/s,,,False,,1.0,13,0.9285714285714286,1.0769230769230769,<2-year,,Insufficient record,1.0769230769230769,<2-year
USGS-02479600,02479600,,ST,031700080405,03170008,646.0,,1964.0,1964-04-26 00:00:00+00:00,11400.0,17.647058823529413,ft3/s,,,False,,1.0,5,0.35714285714285715,2.8,2–5-year,,Insufficient record,2.8,2–5-year
USGS-02479600,02479600,,ST,031700080405,03170008,646.0,,1965.0,1965-01-23 00:00:00+00:00,9760.0,15.108359133126935,ft3/s,,,False,,1.0,7,0.5,2.0,2–5-year,,Insufficient record,2.0,2–5-year
USGS-02479600,02479600,,ST,031700080405,03170008,646.0,,1966.0,1966-02-11 00:00:00+00:00,8870.0,13.730650154798761,ft3/s,,,False,,1.0,8,0.5714285714285714,1.75,<2-year,,Insufficient record,1.75,<2-year
USGS-02479600,02479600,,ST,031700080405,03170008,646.0,,1967.0,1967-02-01 00:00:00+00:00,5920.0,9.1640866873065,ft3/s,,,False,,1.0,12,0.8571428571428571,1.1666666666666667,<2-year,,Insufficient record,1.1666666666666667,<2-year
USGS-02479600,02479600,,ST,031700080405,03170008,646.0,,1968.0,1967-10-30 00:00:00+00:00,8100.0,12.538699690402476,ft3/s,,,False,,1.0,9,0.6428571428571429,1.5555555555555554,<2-year,,Insufficient record,1.5555555555555554,<2-year
USGS-02479600,02479600,,ST,031700080405,03170008,646.0,,1969.0,1969-08-19 00:00:00+00:00,10300.0,15.944272445820433,ft3/s,,,False,,1.0,6,0.42857142857142855,2.3333333333333335,2–5-year,,Insufficient record,2.3333333333333335,2–5-year
USGS-02479600,02479600,,ST,031700080405,03170008,646.0,,1970.0,1970-03-04 00:00:00+00:00,5970.0,9.241486068111454,ft3/s,,,False,,1.0,11,0.7857142857142857,1.2727272727272727,<2-year,,Insufficient record,1.2727272727272727,<2-year
