monitoring_location_id,site_no,site_name,site_type_code,huc12,hydrologic_unit_code,drainage_area_sqmi,contributing_drainage_area_sqmi,water_year,peak_time,peak_cfs,peak_cfs_per_sqmi,unit_of_measure,qualifier,qualifier_text,has_qualifier,peak_since,duplicate_count,descending_rank,empirical_aep,empirical_return_period_years,empirical_flood_class,lp3_return_period_years,lp3_flood_class,primary_screening_return_period_years,primary_flood_class
USGS-02423571,02423571,,ST,031502020301,031502020301,9.46,9.46,2018.0,2018-06-17 15:00:00+00:00,1540.0,162.7906976744186,ft3/s,,,False,,1.0,7,0.7777777777777778,1.2857142857142856,<2-year,,Insufficient record,1.2857142857142856,<2-year
USGS-02423571,02423571,,ST,031502020301,031502020301,9.46,9.46,2019.0,2018-12-28 06:30:00+00:00,1580.0,167.01902748414375,ft3/s,,,False,,1.0,6,0.6666666666666666,1.5,<2-year,,Insufficient record,1.5,<2-year
USGS-02423571,02423571,,ST,031502020301,031502020301,9.46,9.46,2020.0,2020-02-06 03:00:00+00:00,2520.0,266.384778012685,ft3/s,,,False,,1.0,2,0.2222222222222222,4.5,2–5-year,,Insufficient record,4.5,2–5-year
USGS-02423571,02423571,,ST,031502020301,031502020301,9.46,9.46,2021.0,2021-05-04 12:45:00+00:00,2490.0,263.2135306553911,ft3/s,,,False,,1.0,3,0.3333333333333333,3.0,2–5-year,,Insufficient record,3.0,2–5-year
USGS-02423571,02423571,,ST,031502020301,031502020301,9.46,9.46,2022.0,2021-10-06 21:15:00+00:00,2970.0,313.953488372093,ft3/s,C,C,True,,1.0,1,0.1111111111111111,9.0,5–10-year,,Insufficient record,9.0,5–10-year
USGS-02423571,02423571,,ST,031502020301,031502020301,9.46,9.46,2023.0,2022-11-30 01:45:00+00:00,1540.0,162.7906976744186,ft3/s,C,C,True,,1.0,8,0.8888888888888888,1.125,<2-year,,Insufficient record,1.125,<2-year
USGS-02423571,02423571,,ST,031502020301,031502020301,9.46,9.46,2024.0,2024-07-27 15:45:00+00:00,1760.0,186.04651162790697,ft3/s,C,C,True,,1.0,5,0.5555555555555556,1.7999999999999998,<2-year,,Insufficient record,1.7999999999999998,<2-year
USGS-02423571,02423571,,ST,031502020301,031502020301,9.46,9.46,2025.0,2025-06-18 15:00:00+00:00,1780.0,188.16067653276954,ft3/s,C,C,True,,1.0,4,0.4444444444444444,2.25,2–5-year,,Insufficient record,2.25,2–5-year
