monitoring_location_id,site_no,site_name,site_type_code,huc12,hydrologic_unit_code,drainage_area_sqmi,contributing_drainage_area_sqmi,water_year,peak_time,peak_cfs,peak_cfs_per_sqmi,unit_of_measure,qualifier,qualifier_text,has_qualifier,peak_since,duplicate_count,descending_rank,empirical_aep,empirical_return_period_years,empirical_flood_class,lp3_return_period_years,lp3_flood_class,primary_screening_return_period_years,primary_flood_class
USGS-02420980,02420980,,ST,031502010309,03150201,4.6,,2009.0,2009-05-07 00:00:00+00:00,5950.0,1293.4782608695652,ft3/s,"7,C","7,C",True,,1.0,2,0.16666666666666666,6.0,5–10-year,,Insufficient record,6.0,5–10-year
USGS-02420980,02420980,,ST,031502010309,03150201,4.6,,2012.0,2012-01-23 00:00:00+00:00,2750.0,597.8260869565217,ft3/s,C,C,True,,1.0,8,0.6666666666666666,1.5,<2-year,,Insufficient record,1.5,<2-year
USGS-02420980,02420980,,ST,031502010309,03150201,4.6,,2013.0,2013-08-08 00:00:00+00:00,3250.0,706.5217391304349,ft3/s,C,C,True,,1.0,6,0.5,2.0,2–5-year,,Insufficient record,2.0,2–5-year
USGS-02420980,02420980,,ST,031502010309,03150201,4.6,,2014.0,2014-05-10 00:00:00+00:00,2530.0,550.0,ft3/s,C,C,True,,1.0,10,0.8333333333333334,1.2,<2-year,,Insufficient record,1.2,<2-year
USGS-02420980,02420980,,ST,031502010309,03150201,4.6,,2015.0,2015-06-26 00:00:00+00:00,1640.0,356.5217391304348,ft3/s,C,C,True,,1.0,11,0.9166666666666666,1.090909090909091,<2-year,,Insufficient record,1.090909090909091,<2-year
USGS-02420980,02420980,,ST,031502010309,03150201,4.6,,2016.0,2015-12-24 00:00:00+00:00,4830.0,1050.0,ft3/s,C,C,True,,1.0,4,0.3333333333333333,3.0,2–5-year,,Insufficient record,3.0,2–5-year
USGS-02420980,02420980,,ST,031502010309,03150201,4.6,,2017.0,2017-05-20 00:00:00+00:00,6620.0,1439.1304347826087,ft3/s,C,C,True,,1.0,1,0.08333333333333333,12.0,10–25-year,,Insufficient record,12.0,10–25-year
USGS-02420980,02420980,,ST,031502010309,03150201,4.6,,2018.0,2018-06-05 12:00:00+00:00,2870.0,623.9130434782609,ft3/s,C,C,True,,1.0,7,0.5833333333333334,1.7142857142857142,<2-year,,Insufficient record,1.7142857142857142,<2-year
USGS-02420980,02420980,,ST,031502010309,03150201,4.6,,2019.0,2019-03-03 12:00:00+00:00,5700.0,1239.1304347826087,ft3/s,C,C,True,,1.0,3,0.25,4.0,2–5-year,,Insufficient record,4.0,2–5-year
USGS-02420980,02420980,,ST,031502010309,03150201,4.6,,2020.0,2020-04-19 12:00:00+00:00,2590.0,563.0434782608696,ft3/s,C,C,True,,1.0,9,0.75,1.3333333333333333,<2-year,,Insufficient record,1.3333333333333333,<2-year
USGS-02420980,02420980,,ST,031502010309,03150201,4.6,,2021.0,2021-09-18 12:00:00+00:00,4450.0,967.3913043478261,ft3/s,C,C,True,,1.0,5,0.4166666666666667,2.4,2–5-year,,Insufficient record,2.4,2–5-year
