monitoring_location_id,site_no,site_name,site_type_code,huc12,hydrologic_unit_code,drainage_area_sqmi,contributing_drainage_area_sqmi,water_year,peak_time,peak_cfs,peak_cfs_per_sqmi,unit_of_measure,qualifier,qualifier_text,has_qualifier,peak_since,duplicate_count,descending_rank,empirical_aep,empirical_return_period_years,empirical_flood_class,lp3_return_period_years,lp3_flood_class,primary_screening_return_period_years,primary_flood_class
USGS-03585300,03585300,,ST,060300040303,06030004,152.0,,1958.0,1957-11-18 00:00:00+00:00,12300.0,80.92105263157895,ft3/s,,,False,,1.0,4,0.3076923076923077,3.25,2–5-year,,Insufficient record,3.25,2–5-year
USGS-03585300,03585300,,ST,060300040303,06030004,152.0,,1959.0,1959-03-27 00:00:00+00:00,8600.0,56.578947368421055,ft3/s,,,False,,1.0,8,0.6153846153846154,1.625,<2-year,,Insufficient record,1.625,<2-year
USGS-03585300,03585300,,ST,060300040303,06030004,152.0,,1960.0,1959-12-19 00:00:00+00:00,8600.0,56.578947368421055,ft3/s,,,False,,1.0,9,0.6923076923076923,1.4444444444444444,<2-year,,Insufficient record,1.4444444444444444,<2-year
USGS-03585300,03585300,,ST,060300040303,06030004,152.0,,1961.0,1961-03-08 00:00:00+00:00,35000.0,230.26315789473685,ft3/s,,,False,1955,1.0,1,0.07692307692307693,13.0,10–25-year,,Insufficient record,13.0,10–25-year
USGS-03585300,03585300,,ST,060300040303,06030004,152.0,,1962.0,1961-12-18 00:00:00+00:00,11700.0,76.97368421052632,ft3/s,,,False,,1.0,5,0.38461538461538464,2.5999999999999996,2–5-year,,Insufficient record,2.5999999999999996,2–5-year
USGS-03585300,03585300,,ST,060300040303,06030004,152.0,,1963.0,1963-03-12 00:00:00+00:00,19600.0,128.94736842105263,ft3/s,,,False,,1.0,2,0.15384615384615385,6.5,5–10-year,,Insufficient record,6.5,5–10-year
USGS-03585300,03585300,,ST,060300040303,06030004,152.0,,1964.0,1964-04-04 00:00:00+00:00,13400.0,88.15789473684211,ft3/s,,,False,,1.0,3,0.23076923076923078,4.333333333333333,2–5-year,,Insufficient record,4.333333333333333,2–5-year
USGS-03585300,03585300,,ST,060300040303,06030004,152.0,,1965.0,1965-03-26 00:00:00+00:00,11600.0,76.3157894736842,ft3/s,,,False,,1.0,6,0.46153846153846156,2.1666666666666665,2–5-year,,Insufficient record,2.1666666666666665,2–5-year
USGS-03585300,03585300,,ST,060300040303,06030004,152.0,,1966.0,1966-05-18 00:00:00+00:00,3340.0,21.973684210526315,ft3/s,,,False,,1.0,12,0.9230769230769231,1.0833333333333333,<2-year,,Insufficient record,1.0833333333333333,<2-year
USGS-03585300,03585300,,ST,060300040303,06030004,152.0,,1967.0,1966-12-09 00:00:00+00:00,8200.0,53.94736842105263,ft3/s,,,False,,1.0,10,0.7692307692307693,1.2999999999999998,<2-year,,Insufficient record,1.2999999999999998,<2-year
USGS-03585300,03585300,,ST,060300040303,06030004,152.0,,1968.0,1967-12-18 00:00:00+00:00,5100.0,33.55263157894737,ft3/s,,,False,,1.0,11,0.8461538461538461,1.1818181818181819,<2-year,,Insufficient record,1.1818181818181819,<2-year
USGS-03585300,03585300,,ST,060300040303,06030004,152.0,,1969.0,1969-02-02 00:00:00+00:00,8650.0,56.9078947368421,ft3/s,,,False,,1.0,7,0.5384615384615384,1.8571428571428572,<2-year,,Insufficient record,1.8571428571428572,<2-year
